@relation segment

@attribute original numeric
@attribute Gaussian_blur_1.0 numeric
@attribute Laplacian_1.0 numeric
@attribute Mean_1.0 numeric
@attribute Variance_1.0 numeric
@attribute Gaussian_blur_2.0 numeric
@attribute Difference_of_Gaussian_1.0_2.0 numeric
@attribute Laplacian_2.0 numeric
@attribute Mean_2.0 numeric
@attribute Variance_2.0 numeric
@attribute Gaussian_blur_4.0 numeric
@attribute Difference_of_Gaussian_1.0_4.0 numeric
@attribute Difference_of_Gaussian_2.0_4.0 numeric
@attribute Laplacian_4.0 numeric
@attribute Mean_4.0 numeric
@attribute Variance_4.0 numeric
@attribute Gaussian_blur_8.0 numeric
@attribute Difference_of_Gaussian_1.0_8.0 numeric
@attribute Difference_of_Gaussian_2.0_8.0 numeric
@attribute Difference_of_Gaussian_4.0_8.0 numeric
@attribute Laplacian_8.0 numeric
@attribute Mean_8.0 numeric
@attribute Variance_8.0 numeric
@attribute class {Spot,NotSpot}

@data
10924,7825.855957,-1054.220215,8583.713867,8560273,7306.158691,-519.697266,-52.92598,7889.333496,17401040,7342.606445,-483.249512,36.447754,-30.387199,7102.381348,14851950,6961.994141,-863.861816,-344.164551,-380.612305,-18.190851,7517.017578,16406277,NotSpot
9107,8817.80957,-1488.782227,8874.286133,7825860.5,7693.271484,-1124.538086,-243.661774,8947.211914,15656096,7345.269531,-1472.540039,-348.001953,-47.079594,7433.537109,17180812,6934.22168,-1883.587891,-759.049805,-411.047852,-17.52952,7423.574219,15920111,NotSpot
10456,8371.274414,-1361.129883,8273,2754273.5,7548.930176,-822.344238,-121.508041,8490.211914,15161290,7360.375488,-1010.898926,-188.554688,-45.370728,7307.085449,17826930,6941.013184,-1430.26123,-607.916992,-419.362305,-17.805244,7467.900879,16255497,NotSpot
7130,7676.069824,-1159.959839,8583.428711,22145818,7378.17041,-297.899414,43.684547,7974.45459,17070542,7368.714844,-307.35498,-9.455566,-42.923668,7312.529297,17619348,6946.924316,-729.145508,-431.246094,-421.790527,-18.017365,7515.905762,16343326,NotSpot
6360,6775.154785,390.862457,6189,7181657,7260.968262,485.813477,158.6577,6302.151367,20341884,7370.452637,595.297852,109.484375,-40.073776,7303.875488,15807002,6951.706055,176.55127,-309.262207,-418.746582,-18.158476,7488.1875,16461811,NotSpot
4615,6343.268555,1866.326172,5470.856934,7839204,7233.727051,890.458496,160.587296,6476.666504,12762712,7366.874023,1023.605469,133.146973,-37.114052,7346.303711,15241780,6955.454102,612.185547,-278.272949,-411.419922,-18.228788,7558.663086,16342512,NotSpot
2602,6592.078125,2084.070313,4919.285645,10459828,7264.308594,672.230469,73.754189,6239.060547,12733041,7358.529785,766.45166,94.221191,-34.01548,7319.436035,16261586,6958.17334,366.095215,-306.135254,-400.356445,-18.228708,7572.381836,16607398,NotSpot
3646,7153.249512,1238.534058,6085.285645,13396003,7283.930176,130.680664,-16.061398,7388.303223,13166537,7346.991699,193.742188,63.061523,-31.012936,7252.517578,14779470,6959.958984,-193.290527,-323.971191,-387.032715,-18.159239,7534.655273,16321217,NotSpot
7875,7619.498047,915.144348,6239.285645,7730878,7576.44873,-43.049316,-114.831367,8127.515137,19277438,7300.998047,-318.5,-275.450684,-44.035355,7519.361816,17284162,6928.259766,-691.238281,-648.188965,-372.738281,-17.131254,7348.430176,15865930,NotSpot
5352,8066.462891,-378.639252,8146.428711,9911742,7566.605469,-499.857422,-125.062012,8638.363281,12760392,7325.776367,-740.686523,-240.829102,-44.296173,7462.964844,18386548,6935.665527,-1130.797363,-630.939941,-390.11084,-17.467905,7395.21582,16046877,NotSpot
9806,8038.379395,-1454.206787,9337.428711,16465498,7465.82666,-572.552734,-44.524227,7808.848633,14372337,7344.07959,-694.299805,-121.74707,-43.349133,7184.035156,17120750,6941.958008,-1096.421387,-523.868652,-402.121582,-17.744921,7446.29248,15987141,NotSpot
16989,7492.483398,-1601.527954,8450.428711,22983246,7327.179199,-165.304199,89.572212,7045.878906,14384286,7356.143555,-136.339844,28.964355,-41.587967,7160.077637,15817110,6947.345215,-545.138184,-379.833984,-408.79834,-17.96056,7499.687988,16335235,NotSpot
9515,6740.124512,-376.065918,8543,30589068,7227.138184,487.013672,186.497101,5859.121094,15332488,7362.133789,622.009277,134.995605,-39.395802,7416.914551,15538624,6951.504883,211.380371,-275.633301,-410.628906,-18.103189,7512.497559,16651882,NotSpot
3241,6283.077148,1759.047729,4665.285645,6827086.5,7206.938965,923.861816,181.955536,6781.484863,18785454,7362.974121,1079.896973,156.035156,-37.108692,7360.458984,15331933,6954.599609,671.522461,-252.339355,-408.374512,-18.172909,7558.588379,16666567,NotSpot
1340,6396.905762,2680.455566,5053.856934,30028538,7243.387695,846.481934,99.275017,6932.151367,18106422,7359.353027,962.447266,115.965332,-34.865086,7249.498047,15393943,6956.549316,559.643555,-286.838379,-402.803711,-18.166815,7547.941406,16565391,NotSpot
1813,6897.554199,1956.719971,4565.428711,13854536,7275.408203,377.854004,17.649366,7382.878906,19672442,7352.518066,454.963867,77.109863,-32.878571,7287.972656,15570090,6957.512207,59.958008,-317.895996,-395.005859,-18.086084,7551.113281,16629070,NotSpot
89,6219.668457,3026.058594,5210.856934,19208232,7325.751953,1106.083496,76.630196,6164.727051,17609924,7243.714844,1024.046387,-82.037109,-37.557457,7416.762695,15824391,6922.271484,702.603027,-403.480469,-321.443359,-16.678988,7253.545898,15824972,NotSpot
4896,6762.310547,1865.4729,5229.856934,9047524,7404.834961,642.524414,23.085548,6646.45459,12631458,7274.938965,512.628418,-129.895996,-39.692848,7460.556641,17440930,6929.862305,167.551758,-474.972656,-345.07666,-17.044367,7298.945801,16135632,NotSpot
2676,7429.845703,186.868256,7340.856934,20832734,7430.162109,0.316406,-10.316422,7328.878906,11918407,7301.960938,-127.884766,-128.201172,-40.741234,7424.498047,17899776,6936.765137,-493.080566,-493.396973,-365.195801,-17.376146,7323.215332,15823064,NotSpot
5074,7450.107422,-175.064148,7379.571289,11288936,7378.323242,-71.78418,31.957706,7517.272949,16853702,7323.566406,-126.541016,-54.756836,-40.693539,7250.836426,16522911,6942.498535,-507.608887,-435.824707,-381.067871,-17.650936,7428.446289,16095031,NotSpot
4913,6866.904297,925.073181,5404.285645,29346576,7286.853516,419.949219,122.732552,7227.09082,18479642,7339.921875,473.017578,53.068359,-39.88274,7425.085449,16511311,6947.305664,80.401367,-339.547852,-392.616211,-17.867073,7442.275391,16276812,NotSpot
787,6421.148926,1758.959961,5259.856934,8917982,7223.26709,802.118164,177.335495,6488.272949,15417601,7351.0625,929.913574,127.79541,-38.694138,7249.556641,15890641,6950.796875,529.647949,-272.470215,-400.265625,-18.008736,7463.138672,16348701,NotSpot
6225,6696.960449,1015.526794,5903.428711,17062786,7223.561035,526.600586,147.4673,6848.90918,15396079,7357.422852,660.462402,133.861816,-37.458847,7245.322754,15849923,6953.191406,256.230957,-270.369629,-404.231445,-18.075592,7500.797852,16654541,NotSpot
7413,7300.440918,-385.234802,7149.143066,11027970,7266.021973,-34.418945,71.94754,6796.696777,20163574,7359.660156,59.219238,93.638184,-36.431339,7055.112793,15006778,6954.337891,-346.103027,-311.684082,-405.322266,-18.061386,7548.552734,16709707,NotSpot
10044,7477.584473,-666.87738,8448.142578,24236188,7299.573242,-178.01123,23.603785,7190.484863,16528365,7358.518555,-119.065918,58.945313,-35.755642,7225.291992,14203682,6954.448242,-523.13623,-345.125,-404.070313,-17.967562,7528.183105,16642761,NotSpot
2371,6635.447266,942.312134,7709.856934,32736558,7142.026855,506.57959,94.829063,6724.515137,18929022,7183.169922,547.722656,41.143066,-29.461842,7261.708008,14760025,6916.53125,281.083984,-225.495605,-266.638672,-16.209988,7203.805664,15445671,NotSpot
2755,6257.708008,2573.91748,3417.571533,6221236.5,7204.592773,946.884766,108.099457,6584.242188,15858910,7215.07666,957.368652,10.483887,-32.325443,7236.112793,14573047,6924.190918,666.48291,-280.401855,-290.885742,-16.581575,7225.849121,15895286,NotSpot
7549,6687.540039,1639.247559,5279.571289,4842799.5,7290.922852,603.382813,59.28159,6949.818359,14268343,7246.123047,558.583008,-44.799805,-34.772518,7383.587402,17673370,6931.277344,243.737305,-359.645508,-314.845703,-16.933819,7267.585449,16087864,NotSpot
8803,7183.710938,181.29126,7049.856934,5933368,7341.945313,158.234375,23.249439,6778.757813,12849758,7274.743164,91.032227,-67.202148,-36.50386,7309.595215,16649572,6937.647949,-246.062988,-404.297363,-337.095215,-17.257254,7284.902832,15863802,NotSpot
8357,7059.706543,327.599396,7257.143066,12835780,7326.805176,267.098633,53.990898,7077.575684,15173721,7299.442383,239.73584,-27.362793,-37.395451,7245.883301,17299656,6942.802734,-116.903809,-384.002441,-356.639648,-17.526983,7364.221191,15982975,NotSpot
4645,6585.695313,1463.21521,6165.571289,6617358,7274.706055,689.010742,120.194504,6802.727051,18417578,7320.338867,734.643555,45.632813,-37.720791,7341.10498,16280376,6947.013184,361.317871,-327.692871,-373.325684,-17.741282,7425.605957,16286604,NotSpot
3093,6505.830078,1720.442749,5654.428711,16899394,7244.228027,738.397949,145.369614,6638.878906,13217199,7337.212402,831.382324,92.984375,-37.8218,7279.268555,16506981,6949.830078,444,-294.397949,-387.382324,-17.880257,7431.786621,16451775,NotSpot
8137,7220.76123,-169.16217,6989,7341269.5,7264.890137,44.128906,100.855705,7066.242188,17721938,7349.894531,129.133301,85.004395,-37.976494,6999.657715,15209760,6951.516602,-269.244629,-313.373535,-398.37793,-17.942862,7443.777344,16612384,NotSpot
10136,7918.868652,-1730.758057,7489.856934,14068349,7316.606445,-602.262207,35.91713,8546.363281,20560358,7358.797852,-560.070801,42.191406,-38.472881,7200.537109,15308662,6951.862793,-967.005859,-364.743652,-406.935059,-17.919556,7516.936523,16602539,NotSpot
4955,7698.633789,-809.318359,8279.142578,8143200,7358.270508,-340.363281,12.3873,7838.90918,18454836,7364.018066,-334.615723,5.747559,-39.333199,7139.046875,14380391,6951.125,-747.508789,-407.145508,-412.893066,-17.812084,7553.01416,16375288,NotSpot
8627,7446.254395,-413.587769,7312.428711,23377304,7054.622559,-391.631836,-34.569725,7643.09082,14971029,7106.746582,-339.507813,52.124023,-21.323421,6663.844238,14281655,6903.980469,-542.273926,-150.64209,-202.766113,-15.448963,7252.975586,15536427,NotSpot
2455,7424.741211,-923.133301,9301.428711,25853568,7050.060059,-374.681152,9.93364,7492.36377,16960338,7130.279785,-294.461426,80.219727,-22.571278,6920.525391,14508953,6911.475586,-513.265625,-138.584473,-218.804199,-15.778231,7224.419434,15657359,NotSpot
14521,7232.715332,-1303.387451,6763.428711,18437580,7067.317383,-165.397949,65.309647,6826.575684,17534918,7157.029297,-75.686035,89.711914,-24.549646,6963.618652,13376884,6918.880859,-313.834473,-148.436523,-238.148438,-16.122854,7222.762207,15728213,NotSpot
4911,7088.94043,-232.26712,7850.714355,23864820,7132.41748,43.477051,65.068329,6776.969727,15446828,7185.616699,96.67627,53.199219,-26.968222,7185.595215,15445985,6926.012207,-162.928223,-206.405273,-259.604492,-16.470942,7243.236328,15884762,NotSpot
3112,7255.445313,217.439011,7011.285645,8403515,7228.021973,-27.42334,14.06973,8232.211914,14450947,7215.276367,-40.168945,-12.745605,-29.404781,7270.428223,16034445,6932.566406,-322.878906,-295.455566,-282.709961,-16.806843,7251.604492,16128791,NotSpot
8489,7338.75,-155.446381,8074.285645,9097447,7296.648438,-42.101563,-15.034885,6871.45459,12643760,7244.56543,-94.18457,-52.083008,-31.579475,7269.688477,16445487,6938.387207,-400.362793,-358.26123,-306.178223,-17.118883,7308.662109,16086013,NotSpot
11414,6985.327637,651.233398,5757.285645,14393444,7306.758301,321.430664,20.434422,6751.484863,11151741,7271.836914,286.509277,-34.921387,-33.313416,7385.793945,17149512,6942.950195,-42.377441,-363.808105,-328.886719,-17.38081,7360.344727,15969205,NotSpot
4175,6681.230469,1101.706543,7422.285645,17707706,7282.384766,601.154297,83.950012,6176.211914,10511205,7297.20752,615.977051,14.822754,-34.836689,7446.354004,17646242,6946.552734,265.322266,-335.832031,-350.654785,-17.590628,7372.919922,16000138,NotSpot
11795,6809.949219,438.579681,6039.143066,8590145,7274.370605,464.421387,109.857231,6595,13647278,7320.091797,510.142578,45.721191,-36.41185,7424.085449,16884432,6948.694336,138.745117,-325.67627,-371.397461,-17.724638,7428.067383,16432317,NotSpot
5889,7275.073242,-294.727142,7277.856934,24205516,7311.02832,35.955078,76.679413,7088.848633,16656010,7339.650879,64.577637,28.622559,-38.222359,7347.466797,16225794,6949.674316,-325.398926,-361.354004,-389.976563,-17.78084,7389.581543,16338658,NotSpot
1662,7657.852539,-556.197144,8183,30055810,7380.38623,-277.466309,20.004128,8075,17692814,7355.789063,-302.063477,-24.597168,-40.489426,7305.260742,16149998,6949.222168,-708.630371,-431.164063,-406.566895,-17.746584,7492.254395,16410220,NotSpot
5125,7551.068848,-48.994202,7427.714355,20544886,7449.26416,-101.804688,-15.103178,7405.696777,16870268,7367.818359,-183.250488,-81.445801,-43.058548,7424.458984,17368000,6947.651855,-603.416992,-501.612305,-420.166504,-17.624018,7547.287109,16528588,NotSpot
2957,6579.375488,753.428894,7097.285645,12698784,6967.254883,387.879395,93.991432,6661.575684,12385952,7074.944336,495.568848,107.689453,-21.131033,6843.871582,13287984,6894.806641,315.431152,-72.448242,-180.137695,-14.948374,7141.764648,15576098,NotSpot
4555,6946.61377,151.809097,6757.428711,8386282.5,6965.278809,18.665039,49.029194,6848.09082,11549534,7083.082031,136.468262,117.803223,-19.960274,6835.898926,13252231,6900.737793,-45.875977,-64.541016,-182.344238,-15.169456,7151.72168,15556385,NotSpot
5463,7304.655762,-410.355927,7466.714355,5777377.5,6969.204102,-335.45166,12.298635,7575.424316,13247888,7095.366211,-209.289551,126.162109,-19.245489,6636.61084,13073723,6907.312988,-397.342773,-61.891113,-188.053223,-15.426169,7214.39209,15349818,NotSpot
10074,7321.169434,-851.905273,7266.571289,9607131,6968.559082,-352.610352,28.878082,7640.45459,15042468,7111.884277,-209.285156,143.325195,-19.299829,6861.960938,13922130,6914.288574,-406.880859,-54.270508,-197.595703,-15.716211,7207.574219,15513841,NotSpot
8384,7201.267578,-1049.660034,8270.428711,24313118,6987.279297,-213.988281,61.682571,6857.90918,12715943,7132.776855,-68.490723,145.497559,-20.214455,6916.187012,12961958,6921.167969,-280.099609,-66.111328,-211.608887,-16.027819,7267.069824,15571320,NotSpot
12566,7386.796875,-1541.80835,7845.143066,8390644,7052.986328,-333.810547,45.578644,7405.424316,12976190,7156.878418,-229.918457,103.89209,-21.826698,7037.179199,14394454,6927.782715,-459.01416,-125.203613,-229.095703,-16.350195,7272.223633,15830985,NotSpot
4454,7618.361816,-1232.466064,8989.571289,19172698,7155.422852,-462.938965,-15.499172,7408.818359,9396305,7183.95459,-434.407227,28.531738,-23.873556,6990.953125,14403524,6933.822754,-684.539063,-221.600098,-250.131836,-16.667597,7248.97998,15639877,NotSpot
11259,7519.914551,-562.695679,7358.143066,7804972,7241.51709,-278.397461,-51.474186,7561.211914,11255965,7212.819824,-307.094727,-28.697266,-26.16045,7266.256836,16052898,6939.107422,-580.807129,-302.409668,-273.712402,-16.96603,7250.549805,15552566,NotSpot
4932,7132.677734,505.43042,7743.571289,7493433,7278.88916,146.211426,-24.243782,6996.060547,12028198,7241.825195,109.147461,-37.063965,-28.51828,7299.980469,16286761,6943.100098,-189.577637,-335.789063,-298.725098,-17.218065,7305.394043,15632871,NotSpot
4623,6836.205566,1175.058472,6053.714355,7397386,7283.203125,446.997559,35.34219,6712.848633,12249195,7271.135254,434.929688,-12.067871,-31.155811,7513.828613,18535886,6946.103516,109.897949,-337.099609,-325.031738,-17.421247,7345.076172,15773552,NotSpot
7307,6757.894531,1003.066406,6273.428711,8096545,7296.986328,539.091797,73.919983,7025.939453,21510794,7299.71582,541.821289,2.729492,-34.229145,7376.988281,16633095,6947.593262,189.69873,-349.393066,-352.122559,-17.54846,7362.448242,16079799,NotSpot
4339,6734.406738,1593.19751,5861.571289,14256516,7351.766113,617.359375,62.061726,6725.54541,17141436,7326.065918,591.65918,-25.700195,-37.800842,7425.350098,16726627,6947.878906,213.472168,-403.887207,-378.187012,-17.596504,7370.168945,15828374,NotSpot
4069,7060.981445,1319.669434,5271.428711,15054770,7448.264648,387.283203,3.495054,7702,17786252,7349.359863,288.378418,-98.904785,-41.934513,7539.537109,16175699,6946.658203,-114.323242,-501.606445,-402.70166,-17.549992,7476.418457,16131011,NotSpot
11759,7639.976074,-106.786163,7560.285645,12463673,7557.522461,-82.453613,-71.489326,7394.09082,16525290,7368.060547,-271.915527,-189.461914,-46.260876,7704.097168,16454146,6944.279785,-695.696289,-613.242676,-423.780762,-17.411488,7528.022461,16141044,NotSpot
6395,6666.746582,369.761017,6038.571289,3667352.25,7010.796875,344.050293,102.664566,7009.272949,16368186,7083.642578,416.895996,72.845703,-24.02142,7176.976563,15202732,6894.162598,227.416016,-116.634277,-189.47998,-14.888756,7087.652832,15187546,NotSpot
9572,6210.585449,1276.27771,5581.143066,9934129,6938.697754,728.112305,149.172714,5535.788086,9062660,7082.097168,871.511719,143.399414,-22.205292,6870.22168,12276485,6898.977539,688.39209,-39.720215,-183.119629,-15.015782,7122.586426,15421062,NotSpot
10107,6725.123535,-248.758011,7184.571289,12537363,6908.911621,183.788086,120.471031,6731.121094,10225358,7082.902344,357.778809,173.990723,-20.115807,6946.731445,13834506,6904.446777,179.323242,-4.464844,-178.455566,-15.188684,7136.254395,15357947,NotSpot
10497,7216.816895,-1322.260376,7979.856934,8713415,6897.960938,-318.855957,79.764404,7483.727051,10504741,7087.676758,-129.140137,189.71582,-18.278194,6738.155762,13746060,6910.53125,-306.285645,12.570313,-177.145508,-15.401189,7157.96875,15338344,NotSpot
9936,6952.601074,-638.188904,7967,9754120,6882.568359,-70.032715,90.738251,6358.727051,9690505,7096.780762,144.179688,214.212402,-17.038687,6750.696289,13036645,6917.008789,-35.592285,34.44043,-179.771973,-15.652289,7189.444336,15575347,NotSpot
2703,6444.14209,975.306519,6384.571289,6663581.5,6881.831543,437.689453,123.585449,7076.515137,13075810,7111.138184,666.996094,229.306641,-16.676147,6865.525391,11972741,6923.388184,479.246094,41.556641,-187.75,-15.930876,7201.125,15665382,NotSpot
6601,6729.48584,-35.693954,7225.285645,19894712,6929.777832,200.291992,106.047729,6387.242188,12033771,7129.847168,400.361328,200.069336,-17.164204,7027.86377,14906746,6929.507324,200.021484,-0.270508,-200.339844,-16.227011,7257.769531,15514958,NotSpot
14307,7303.271973,-1248.200928,7211.285645,17607456,7027.57373,-275.698242,33.75803,6983.121094,10410749,7153.259766,-150.012207,125.686035,-18.447943,6917.494141,14500146,6935.055664,-368.216309,-92.518066,-218.204102,-16.525152,7220.188965,15285592,NotSpot
4898,7331.86084,-154.256912,7996.571289,14334255,7129.677246,-202.183594,-25.855034,7396.575684,9291088,7180.557129,-151.303711,50.879883,-20.468893,7104.735352,15702592,6939.827148,-392.033691,-189.850098,-240.72998,-16.808968,7233.529297,15339015,NotSpot
8041,7140.760742,437.864075,7252.714355,9519822,7200.85498,60.094238,-29.803169,7231.90918,11114997,7210.21875,69.458008,9.36377,-23.128349,7200.71582,17071810,6943.272949,-197.487793,-257.582031,-266.945801,-17.049984,7265.469727,15558839,NotSpot
8192,6963.185547,751.094604,6343,8509106,7244.455566,281.27002,5.368034,6327.060547,8066656.5,7242.525879,279.340332,-1.929688,-26.644741,7350.307617,16561073,6945.711426,-17.474121,-298.744141,-296.814453,-17.245121,7320.696777,15661419,NotSpot
7506,6711.084473,1375.156738,6805.714355,7285241.5,7292.187988,581.103516,38.493885,6381.060547,11254419,7275.962402,564.87793,-16.225586,-31.061365,7423.727539,15374248,6946.581543,235.49707,-345.606445,-329.380859,-17.364325,7310.749512,15334263,NotSpot
1191,6419.338867,3129.222168,3895.142822,6352537,7375.472168,956.133301,31.769398,6434.605957,8049551.5,7308.44873,889.109863,-67.023438,-36.317848,7547.560547,16337270,6946.213867,526.875,-429.258301,-362.234863,-17.403036,7336.543945,15536019,NotSpot
789,6912.003906,2353.400391,6161.143066,16485884,7503.228027,591.224121,-35.803688,6875.151367,12729228,7338.287109,426.283203,-164.940918,-42.259388,7548.470703,17152444,6944.262207,32.258301,-558.96582,-394.024902,-17.343622,7450.231445,15876871,NotSpot
9376,8091.724609,-588.652222,7402.714355,15435002,7647.312012,-444.412598,-140.88147,8138.272949,22088116,7363.088867,-728.635742,-284.223145,-48.283112,7700.198242,16397545,6941.125488,-1150.599121,-706.186523,-421.963379,-17.189064,7485.73584,15956729,NotSpot
9334,7117.12793,18.379873,6329.143066,9631677,7178.26416,61.13623,-5.068803,6887.060547,14674607,7108.947266,-8.180664,-69.316895,-28.25802,7383.307617,15472131,6894.6875,-222.44043,-283.57666,-214.259766,-14.95262,7097.191406,15106302,NotSpot
3930,6249.455078,1955.080933,4775.143066,6545568.5,7057.902832,808.447754,115.237343,6407.181641,15892541,7100.030762,850.575684,42.12793,-26.586435,7100.350098,15594939,6898.227051,648.771973,-159.675781,-201.803711,-14.991905,7077.235352,15231757,NotSpot
3237,5786.587402,2730.103027,4102.856934,6610739,6961.689453,1175.102051,181.246841,5630.09082,9526438,7091.864258,1305.276855,130.174805,-24.136997,7092.762695,14587202,6902.677246,1116.089844,-59.012207,-189.187012,-15.072521,7140.087402,15451972,NotSpot
3500,6383.362793,746.989563,6045.428711,6203088,6911.13916,527.776367,163.04541,6528.060547,13178039,7085.558594,702.195801,174.419434,-21.213812,6906.19043,14978825,6907.742188,524.379395,-3.396973,-177.816406,-15.199851,7133.000977,15630826,NotSpot
6458,7005.31543,-1221.894775,9057.857422,16973812,6876.252441,-129.062988,129.08078,6495,9369424,7082.977051,77.661621,206.724609,-18.306614,6671.638184,13580109,6913.400391,-91.915039,37.147949,-169.57666,-15.370378,7155.407715,15345127,NotSpot
10694,6616.535645,-370.036438,6820.571289,7572770,6826.672363,210.136719,152.741211,6435.211914,13093139,7084.729004,468.193359,258.056641,-15.767656,6654.299805,13581606,6919.439941,302.904297,92.767578,-165.289063,-15.584215,7145.861816,15501144,NotSpot
7263,5843.225586,1828.686768,4951.571289,10880278,6782.533203,939.307617,206.374756,5460.394043,5888778.5,7092.397949,1249.172363,309.864746,-14.027197,6826.774414,12959917,6925.385254,1082.159668,142.852051,-167.012695,-15.831079,7193.809082,15422431,NotSpot
3622,5998.41748,1419.142334,4798.143066,2290744.75,6789.620117,791.202637,206.682983,6173.060547,12706188,7105.345215,1106.927734,315.725098,-13.18857,6810.797852,12635701,6931.080566,932.663086,141.460449,-174.264648,-16.101656,7190.070313,15090010,NotSpot
3869,6698.881836,-205.251343,7930.143066,17916102,6863.367676,164.48584,136.93515,6608.45459,8332009.5,7124.484863,425.603027,261.117188,-13.425513,6934.790039,13571021,6936.208496,237.32666,72.84082,-188.276367,-16.380816,7216.302246,15051368,NotSpot
8440,6877.882813,402.310974,5442.714355,2782217,6968.476563,90.59375,58.879242,7297.424316,11525567,7149.412109,271.529297,180.935547,-14.842178,6853.719727,14683475,6940.539551,62.656738,-27.937012,-208.872559,-16.649992,7208.787598,15055563,NotSpot
4246,6751.3125,1444.258423,6002.143066,6016549.5,7067.310547,315.998047,21.248974,6843.939453,11204621,7178.806641,427.494141,111.496094,-17.453989,7108.762695,16251219,6943.520996,192.208496,-123.789551,-235.285645,-16.879793,7198.929199,15260431,NotSpot
5054,6765.415527,1378.363281,5889.428711,7306083.5,7151.317383,385.901855,20.602737,6915.45459,12336267,7213.101563,447.686035,61.78418,-21.52231,7021.400879,14270433,6945.46582,180.050293,-205.851563,-267.635742,-17.066334,7272.324219,15375813,NotSpot
9504,6829.285156,889.249817,6471.571289,6165217,7239.855957,410.570801,26.557301,6479.394043,10383689,7250.310547,421.025391,10.45459,-26.990816,7138.38916,15025656,6945.802734,116.517578,-294.053223,-304.507813,-17.177141,7311.692383,15245819,NotSpot
2578,6832.84082,1780.796387,5830.856934,10688313,7356.616699,523.775879,5.171738,7062.696777,14113771,7287.884277,455.043457,-68.732422,-33.694305,7550.241211,15958905,6944.860352,112.019531,-411.756348,-343.023926,-17.206165,7311.256836,15678522,NotSpot
8281,7423.108398,817.192383,5596.285645,12805577,7509.060059,85.95166,-66.254425,7591.54541,11782307,7323.195801,-99.912598,-185.864258,-41.237537,7534.256836,17224688,6942.270996,-480.837402,-566.789063,-380.924805,-17.134087,7380.762207,15697208,NotSpot
4181,8472.166016,-1526.914185,9790.571289,17351084,7669.352539,-802.813477,-166.352295,8877.878906,18373430,7353.075195,-1119.09082,-316.277344,-48.784149,7713.354004,17043368,6938.468262,-1533.697754,-730.884277,-414.606934,-16.964209,7439.135742,16068977,NotSpot
1371,6807.424316,1745.745483,5700.428711,17230744,7254.70752,447.283203,-1.918765,6880.151367,10904302,7132.123535,324.699219,-122.583984,-31.584927,7264.739258,16655688,6898.513184,91.088867,-356.194336,-233.610352,-15.075953,7128.574219,15660165,NotSpot
1520,6153.220215,2536.483887,4858.571289,15852297,7138.875977,985.655762,107.033722,6548.788086,13455237,7117.550781,964.330566,-21.325195,-29.451294,7152.412598,15281021,6901.774902,748.554688,-237.101074,-215.775879,-15.074885,7062.433105,15250799,NotSpot
1387,5943.187012,2445.986328,4542.285645,19265298,7051.61377,1108.426758,153.71402,6021.696777,11887995,7103.151367,1159.964355,51.537598,-26.438883,7394.976563,15839076,6905.91748,962.730469,-145.696289,-197.233887,-15.114236,7059.937988,15141276,NotSpot
7692,6518.670898,400.09436,6457,17264340,6997.260742,478.589844,128.791229,6521.09082,12923002,7090.29834,571.627441,93.037598,-22.819262,7188.960938,15578266,6910.631836,391.960938,-86.628906,-179.666504,-15.20075,7104.936035,15484679,NotSpot
14045,7151.556641,-1608.551392,7217.571289,10423070,6938.290527,-213.266113,104.251236,6866.181641,10361524,7081.001953,-70.554688,142.711426,-19.006119,6922.793945,15617501,6915.920898,-235.635742,-22.369629,-165.081055,-15.333577,7126.135742,15184448,NotSpot
6006,6777.429688,-788.057922,8766.857422,15035200,6845.276367,67.84668,149.674164,6700.333496,12398349,7076.079102,298.649414,230.802734,-15.330555,6786.727539,14290700,6921.583008,144.15332,76.306641,-154.496094,-15.513664,7108.759277,15286649,NotSpot
5401,5865.972656,1485.632446,4517.856934,5318349.5,6745.234863,879.262207,234.315887,5984.788086,10634794,7077.548828,1211.576172,332.313965,-12.311603,6752.957031,14488499,6927.15625,1061.183594,181.921387,-150.392578,-15.731695,7135.21582,15291202,NotSpot
3440,5761.325684,1427.780884,5730,6884831.5,6696.461914,935.13623,267.265381,5448.45459,8244686.5,7084.98291,1323.657227,388.520996,-10.1502,6662.101074,13152657,6932.483398,1171.157715,236.021484,-152.499512,-15.978623,7146.786133,14725878,NotSpot
5778,6239.831055,375.518707,5520.428711,3461908,6726.608398,486.777344,221.463501,6649.394043,12561016,7099.727051,859.895996,373.118652,-9.226034,6627.432129,11701330,6937.251465,697.42041,210.643066,-162.475586,-16.239904,7162.248047,14837470,NotSpot
5808,6415.293457,581.476868,6813.571289,6902296,6810.939453,395.645996,150.000519,5742.818359,9649889,7121.763672,706.470215,310.824219,-9.800925,6728.393066,11796775,6941.204102,525.910645,130.264648,-180.55957,-16.494904,7193.606934,14991709,NotSpot
3390,6329.402832,1607.631104,5493.714355,12219420,6912.281738,582.878906,102.866119,6305.788086,6543086.5,7150.003418,820.600586,237.72168,-12.025019,6907.626465,12984115,6943.785645,614.382813,31.503906,-206.217773,-16.71349,7220.891602,15127442,NotSpot
8062,8085.449707,-903.613831,7215.428711,12927188,7453.938477,-631.51123,-165.283279,8326,13772143,7187.897461,-897.552246,-266.041016,-37.185532,7546.443359,16893994,6897.845703,-1187.604004,-556.092773,-290.051758,-15.292345,7282.940918,16085476,NotSpot
