@relation segment

@attribute original numeric
@attribute Gaussian_blur_1.0 numeric
@attribute Laplacian_1.0 numeric
@attribute Mean_1.0 numeric
@attribute Variance_1.0 numeric
@attribute Gaussian_blur_2.0 numeric
@attribute Difference_of_Gaussian_1.0_2.0 numeric
@attribute Laplacian_2.0 numeric
@attribute Mean_2.0 numeric
@attribute Variance_2.0 numeric
@attribute Gaussian_blur_4.0 numeric
@attribute Difference_of_Gaussian_1.0_4.0 numeric
@attribute Difference_of_Gaussian_2.0_4.0 numeric
@attribute Laplacian_4.0 numeric
@attribute Mean_4.0 numeric
@attribute Variance_4.0 numeric
@attribute Gaussian_blur_8.0 numeric
@attribute Difference_of_Gaussian_1.0_8.0 numeric
@attribute Difference_of_Gaussian_2.0_8.0 numeric
@attribute Difference_of_Gaussian_4.0_8.0 numeric
@attribute Laplacian_8.0 numeric
@attribute Mean_8.0 numeric
@attribute Variance_8.0 numeric
@attribute class {Spot,NotSpot}

@data
6876,7344.189453,-10.735443,6088.285645,14105703,7191.412109,-152.777344,0.531754,7794.63623,14820804,7230.650879,-113.538574,39.23877,-22.220884,6987.96875,12989987,7046.202148,-297.987305,-145.209961,-184.44873,-15.87196,7313.550781,14511188,NotSpot
668,6876.266113,623.600403,6940.571289,12012053,7130.468262,254.202148,77.977028,7065.939453,10815001,7222.562988,346.296875,92.094727,-21.38768,7147.299805,13120971,7044.69043,168.424316,-85.777832,-177.872559,-15.833862,7262.028809,14145518,NotSpot
7569,6472.603516,1178.804688,4914.856934,6291889,7114.075195,641.47168,113.148575,6681.90918,8875836,7219.525391,746.921875,105.450195,-20.911655,7367.622559,14583843,7044.088379,571.484863,-69.986816,-175.437012,-15.856014,7205.169922,14285545,NotSpot
4100,6681.706543,1126.53064,6657.285645,12434783,7164.111816,482.405273,57.559868,6326.54541,9491926,7220.722656,539.016113,56.61084,-20.64015,7176.054688,13350856,7043.813965,362.107422,-120.297852,-176.908691,-15.928771,7235.814453,14691587,NotSpot
5421,7331.921387,282.817627,7555.428711,7596303.5,7248.638672,-83.282715,-48.95956,7595.45459,10533011,7225.432617,-106.48877,-23.206055,-20.421257,7167.13623,13168122,7044.275391,-287.645996,-204.363281,-181.157227,-16.048065,7264.811035,14979689,NotSpot
11588,7773.705566,-674.841309,7268.428711,10358959,7306.845215,-466.860352,-123.350525,7811.121094,10681710,7233.337402,-540.368164,-73.507813,-20.012682,7216.618652,13154226,7045.255859,-728.449707,-261.589355,-188.081543,-16.209574,7297.97998,14752477,NotSpot
8173,7734.632813,-560.591919,7417,9763598,7291.368652,-443.26416,-118.14962,7840,19503954,7243.731934,-490.900879,-47.636719,-19.299999,7446.949219,13577359,7046.513672,-688.119141,-244.85498,-197.218262,-16.406111,7340.726563,15347469,NotSpot
7308,7442.979004,-424.632324,7605.285645,23512562,7202.494629,-240.484375,-39.774063,7368.54541,18770892,7256.321289,-186.657715,53.82666,-18.362198,7207.509766,12956983,7048.002441,-394.976563,-154.492188,-208.318848,-16.620178,7331.641113,15324540,NotSpot
7053,6838.081055,749.483032,5440.428711,15361061,7081.441895,243.36084,73.526489,7293.121094,16177981,7271.222656,433.141602,189.780762,-17.495869,7021.525391,13533726,7049.094727,211.013672,-32.347168,-222.12793,-16.833866,7353.604004,15545939,NotSpot
1918,6384.403809,1484.339111,6179.714355,10848041,6991.509277,607.105469,162.321167,6543.939453,10927817,7288.717773,904.313965,297.208496,-17.228855,6809.439453,14745342,7049.694824,665.291016,58.185547,-239.022949,-17.03966,7386.064453,15692044,NotSpot
7184,6613.773926,436.295929,5019.428711,11195521,6988.307617,374.533691,174.430786,6724.878906,10629011,7309.59082,695.816895,321.283203,-18.17215,6975.591309,16178075,7050.201172,436.427246,61.893555,-259.389648,-17.229374,7438.838379,15747100,NotSpot
8178,7147.639648,-925.618225,8915,5215278,7082.88623,-64.753418,108.836456,6534.030273,12243663,7335.575684,187.936035,252.689453,-21.018452,7002.544922,15552102,7050.139648,-97.5,-32.746582,-285.436035,-17.383417,7463.52832,15918875,NotSpot
9318,7274.619629,328.029816,6073.143066,11147789,7233.413086,-41.206543,20.586117,7453.939453,13006716,7365.869629,91.25,132.456543,-25.898228,7118.132324,16497788,7049.60498,-225.014648,-183.808105,-316.264648,-17.491966,7518.670898,16148022,NotSpot
3910,7324.578613,1081.039673,6976.143066,14408796,7382.762207,58.183594,-25.227255,7367.45459,11808369,7398.73877,74.160156,15.976563,-32.724464,7116.159668,17177440,7048.318848,-276.259766,-334.443359,-350.419922,-17.548563,7542.336426,16543364,NotSpot
3537,7374.667969,878.528198,6289.428711,7850624,7498.774414,124.106445,-6.863659,7770.515137,11147365,7434.111816,59.443848,-64.662598,-41.166695,7482.124512,17069052,7046.514648,-328.15332,-452.259766,-387.597168,-17.546635,7488.514648,16372749,NotSpot
4917,7488.923828,258.725952,7583.714355,17814716,7596.573242,107.649414,38.350662,7926.848633,13589559,7467.67627,-21.247559,-128.896973,-50.416088,7617.498047,18277364,7044.404297,-444.519531,-552.168945,-423.271973,-17.483583,7502.389648,16583552,NotSpot
9704,7886.134277,-1346.601807,8260.286133,22183462,7708.715332,-177.418945,57.333603,8019.333496,23046444,7496.867676,-389.266602,-211.847656,-59.574112,7753.61084,17931122,7041.897461,-844.236816,-666.817871,-454.970215,-17.363029,7513.435059,16781008,NotSpot
13123,8074.585938,-2021.862915,10699.428711,19161710,7848.94873,-225.637207,27.013315,7140.272949,17407882,7518.236328,-556.349609,-330.712402,-67.674141,7855.700195,19932154,7039.241211,-1035.344727,-809.70752,-478.995117,-17.191818,7485.405762,16498372,NotSpot
14054,7886.728027,-343.511688,8430.857422,16938194,7991.372559,104.644531,-36.440712,7577.424316,21392328,7529.635254,-357.092773,-461.737305,-73.799561,8260.727539,20234242,7036.901367,-849.82666,-954.471191,-492.733887,-16.980867,7546.745605,16597281,NotSpot
5419,7897.618652,730.501343,8600.286133,10817871,8092.978516,195.359863,-93.741386,7331.121094,20328912,7529.058105,-368.560547,-563.92041,-77.189674,8146.848145,21138760,7034.980469,-862.638184,-1057.998047,-494.077637,-16.743874,7531.138184,16517353,NotSpot
4208,7990.533691,679.34314,8740,29584856,8126.997559,136.463867,-115.378151,7852.939453,20840960,7516.305664,-474.228027,-610.691895,-77.40731,8162.719727,21234840,7033.651367,-956.882324,-1093.346191,-482.654297,-16.497665,7488.552734,16374417,NotSpot
8571,7989.07373,393.403809,8183.428711,14011728,8103.070801,113.99707,-119.537384,7556.666504,16903358,7493.614746,-495.458984,-609.456055,-74.563713,8337.700195,22398250,7033.066406,-956.007324,-1070.004395,-460.54834,-16.25869,7407.033691,16181786,NotSpot
8698,8074.852051,279.360321,7479.714355,9054453,8049.333984,-25.518066,-144.421753,8155.666504,15945292,7463.890137,-610.961914,-585.443848,-69.125793,8182.303711,18493570,7033.638672,-1041.213379,-1015.695313,-430.251465,-16.045736,7391.249512,16136027,NotSpot
10337,8156.806641,278.71875,7883,17387654,7973.247559,-183.559082,-184.587006,7866.818359,12788059,7431.518066,-725.288574,-541.729492,-61.941879,7953.187012,17282896,7035.644531,-1121.162109,-937.603027,-395.873535,-15.875762,7434.333496,16013789,NotSpot
5478,8089.77002,835.723877,7222,16819424,7869.833984,-219.936035,-205.033997,8311.030273,14886090,7400.414551,-689.355469,-469.419434,-54.060036,7810.089355,16252528,7039.030273,-1050.739746,-830.803711,-361.384277,-15.766159,7431.253418,15926176,NotSpot
8773,8466.277344,-1206.119141,9477.713867,10796110,7745.43457,-720.842773,-192.482056,8741.576172,11723648,7374.722656,-1091.554688,-370.711914,-46.575855,7720.723633,16015212,7043.717285,-1422.560059,-701.717285,-331.005371,-15.715175,7370.962891,15624480,NotSpot
2804,7615.726563,1200.479614,7270.714355,17083792,7766.022461,150.295898,-83.703018,7371.605957,21859334,7472.134766,-143.591797,-293.887695,-48.846947,7647.225586,17818178,7080.584961,-535.141602,-685.4375,-391.549805,-17.921534,7519.516602,16194636,NotSpot
8634,6972.508301,1306.313965,6378.285645,12356147,7639.055176,666.546875,29.797243,6944.09082,19261138,7434.439941,461.931641,-204.615234,-45.346249,7826.852051,18602414,7073.300781,100.79248,-565.754395,-361.13916,-17.564939,7424.160156,15666986,NotSpot
5666,6606.083984,1716.448486,5382.428711,7587158.5,7537.055176,930.971191,80.337433,6160.242188,16539296,7396.230469,790.146484,-140.824707,-41.601154,7828.050781,17037684,7066.479492,460.395508,-470.575684,-329.750977,-17.224819,7341.213379,15748340,NotSpot
3541,6691.859375,2283.860107,5007.285645,8040179.5,7488.46582,796.606445,39.773525,6785.757813,14438651,7358.67334,666.813965,-129.79248,-37.802975,7718.268555,16244171,7060.179199,368.319824,-428.286621,-298.494141,-16.905434,7297.562012,15622263,NotSpot
9453,7364.365234,269.170166,7662.856934,15171781,7465.38623,101.020996,-32.696819,7462.303223,17777916,7324.020508,-40.344727,-141.365723,-34.165749,7554.812988,15167223,7054.648926,-309.716309,-410.737305,-269.371582,-16.624275,7326.677734,15408875,NotSpot
5068,7581.722168,-258.684875,8521.571289,2735406.5,7424.32959,-157.392578,-65.759476,7528.121094,12754002,7294.436523,-287.285645,-129.893066,-30.836222,7562.657715,15860738,7049.830566,-531.891602,-374.499023,-244.605957,-16.389244,7308.552246,15081084,NotSpot
7759,7168.084473,980.823364,5484.856934,5183991,7343.058594,174.974121,-34.956726,7521.211914,12774801,7269.591309,101.506836,-73.467285,-27.821009,7387.661621,14495970,7046.194824,-121.889648,-296.86377,-223.396484,-16.210358,7310.79834,14851479,NotSpot
7186,6804.837402,1096.005493,5902.856934,3828661.25,7233.772949,428.935547,43.404221,6687.211914,15566270,7250.383789,445.546387,16.61084,-25.207079,7435.194336,14824609,7043.35498,238.517578,-190.417969,-207.028809,-16.088432,7288.78125,14447221,NotSpot
4831,6468.73877,1088.811523,6251.285645,12177835,7133.838867,665.100098,123.438843,6130.666504,9669078,7237.750977,769.012207,103.912109,-23.157925,7222.883301,14063999,7041.382324,572.643555,-92.456543,-196.368652,-16.024979,7272.258789,14339665,NotSpot
3986,6343.088379,1491.767334,5272,3222034.75,7089.82666,746.738281,143.485168,6821.848633,10321075,7231.400879,888.3125,141.574219,-21.803072,7191.790039,13984909,7040.364746,697.276367,-49.461914,-191.036133,-16.022224,7247.225098,14688106,NotSpot
4896,6927.662598,277.803009,6975.856934,8085996.5,7122.12793,194.465332,77.042953,6723.54541,12116482,7230.581543,302.918945,108.453613,-21.124296,6995.050781,12824935,7039.739258,112.07666,-82.388672,-190.842285,-16.070894,7270.05127,14905793,NotSpot
10608,7652.76709,-1007.464966,6531.428711,10618316,7199.161133,-453.605957,-23.393639,7738.333496,13014194,7234.689941,-418.077148,35.528809,-21.061863,7120.544922,13694284,7039.961914,-612.805176,-159.199219,-194.728027,-16.168114,7299.327637,15080748,NotSpot
5815,7781.603027,-897.54126,8892.713867,13700340,7265.272461,-516.330566,-82.45623,7902.211914,14507991,7242.987305,-538.615723,-22.285156,-21.276718,7163.743164,12877300,7040.76416,-740.838867,-224.508301,-202.223145,-16.308256,7317.210938,15087410,NotSpot
3225,7440.320313,205.471741,7296.285645,15060347,7275.746094,-164.574219,-70.304108,7724.575684,14607671,7254.228027,-186.092285,-21.518066,-21.434954,7304.436035,13013967,7041.949707,-398.370605,-233.796387,-212.27832,-16.485369,7372.602539,15527781,NotSpot
7298,7222.990723,-50.612,7146.143066,11238286,7224.341797,1.351074,-5.130634,7068.788086,15378809,7267.224121,44.233398,42.882324,-21.293388,7222.194336,13781449,7043.425781,-179.564941,-180.916016,-223.79834,-16.68133,7377.132813,15388338,NotSpot
12825,7133.129395,-853.731934,8562.428711,9022398,7136.836914,3.70752,80.540382,6470.060547,12604450,7281.792969,148.663574,144.956055,-20.888763,7250.665527,14537094,7044.591309,-88.538086,-92.245605,-237.20166,-16.87892,7333.29248,15386455,NotSpot
10487,7067.434082,-1133.47937,8198.713867,12159392,7059.710938,-7.723145,150.532333,6867.121094,14694251,7297.806641,230.372559,238.095703,-20.591402,6841.630371,14590951,7045.347168,-22.086914,-14.36377,-252.459473,-17.070751,7338.851074,15505165,NotSpot
9323,7046.813477,-1193.139771,8881.286133,5604867.5,7042.305176,-4.508301,172.055237,6548.696777,8627535,7316.327637,269.51416,274.022461,-21.032755,7046.513672,16370839,7046.124512,-0.688965,3.819336,-270.203125,-17.250654,7392.009766,15458785,NotSpot
11758,6975.902344,-565.102417,6918.714355,9143623,7108.124023,132.22168,133.226196,6904.333496,10037392,7339.331055,363.428711,231.207031,-23.061457,7030.77832,14668955,7046.415039,70.512695,-61.708984,-292.916016,-17.398108,7410.020996,15524594,NotSpot
4013,6917.349121,1018.884766,6521.856934,14983813,7237.914551,320.56543,57.837803,7013.54541,10515977,7366.875,449.525879,128.960449,-27.065556,7240.303711,14962250,7046.336914,128.987793,-191.577637,-320.538086,-17.504404,7496.899902,16123307,NotSpot
3179,7178.688477,974.307617,7188.143066,17885604,7389.436523,210.748047,-5.831371,7296.878906,13651357,7397.57959,218.891113,8.143066,-33.170704,7385.470703,15448705,7045.576172,-133.112305,-343.860352,-352.003418,-17.563244,7534.908203,16564808,NotSpot
8980,7363.914063,803.058228,6260.428711,4935467.5,7530.445313,166.53125,-27.411362,7403,13903697,7431.90918,67.995117,-98.536133,-41.17379,7652.669434,17446294,7044.402832,-319.51123,-486.04248,-387.506348,-17.568459,7506.274414,16643866,NotSpot
7158,7697.115234,-57.756927,7745.571289,17422496,7664.003906,-33.111328,-26.556986,7385.575684,16699642,7465.626465,-231.48877,-198.377441,-50.280857,7625.151855,17289542,7042.968262,-654.146973,-621.035645,-422.658203,-17.516655,7484.702148,16690899,NotSpot
15620,8448.237305,-2934.113281,11067.428711,17765356,7805.654785,-642.58252,-38.923584,7796.303223,16068316,7496.149414,-952.087891,-309.505371,-59.53043,8000.86377,19184820,7041.178223,-1407.059082,-764.476563,-454.971191,-17.411671,7582.312012,17197470,NotSpot
17683,8522.65918,-2677.588623,10874.286133,26193886,7955.097168,-567.562012,-74.415123,7851.727051,16470107,7519.517578,-1003.141602,-435.57959,-67.811577,8052.96875,19647582,7039.262695,-1483.396484,-915.834473,-480.254883,-17.259558,7541.821777,17057102,NotSpot
3939,7952.947754,835.773621,8600.571289,44055800,8084.549316,131.601563,-119.989815,8556.636719,26082492,7533.386719,-419.561035,-551.162598,-74.112228,8259.960938,19891122,7037.685059,-915.262695,-1046.864258,-495.70166,-17.070751,7540.916992,16616065,NotSpot
10326,8050.8125,924.372742,7653.285645,35961544,8161.279297,110.466797,-157.623474,7905.272949,27491392,7535.235352,-515.577148,-626.043945,-77.59259,8258.058594,18906838,7036.5,-1014.3125,-1124.779297,-498.735352,-16.857105,7520.626953,16393185,NotSpot
19578,8600.674805,-1094.2771,8468,30924808,8170.364746,-430.310059,-173.40567,8265.393555,20649930,7524.662598,-1076.012207,-645.702148,-77.803917,8064.314941,19527390,7035.88623,-1564.788574,-1134.478516,-488.776367,-16.634954,7482.253906,16274144,NotSpot
8715,8875.9375,-1653.21167,10260.286133,17802638,8124.02832,-751.90918,-174.994843,9077.757813,17975480,7503.8125,-1372.125,-620.21582,-74.890396,8204.521484,19554644,7035.936523,-1840.000977,-1088.091797,-467.875977,-16.418497,7468.959961,16400794,NotSpot
7027,8920.611328,-1692.172119,9950.571289,4409917.5,8047.762207,-872.849121,-182.06929,9518.90918,18576842,7475.541016,-1445.070313,-572.221191,-69.352814,7932.537109,17952138,7037.078613,-1883.532715,-1010.683594,-438.462402,-16.225519,7422.758301,16293990,NotSpot
9559,8701.25,-1291.786865,8526.857422,14190737,7949.544434,-751.705566,-190.765076,8870.697266,20014284,7444.150879,-1257.099121,-505.393555,-62.081615,7904.614746,15988863,7039.537598,-1661.712402,-910.006836,-404.613281,-16.071751,7438.017578,15910222,NotSpot
3283,8186.075195,514.903992,7283.143066,8092692.5,7832.26123,-353.813965,-186.131516,8694.121094,17446678,7413.641113,-772.434082,-418.620117,-54.171593,7725.198242,15585219,7043.270996,-1142.804199,-788.990234,-370.370117,-15.973939,7437.373535,15790196,NotSpot
5626,8137.516113,332.331024,6964.714355,6005995.5,7707.214355,-430.301758,-168.325058,8513.576172,14213601,7388.179199,-749.336914,-319.035156,-46.752605,7635.618652,15234676,7048.158691,-1089.357422,-659.055664,-340.020508,-15.929322,7429.95459,16060478,NotSpot
4174,6847.537109,3031.713623,3955.428467,6082311,7825.572266,978.035156,-6.07402,7198.242188,20429554,7483.277832,635.740723,-342.294434,-54.418571,7977.144043,19592614,7072.849121,225.312012,-752.723145,-410.428711,-17.876741,7431.814453,16041724,NotSpot
2710,6783.983887,2138.10498,6519.143066,18583602,7725.783691,941.799805,29.0532,6273.121094,13621306,7441.234863,657.250977,-284.548828,-50.029335,8113.992188,18494302,7065.572754,281.588867,-660.210938,-375.662109,-17.526779,7386.045898,15897558,NotSpot
7057,7203.499512,1302.921143,5657.143066,10672231,7681.371094,477.871582,-26.660393,7467.54541,19430530,7399.124023,195.624512,-282.24707,-45.440529,7946.179199,17207140,7058.810059,-144.689453,-622.561035,-340.313965,-17.194288,7282.647461,15361167,NotSpot
6127,7923.315918,-704.709106,9296.428711,39323708,7654.765625,-268.550293,-100.902298,7292.394043,16814024,7359.700195,-563.615723,-295.06543,-40.956116,7625.548828,15621363,7052.813965,-870.501953,-601.95166,-306.88623,-16.897734,7302.836426,15382450,NotSpot
9790,8024.416016,-854.804443,8277.142578,6087377,7600.400391,-424.015625,-122.326332,8114.151367,14528888,7325.302246,-699.11377,-275.098145,-36.696877,7719.92627,16525803,7047.538086,-976.87793,-552.862305,-277.76416,-16.645164,7307.493652,15148725,NotSpot
8364,7508.81543,355.360626,7241.143066,5900644,7500.70459,-8.11084,-78.846573,7100.666504,7772855.5,7295.871094,-212.944336,-204.833496,-32.690559,7531.416504,15903184,7043.463379,-465.352051,-457.241211,-252.407715,-16.447456,7232.938965,14629268,NotSpot
6215,7150.650879,210.146118,8190.571289,8813384,7374.023438,223.372559,-2.965477,7159.333496,7579678,7272.651367,122.000488,-101.37207,-29.070244,7409.735352,14173962,7040.234375,-110.416504,-333.789063,-232.416992,-16.306986,7249.817871,14610830,NotSpot
10786,6912.751953,-78.242203,7192,7033671.5,7253.919434,341.16748,63.482098,6325.242188,9536399,7256.844238,344.092285,2.924805,-26.126495,7447.089355,14446731,7037.907715,125.155762,-216.011719,-218.936523,-16.224049,7254.241699,14363219,NotSpot
8001,6814.810547,464.147491,6900,13369872,7177.388672,362.578125,84.908669,6831.121094,7641278.5,7248.408203,433.597656,71.019531,-24.15844,7277.432129,14265781,7036.575195,221.764648,-140.813477,-211.833008,-16.201756,7277.530273,14632778,NotSpot
10612,7350.298828,-1168.847656,8365.142578,8748302,7164.741211,-185.557617,52.373642,7020.151367,11535279,7246.660645,-103.638184,81.919434,-23.296329,7218.86377,13058215,7035.696777,-314.602051,-129.044434,-210.963867,-16.231058,7301.012695,14822563,NotSpot
10914,7761.008301,-2017.189209,10189.571289,14185892,7203.045898,-557.962402,1.429207,7454.969727,13751175,7251.083008,-509.925293,48.037109,-23.576019,7245.696289,13229289,7035.773438,-725.234863,-167.272461,-215.30957,-16.310038,7313.769531,14696153,NotSpot
8325,7433.387695,-55.146286,6618.856934,8374351.5,7259.652832,-173.734863,-25.928692,7652.242188,13098391,7260.552246,-172.835449,0.899414,-24.585922,7219.035156,14041338,7036.481445,-396.90625,-223.171387,-224.070801,-16.431787,7310.664551,14919943,NotSpot
2854,6911.842285,1888.768799,5288,8868416,7297.150879,385.308594,-15.103302,7236.09082,10851772,7273.227051,361.384766,-23.923828,-25.767183,7295.96875,13729606,7037.660645,125.818359,-259.490234,-235.566406,-16.591398,7324.618164,14944426,NotSpot
3288,6616.452637,2294.543457,5146.285645,4325096.5,7293.43457,676.981934,25.77758,7134.818359,11226595,7286.969238,670.516602,-6.465332,-26.53701,7346.039063,15224726,7039.18457,422.731934,-254.25,-247.784668,-16.770315,7353.506836,15134286,NotSpot
4295,6633.445313,1387.748535,5674.428711,16183140,7248.8125,615.367188,82.281555,6460.939453,8036807,7301.251953,667.806641,52.439453,-26.647043,7364.758789,14864947,7040.48584,407.040527,-208.32666,-260.766113,-16.952412,7281.618164,14832608,NotSpot
8617,6851.740234,48.329773,6572.856934,5746424,7189.731445,337.991211,134.33255,6767.151367,8451626,7315.466309,463.726074,125.734863,-26.268715,7341.458984,15354240,7041.446289,189.706055,-148.285156,-274.02002,-17.130125,7331.351074,15159948,NotSpot
4832,6853.556152,71.751389,6586,3504870,7160.275879,306.719727,157.971542,6956.424316,5741564.5,7330.943359,477.387207,170.66748,-26.033218,7157.544922,15767281,7042.538086,188.981934,-117.737793,-288.405273,-17.299334,7395.165527,15259196,NotSpot
5134,6749.147461,625.177734,6896.285645,7659414,7196.670898,447.523438,131.174667,7076.727051,9461734,7349.825195,600.677734,153.154297,-26.91868,7179.898926,15941841,7043.219238,294.071777,-153.45166,-306.605957,-17.438835,7411.923828,15655390,NotSpot
8463,7062.202637,207.411987,7523.143066,16029400,7301.081055,238.878418,55.169853,6490.757813,10856379,7373.15918,310.956543,72.078125,-29.611305,7396.80957,16202576,7043.640137,-18.5625,-257.440918,-329.519043,-17.541365,7459.158203,15957652,NotSpot
15164,7661.160645,-851.648743,7150.856934,14960541,7444.358887,-216.801758,-29.116871,7861.030273,17946586,7400.010742,-261.149902,-44.348145,-34.47794,7591.443359,14940638,7043.44043,-617.720215,-400.918457,-356.570313,-17.600727,7507.007324,16398103,NotSpot
5646,7686.047363,314.328552,8199.857422,15868167,7593.181641,-92.865723,-76.611862,7515,12348282,7431.422363,-254.625,-161.759277,-41.48315,7482.120605,14753238,7042.929199,-643.118164,-550.252441,-388.493164,-17.611252,7501.358887,16731414,NotSpot
5099,7576.831543,1471.389648,5631.428711,7563968.5,7741.073242,164.241699,-93.026573,8101.181641,13025258,7463.422852,-113.408691,-277.650391,-49.899307,7761.035156,15709915,7042.208008,-534.623535,-698.865234,-421.214844,-17.569044,7477.303223,16517740,NotSpot
6127,8023.21875,-113.412231,8335,15238306,7894.296875,-128.921875,-115.123383,8257.515625,13722736,7493.442383,-529.776367,-400.854492,-58.721718,8121.735352,17670648,7041.169434,-982.049316,-853.127441,-452.272949,-17.478054,7518.976074,16767035,NotSpot
5101,8167.091797,145.293549,8080,24452110,8044.696777,-122.39502,-156.10968,8148.030273,16909926,7517.128906,-649.962891,-527.567871,-66.714058,8176.023438,17790644,7040.030273,-1127.061523,-1004.666504,-477.098633,-17.343681,7561.261719,16857774,NotSpot
12065,8130.072754,1029.862793,6642.571289,15397900,8159.672363,29.599609,-197.821823,8340.727539,30233172,7531.934082,-598.138672,-627.738281,-72.758057,8364.311523,18617118,7039.246582,-1090.826172,-1120.425781,-492.6875,-17.175838,7549.850586,16660333,NotSpot
8234,8525.461914,-287.023376,8750.286133,20717000,8206.367188,-319.094727,-217.718399,8038.272949,32664364,7534.880859,-990.581055,-671.486328,-75.934761,8293.019531,17628870,7038.830078,-1486.631836,-1167.537109,-496.050781,-16.984686,7566.817383,16971074,NotSpot
5204,8778.432617,-912.160583,10175.142578,48080136,8175.463867,-602.96875,-207.167435,8993.545898,29997272,7525.425781,-1253.006836,-650.038086,-75.789192,8226.15918,17686284,7038.965332,-1739.467285,-1136.498535,-486.460449,-16.785944,7492.250977,16521878,NotSpot
10307,8829.983398,-1383.505127,9280.428711,10364500,8085.068848,-744.914551,-179.074371,8530.788086,15850760,7505.60791,-1324.375488,-579.460938,-72.508911,7860.213867,17285318,7039.686523,-1790.296875,-1045.382324,-465.921387,-16.591635,7514.307617,16393655,NotSpot
13312,8830.079102,-2007.589355,9308,5265530.5,7963.695801,-866.383301,-151.82135,8750.90918,11529956,7478.255371,-1351.82373,-485.44043,-66.647842,7835.466797,16685693,7041.428711,-1788.650391,-922.26709,-436.82666,-16.418499,7438.630859,15971688,NotSpot
6380,8605.28418,-1910.577271,10680.286133,25466430,7823.144043,-782.140137,-122.396553,8421.09082,18356386,7447.661133,-1157.623047,-375.48291,-59.172768,7778.567871,15109517,7044.370117,-1560.914063,-778.773926,-403.291016,-16.280998,7478.867676,16022304,NotSpot
11071,8137.683105,-1319.962646,9441.142578,21781886,7673.255859,-464.427246,-81.672699,8154.939453,20363602,7417.899902,-719.783203,-255.355957,-51.241631,7651.22168,14378835,7048.474609,-1089.208496,-624.78125,-369.425293,-16.195021,7499.364746,16176481,NotSpot
10652,7734.524414,-395.041077,7329.571289,8072214.5,7532.94043,-201.583984,-38.086555,7782.666504,13469241,7393.117188,-341.407227,-139.823242,-44.020363,7393.681152,14284145,7053.589355,-680.935059,-479.351074,-339.527832,-16.157154,7479.931641,16030548,NotSpot
3596,7146.619141,2134.345459,6247.856934,12320367,7871.961914,725.342773,-45.01593,7028.394043,22009568,7475.090332,328.471191,-396.871582,-55.573296,7961.560547,18966314,7063.68457,-82.93457,-808.277344,-411.405762,-17.787249,7400.433594,16320523,NotSpot
6079,7698.807617,641.647766,8157.714355,46928964,7843.244629,144.437012,-113.628746,7937.151367,24781856,7430.390625,-268.416992,-412.854004,-50.661484,8028.314941,16680319,7056.549805,-642.257813,-786.694824,-373.84082,-17.44791,7277.442871,15506371,NotSpot
22732,8358.113281,-1633.744385,8932.142578,38842636,7822.091797,-536.021484,-180.805206,7632.727051,15632550,7388.411621,-969.70166,-433.680176,-45.873642,8043.16748,17384928,7050.178223,-1307.935059,-771.913574,-338.233398,-17.142609,7282.503418,15329095,NotSpot
6432,8344.623047,-1098.019775,9746.857422,38320956,7771.913574,-572.709473,-196.693787,8056.242188,16825040,7351.463379,-993.159668,-420.450195,-41.265888,7886.400879,16297111,7044.541992,-1300.081055,-727.371582,-306.921387,-16.879387,7247.800293,14952577,NotSpot
10027,7949.021973,-67.636597,7833.285645,4079330.75,7682.231445,-266.790527,-166.09433,8732.878906,16758362,7319.649414,-629.372559,-362.582031,-36.851532,7706.774414,17729868,7040.127441,-908.894531,-642.104004,-279.521973,-16.669659,7211.4375,14819317,NotSpot
5659,7728.77002,-14.748947,7388.285645,3391610,7567.821289,-160.94873,-120.668579,7640.90918,10033355,7294.482422,-434.287598,-273.338867,-32.782192,7726.840332,17073002,7036.606445,-692.163574,-531.214844,-257.875977,-16.517097,7239.408203,14673642,NotSpot
9525,7594.908203,-353.158569,8182.428711,6442886,7444.894531,-150.013672,-75.289009,7755.878906,15264681,7277.311523,-317.59668,-167.583008,-29.43755,7604.67334,16883220,7034.019043,-560.88916,-410.875488,-243.29248,-16.420753,7229.793945,14436142,NotSpot
7707,7364.118164,178.998901,6294.285645,5176006,7334.790039,-29.328125,-31.159405,7047.666504,12889427,7268.289063,-95.829102,-66.500977,-27.257057,7321.494141,15201083,7032.466309,-331.651855,-302.32373,-235.822754,-16.384443,7284.499512,14553765,NotSpot
4985,7270.864258,223.760223,7624.285645,5751349,7263.180176,-7.684082,5.730789,7845.303223,16350446,7266.816895,-4.047363,3.636719,-26.508945,7350.213867,15299857,7031.421875,-239.442383,-231.758301,-235.39502,-16.399279,7340.051758,14792372,NotSpot
4765,7153.461914,524.341919,5970.714355,6553687.5,7250.641602,97.179688,25.196161,7368.272949,9787308,7272.413086,118.951172,21.771484,-27.30838,7188.314941,13510797,7031.431152,-122.030762,-219.210449,-240.981934,-16.464003,7340.28125,14720561,NotSpot
5623,7104.958496,719.550476,6637.571289,4582104,7296.841309,191.882813,20.760754,7026.515137,12079703,7283.635742,178.677246,-13.205566,-29.198254,7243.027344,14006804,7032.115234,-72.843262,-264.726074,-251.520508,-16.570562,7319.545898,14769142,NotSpot
