@relation segment

@attribute original numeric
@attribute Gaussian_blur_1.0 numeric
@attribute Laplacian_1.0 numeric
@attribute Maximum_1.0 numeric
@attribute Mean_1.0 numeric
@attribute Median_1.0 numeric
@attribute Variance_1.0 numeric
@attribute Gaussian_blur_2.0 numeric
@attribute Difference_of_Gaussian_1.0_2.0 numeric
@attribute Laplacian_2.0 numeric
@attribute Maximum_2.0 numeric
@attribute Mean_2.0 numeric
@attribute Median_2.0 numeric
@attribute Variance_2.0 numeric
@attribute class {Spots,'Not Spots'}

@data
1,0.847094,0.548611,2,0.714286,1,0.571429,1.378012,0.530918,0.12838,5,0.666667,0,1.041667,'Not Spots'
0,0.659604,0.58231,1,0.285714,0,0.238095,1.082106,0.422501,0.132935,3,0.606061,0,0.621212,'Not Spots'
0,0.666518,0.134649,2,0.571429,0,0.619048,0.85481,0.188292,0.101346,3,0.636364,0,0.676136,'Not Spots'
1,0.63075,-0.012283,2,0.571429,0,0.619048,0.690768,0.060018,0.063807,3,0.666667,0,0.854167,'Not Spots'
0,0.540895,0.081746,1,0.285714,0,0.238095,0.573776,0.032881,0.03945,3,0.575758,0,0.626894,'Not Spots'
0,0.466411,-0.00745,1,0.571429,1,0.285714,0.48981,0.023399,0.031028,3,0.454545,0,0.505682,'Not Spots'
1,0.374109,0.053396,1,0.142857,0,0.142857,0.431092,0.056983,0.032672,2,0.393939,0,0.308712,'Not Spots'
0,0.311256,0.106689,1,0.285714,0,0.238095,0.394726,0.083471,0.036149,1,0.272727,0,0.204545,'Not Spots'
0,0.293118,0.087462,1,0.285714,0,0.238095,0.379455,0.086337,0.034542,1,0.333333,0,0.229167,'Not Spots'
0,0.298711,0.134206,1,0.142857,0,0.142857,0.382406,0.083695,0.024085,2,0.393939,0,0.433712,'Not Spots'
0,0.369436,-0.018809,2,0.571429,0,0.952381,0.397887,0.028451,0.004834,2,0.272727,0,0.329545,'Not Spots'
2,0.469698,-0.154018,2,0.571429,0,0.619048,0.417146,-0.052552,-0.019707,2,0.363636,0,0.363636,'Not Spots'
0,0.593709,-0.162384,2,0.571429,0,0.619048,0.430776,-0.162932,-0.042371,4,0.606061,0,0.808712,'Not Spots'
1,0.746626,-0.682438,4,1.428571,1,1.952381,0.430153,-0.316474,-0.051901,4,0.848485,1,1.070076,'Not Spots'
2,0.673931,-0.62287,2,0.857143,1,0.809524,0.412032,-0.261899,-0.041052,4,0.606061,0,0.933712,'Not Spots'
1,0.435291,-0.062739,2,0.428571,0,0.619048,0.382264,-0.053026,-0.017165,2,0.454545,0,0.630682,'Not Spots'
0,0.299545,0.115799,2,0.428571,0,0.619048,0.351221,0.051676,0.004346,2,0.30303,0,0.405303,'Not Spots'
0,0.262231,0.114245,1,0.142857,0,0.142857,0.325217,0.062986,0.016695,2,0.30303,0,0.405303,'Not Spots'
0,0.231055,0.128393,0,0,0,0,0.304369,0.073314,0.024947,2,0.272727,0,0.329545,'Not Spots'
0,0.180724,0.149013,1,0.142857,0,0.142857,0.287688,0.106964,0.034163,2,0.212121,0,0.234848,'Not Spots'
0,0.148104,0.128705,1,0.142857,0,0.142857,0.276026,0.127923,0.042188,1,0.121212,0,0.109848,'Not Spots'
1,0.157391,0.023726,1,0.142857,0,0.142857,0.273017,0.115626,0.043856,1,0.121212,0,0.109848,'Not Spots'
0,0.148938,0.184822,1,0.142857,0,0.142857,0.278171,0.129233,0.038705,1,0.151515,0,0.132576,'Not Spots'
0,0.160034,0.277507,0,0,0,0,0.288488,0.128454,0.030582,2,0.181818,0,0.215909,'Not Spots'
0,0.22374,0.110294,1,0.142857,0,0.142857,0.300452,0.076713,0.023375,2,0.212121,0,0.234848,'Not Spots'
1,0.262025,-0.037041,1,0.285714,0,0.238095,0.311974,0.049949,0.018174,2,0.272727,0,0.267045,'Not Spots'
0,0.244516,0.136532,1,0.285714,0,0.238095,0.322782,0.078266,0.013542,1,0.212121,0,0.172348,'Not Spots'
0,0.22801,0.148526,1,0.142857,0,0.142857,0.310177,0.082167,0.041894,2,0.212121,0,0.234848,'Not Spots'
1,0.281222,-0.040143,1,0.285714,0,0.238095,0.348036,0.066813,0.048149,1,0.242424,0,0.189394,'Not Spots'
0,0.302142,0.0788,1,0.285714,0,0.238095,0.401928,0.099787,0.054352,1,0.272727,0,0.204545,'Not Spots'
0,0.333911,0.181281,1,0.285714,0,0.238095,0.478913,0.145002,0.058984,1,0.333333,0,0.229167,'Not Spots'
0,0.397479,0.361831,1,0.285714,0,0.238095,0.588988,0.191509,0.057537,1,0.30303,0,0.217803,'Not Spots'
0,0.589786,0.471476,1,0.142857,0,0.142857,0.743341,0.153555,0.047597,3,0.666667,0,0.791667,'Not Spots'
0,0.981028,-0.076595,3,1,1,1.333333,0.951943,-0.029085,0.032416,6,1.030303,1,1.592803,'Not Spots'
2,1.275202,-0.1922,2,1,1,1,1.221647,-0.053555,0.011052,6,1.30303,1,1.717803,'Not Spots'
0,1.504621,0.49348,3,1,1,1.333333,1.551838,0.047217,-0.028305,6,1.636364,1,2.426136,'Not Spots'
0,2.088173,0.091849,5,2.142857,2,3.809524,1.920937,-0.167236,-0.09122,8,2.090909,2,3.960227,'Not Spots'
5,2.761387,-1.033141,6,2.857143,3,5.142857,2.277986,-0.483401,-0.159865,8,2.787879,2,5.672348,'Not Spots'
4,2.903591,-0.724938,6,3.571429,4,4.952381,2.552733,-0.350858,-0.20609,8,2.727273,1,6.704545,'Not Spots'
1,2.547562,0.88086,8,2.285714,1,8.238095,2.678033,0.13047,-0.210896,9,2.545455,2,6.318182,'Not Spots'
1,2.173359,1.546683,2,1.142857,1,0.47619,2.613257,0.439898,-0.16503,10,1.939394,1,5.933712,'Not Spots'
2,1.830947,1.135924,7,2,1,5.333333,2.36623,0.535283,-0.073508,7,1.515152,1,3.320076,'Not Spots'
1,1.346898,1.085011,2,0.714286,1,0.571429,1.995667,0.648769,0.033499,7,1.121212,1,2.672348,'Not Spots'
1,0.941544,0.888896,1,0.714286,1,0.238095,1.587646,0.646102,0.113222,5,0.909091,1,1.647727,'Not Spots'
1,0.746522,0.448576,1,0.285714,0,0.238095,1.21749,0.470968,0.143619,4,0.727273,0,1.017045,'Not Spots'
0,0.624094,0.111654,3,0.857143,0,1.47619,0.923844,0.29975,0.134828,4,0.606061,0,0.933712,'Not Spots'
0,0.455867,0.266951,1,0.285714,0,0.238095,0.712024,0.256157,0.108317,3,0.515152,0,0.632576,'Not Spots'
0,0.386044,0.236471,1,0.142857,0,0.142857,0.569695,0.183652,0.078352,2,0.333333,0,0.291667,'Not Spots'
1,0.433777,-0.145809,2,0.571429,0,0.619048,0.477842,0.044066,0.05332,2,0.393939,0,0.308712,'Not Spots'
0,0.433351,-0.174264,1,0.571429,1,0.285714,0.419357,-0.013994,0.038873,2,0.454545,0,0.318182,'Not Spots'
1,0.410114,-0.233123,1,0.571429,1,0.285714,0.384059,-0.026055,0.034075,1,0.393939,0,0.246212,'Not Spots'
1,0.380917,-0.23324,1,0.571429,1,0.285714,0.368589,-0.012329,0.031216,2,0.393939,0,0.371212,'Not Spots'
0,0.355911,-0.055137,2,0.571429,0,0.619048,0.37134,0.015429,0.021866,2,0.30303,0,0.280303,'Not Spots'
2,0.411636,-0.183719,2,0.428571,0,0.619048,0.387751,-0.023885,0.002771,2,0.454545,0,0.505682,'Not Spots'
1,0.487894,-0.149215,2,0.714286,0,0.904762,0.408409,-0.079485,-0.02305,4,0.484848,0,0.882576,'Not Spots'
0,0.641491,-0.314915,4,0.714286,0,2.238095,0.421642,-0.219849,-0.046344,4,0.757576,0,1.064394,'Not Spots'
4,0.82364,-1.146212,4,1.714286,1,1.904762,0.417214,-0.406426,-0.053004,4,0.727273,0,1.017045,'Not Spots'
2,0.651681,-0.689459,4,1.142857,0,2.476191,0.392679,-0.259002,-0.035995,4,0.545455,0,0.943182,'Not Spots'
0,0.345891,0.111703,2,0.428571,0,0.619048,0.357129,0.011238,-0.007046,4,0.30303,0,0.717803,'Not Spots'
0,0.251867,0.147633,1,0.142857,0,0.142857,0.323812,0.071945,0.015202,2,0.30303,0,0.405303,'Not Spots'
0,0.258122,-0.003252,2,0.428571,0,0.619048,0.299823,0.041701,0.025328,2,0.212121,0,0.234848,'Not Spots'
0,0.210627,0.119416,1,0.142857,0,0.142857,0.284766,0.074138,0.030647,2,0.181818,0,0.215909,'Not Spots'
0,0.152851,0.242411,0,0,0,0,0.277025,0.124174,0.036126,1,0.121212,0,0.109848,'Not Spots'
0,0.155227,0.156372,0,0,0,0,0.276133,0.120906,0.039611,1,0.151515,0,0.132576,'Not Spots'
0,0.19594,-0.014087,1,0.428571,0,0.285714,0.284026,0.088086,0.03698,1,0.121212,0,0.109848,'Not Spots'
0,0.207253,0.147866,0,0,0,0,0.298886,0.091632,0.02797,2,0.242424,0,0.251894,'Not Spots'
0,0.263249,0.139121,1,0.142857,0,0.142857,0.317471,0.054222,0.015607,2,0.272727,0,0.329545,'Not Spots'
0,0.366343,-0.099218,2,0.428571,0,0.619048,0.336022,-0.030321,0.004472,2,0.424242,0,0.376894,'Not Spots'
1,0.393146,-0.194532,1,0.571429,1,0.285714,0.351809,-0.041337,-0.002423,2,0.333333,0,0.291667,'Not Spots'
0,0.309911,0.207133,1,0.142857,0,0.142857,0.364288,0.054377,-0.006305,1,0.242424,0,0.189394,'Not Spots'
0,0.305304,0.014431,1,0.142857,0,0.142857,0.313865,0.00856,0.032289,3,0.424242,0,0.564394,'Not Spots'
1,0.331622,-0.148458,1,0.571429,1,0.285714,0.352285,0.020664,0.038419,1,0.242424,0,0.189394,'Not Spots'
0,0.34251,-0.013571,1,0.428571,0,0.285714,0.404614,0.062104,0.045869,1,0.363636,0,0.238636,'Not Spots'
1,0.371136,0.018301,1,0.428571,0,0.285714,0.47717,0.106034,0.053317,3,0.333333,0,0.416667,'Not Spots'
1,0.406713,0.265947,1,0.285714,0,0.238095,0.579514,0.172801,0.057042,3,0.393939,0,0.433712,'Not Spots'
0,0.599662,0.250739,3,0.571429,0,1.285714,0.722969,0.123307,0.055716,3,0.636364,0,0.801136,'Not Spots'
3,0.982572,-0.479613,3,1.142857,1,1.47619,0.919453,-0.063119,0.054239,3,0.909091,1,0.897727,'Not Spots'
2,1.207938,-0.380307,3,1.714286,2,0.571429,1.181112,-0.026826,0.052054,3,1.060606,1,1.058712,'Not Spots'
1,1.375925,0.288861,2,1.142857,1,0.809524,1.516232,0.140307,0.032689,5,1.454545,1,1.630682,'Not Spots'
1,1.835467,0.166584,5,1.571429,1,3.285714,1.912338,0.076872,-0.020202,6,1.939394,2,3.183712,'Not Spots'
3,2.379214,-0.29169,5,2.714286,3,4.238095,2.320661,-0.058554,-0.098477,8,2.363636,2,4.613636,'Not Spots'
4,2.559319,0.287768,4,2.571429,3,1.619048,2.660575,0.101257,-0.171572,8,2.484848,2,4.570076,'Not Spots'
2,2.407585,1.489767,4,1.428571,1,1.619048,2.845458,0.437873,-0.205824,8,2.060606,1,4.433712,'Not Spots'
1,2.217777,1.754785,5,1.571429,1,2.619048,2.817725,0.599948,-0.178959,17,2.363636,1,11.551136,'Not Spots'
0,1.892545,1.563388,6,1.285714,0,4.904762,2.57889,0.686344,-0.094775,16,1.969697,1,9.655303,'Not Spots'
0,1.357101,1.760232,1,0.285714,0,0.238095,2.191017,0.833916,0.011463,9,1.272727,1,4.642045,'Not Spots'
0,0.978189,1.263497,2,0.571429,0,0.619048,1.747425,0.769236,0.095444,8,0.787879,0,2.359848,'Not Spots'
0,0.793529,0.560219,4,0.857143,0,2.142857,1.331799,0.53827,0.136711,4,0.727273,0,0.954545,'Not Spots'
0,0.598329,0.323896,1,0.285714,0,0.238095,0.993125,0.394796,0.141847,4,0.515152,0,0.882576,'Not Spots'
1,0.396864,0.37864,1,0.142857,0,0.142857,0.746774,0.349911,0.123475,3,0.363636,0,0.488636,'Not Spots'
0,0.332822,0.324663,1,0.285714,0,0.238095,0.585083,0.252261,0.091071,2,0.272727,0,0.267045,'Not Spots'
0,0.382947,0.130339,1,0.142857,0,0.142857,0.485885,0.102939,0.05725,2,0.424242,0,0.314394,'Not Spots'
0,0.41766,-0.048487,1,0.571429,1,0.285714,0.425122,0.007463,0.035477,2,0.484848,0,0.320076,'Not Spots'
1,0.399718,-0.170924,1,0.428571,0,0.285714,0.38727,-0.012447,0.028816,1,0.363636,0,0.238636,'Not Spots'
1,0.350448,-0.139266,1,0.571429,1,0.285714,0.36757,0.017121,0.028106,1,0.242424,0,0.189394,'Not Spots'
1,0.325285,-0.003026,1,0.285714,0,0.238095,0.365297,0.040012,0.022181,2,0.242424,0,0.251894,'Not Spots'
0,0.36459,-0.001489,2,0.571429,0,0.619048,0.376609,0.012019,0.007045,2,0.333333,0,0.416667,'Not Spots'
0,0.420752,0.049955,2,0.428571,0,0.619048,0.392203,-0.028548,-0.013776,3,0.515152,0,0.695076,'Not Spots'
0,0.555835,-0.245536,3,0.714286,0,1.571429,0.400553,-0.155281,-0.031371,4,0.515152,0,0.945076,'Not Spots'
3,0.672522,-0.813745,4,1.142857,0,2.809524,0.392636,-0.279886,-0.033617,4,0.545455,0,0.943182,'Not Spots'
0,0.479438,-0.22325,3,0.714286,0,1.571429,0.367843,-0.111595,-0.016441,4,0.515152,0,0.945076,'Not Spots'
0,0.261199,0.250943,1,0.142857,0,0.142857,0.336222,0.075023,0.007211,3,0.30303,0,0.467803,'Not Spots'
1,0.269754,-0.030416,1,0.285714,0,0.238095,0.309909,0.040155,0.02138,2,0.30303,0,0.405303,'Not Spots'
1,0.298907,-0.141433,1,0.285714,0,0.238095,0.294048,-0.004859,0.024768,2,0.30303,0,0.342803,'Not Spots'
0,0.235455,0.117377,1,0.142857,0,0.142857,0.287355,0.0519,0.025443,2,0.30303,0,0.342803,'Not Spots'
0,0.196342,0.201155,1,0.142857,0,0.142857,0.288314,0.091972,0.026238,1,0.212121,0,0.172348,'Not Spots'
0,0.224589,0.11077,1,0.142857,0,0.142857,0.29581,0.07122,0.024691,1,0.212121,0,0.172348,'Not Spots'
1,0.283814,-0.060342,1,0.285714,0,0.238095,0.310049,0.026235,0.019126,1,0.242424,0,0.189394,'Not Spots'
0,0.322021,-0.012924,1,0.285714,0,0.238095,0.328294,0.006273,0.010647,2,0.333333,0,0.291667,'Not Spots'
0,0.377663,-0.047205,2,0.428571,0,0.619048,0.348227,-0.029436,0.00061,2,0.393939,0,0.371212,'Not Spots'
0,0.455386,-0.184509,1,0.428571,0,0.285714,0.367549,-0.087837,-0.00887,2,0.484848,0,0.382576,'Not Spots'
1,0.476584,-0.261825,1,0.714286,1,0.238095,0.383956,-0.092627,-0.015359,2,0.515152,0,0.382576,'Not Spots'
0,0.390908,0.147189,1,0.142857,0,0.142857,0.396385,0.005477,-0.019028,2,0.424242,0,0.314394,'Not Spots'
0,0.303053,-0.032211,1,0.142857,0,0.142857,0.312357,0.009304,0.030981,3,0.333333,0,0.479167,'Not Spots'
1,0.305288,-0.05171,1,0.428571,0,0.285714,0.351741,0.046453,0.035299,1,0.272727,0,0.204545,'Not Spots'
0,0.316025,0.078141,1,0.285714,0,0.238095,0.403768,0.087743,0.040429,1,0.30303,0,0.217803,'Not Spots'
1,0.368573,0.028427,1,0.428571,0,0.285714,0.472937,0.104364,0.045943,2,0.333333,0,0.354167,'Not Spots'
0,0.434736,0.162873,1,0.428571,0,0.285714,0.566831,0.132096,0.050225,2,0.363636,0,0.363636,'Not Spots'
0,0.605255,0.159479,1,0.285714,0,0.238095,0.695153,0.089897,0.054995,3,0.69697,0,0.780303,'Not Spots'
0,0.87588,-0.21107,3,1.285714,1,1.904762,0.870381,-0.005499,0.067087,3,0.848485,1,1.007576,'Not Spots'
1,1.041578,-0.071348,2,0.714286,0,0.904762,1.109044,0.067466,0.085113,4,1.121212,1,1.297348,'Not Spots'
2,1.216509,0.130392,2,0.857143,1,0.47619,1.427411,0.210902,0.088498,5,1.181818,1,1.528409,'Not Spots'
0,1.501639,0.477128,3,1.285714,1,1.238095,1.821919,0.320281,0.052849,5,1.515152,1,2.195076,'Not Spots'
1,1.845499,0.812762,4,1.285714,1,2.571429,2.24836,0.402862,-0.022391,5,1.727273,1,2.517045,'Not Spots'
1,2.105236,1.237552,4,1.714286,1,1.904762,2.621603,0.516367,-0.106809,8,1.939394,1,3.371212,'Not Spots'
0,2.171503,1.834305,4,1.571429,1,1.619048,2.843516,0.672013,-0.156579,15,2.090909,1,7.772727,'Not Spots'
1,2.115604,1.669407,6,1.571429,1,4.952381,2.84643,0.730826,-0.141449,13,1.757576,1,6.626894,'Not Spots'
6,1.888544,0.959704,6,1.857143,1,5.476191,2.62826,0.739716,-0.067776,9,1.454545,1,4.193182,'Not Spots'
0,1.397243,1.238691,6,1.428571,1,4.619048,2.251269,0.854027,0.024914,6,1.060606,1,2.183712,'Not Spots'
2,0.981979,1.247845,2,0.428571,0,0.619048,1.809005,0.827026,0.095416,6,0.909091,0,2.085227,'Not Spots'
0,0.755296,0.891332,2,0.285714,0,0.571429,1.385919,0.630622,0.129048,4,0.727273,0,1.017045,'Not Spots'
0,0.587411,0.550154,1,0.428571,0,0.285714,1.035098,0.447687,0.132227,4,0.606061,0,0.746212,'Not Spots'
0,0.445877,0.423967,1,0.142857,0,0.142857,0.777755,0.331878,0.112999,2,0.454545,0,0.318182,'Not Spots'
0,0.3965,0.336381,1,0.142857,0,0.142857,0.609343,0.212843,0.078852,2,0.363636,0,0.301136,'Not Spots'
0,0.408124,0.244773,1,0.285714,0,0.238095,0.506564,0.098441,0.044165,2,0.454545,0,0.380682,'Not Spots'
1,0.411889,0.05881,1,0.285714,0,0.238095,0.442537,0.030648,0.024121,3,0.393939,0,0.433712,'Not Spots'
0,0.347462,0.087537,1,0.428571,0,0.285714,0.39992,0.052458,0.021365,3,0.363636,0,0.426136,'Not Spots'
0,0.267194,0.243884,1,0.142857,0,0.142857,0.373894,0.106701,0.024912,1,0.272727,0,0.204545,'Not Spots'
0,0.285592,0.137599,1,0.285714,0,0.238095,0.364363,0.078771,0.022937,2,0.242424,0,0.251894,'Not Spots'
1,0.360152,-0.103449,2,0.428571,0,0.619048,0.367722,0.00757,0.012905,2,0.363636,0,0.426136,'Not Spots'
0,0.366772,0.039265,1,0.285714,0,0.238095,0.375133,0.008361,-0.000166,2,0.393939,0,0.433712,'Not Spots'
0,0.385411,0.099328,1,0.142857,0,0.142857,0.376787,-0.008623,-0.009047,3,0.424242,0,0.564394,'Not Spots'
0,0.412728,-0.088083,3,0.571429,0,1.285714,0.366715,-0.046013,-0.006676,4,0.515152,0,0.882576,'Not Spots'
0,0.300248,0.134566,1,0.142857,0,0.142857,0.346572,0.046324,0.006635,3,0.333333,0,0.479167,'Not Spots'
0,0.213908,0.248969,0,0,0,0,0.325365,0.111457,0.019378,1,0.151515,0,0.132576,'Not Spots'
0,0.284002,-0.059913,1,0.428571,0,0.285714,0.311258,0.027256,0.021987,2,0.212121,0,0.234848,'Not Spots'
0,0.322709,-0.12,2,0.571429,0,0.619048,0.305859,-0.01685,0.018019,2,0.30303,0,0.342803,'Not Spots'
0,0.266854,0.156753,0,0,0,0,0.307055,0.040201,0.014744,2,0.242424,0,0.251894,'Not Spots'
0,0.258442,0.16984,1,0.142857,0,0.142857,0.313993,0.05555,0.011987,2,0.242424,0,0.251894,'Not Spots'
0,0.299147,0.10152,1,0.142857,0,0.142857,0.325506,0.026359,0.007153,2,0.363636,0,0.363636,'Not Spots'
0,0.347247,0.022743,1,0.428571,0,0.285714,0.340417,-0.00683,0.001618,2,0.363636,0,0.301136,'Not Spots'
1,0.390624,-0.117209,1,0.428571,0,0.285714,0.355772,-0.034851,-0.002027,2,0.424242,0,0.314394,'Not Spots'
1,0.406371,-0.136099,1,0.571429,1,0.285714,0.371129,-0.035242,-0.005013,2,0.363636,0,0.301136,'Not Spots'
1,0.433537,-0.156744,1,0.428571,0,0.285714,0.386625,-0.046913,-0.009627,2,0.424242,0,0.376894,'Not Spots'
1,0.471428,-0.26609,2,0.857143,1,0.47619,0.400881,-0.070547,-0.015306,2,0.424242,0,0.376894,'Not Spots'
0,0.453908,-0.052197,2,0.571429,0,0.619048,0.412022,-0.041886,-0.020224,2,0.515152,0,0.507576,'Not Spots'
0,0.236354,0.071753,1,0.285714,0,0.238095,0.308483,0.072129,0.033246,3,0.242424,0,0.376894,'Not Spots'
0,0.238369,0.171376,1,0.142857,0,0.142857,0.348997,0.110628,0.033993,1,0.212121,0,0.172348,'Not Spots'
0,0.258009,0.275443,1,0.142857,0,0.142857,0.401914,0.143905,0.033752,2,0.272727,0,0.267045,'Not Spots'
0,0.309753,0.323847,1,0.142857,0,0.142857,0.469227,0.159474,0.033376,2,0.272727,0,0.267045,'Not Spots'
0,0.427127,0.244059,2,0.428571,0,0.619048,0.555292,0.128165,0.034039,2,0.393939,0,0.308712,'Not Spots'
1,0.613554,0.081455,1,0.428571,0,0.285714,0.666489,0.052934,0.041945,3,0.636364,0,0.801136,'Not Spots'
0,0.771754,0.048497,1,0.428571,0,0.285714,0.814376,0.042622,0.065992,3,0.878788,1,1.047348,'Not Spots'
0,0.85969,0.144041,3,0.714286,0,1.238095,1.018732,0.159042,0.102061,4,0.969697,1,1.280303,'Not Spots'
1,1.013468,0.103971,4,1.285714,1,2.238095,1.302259,0.288791,0.12495,4,0.848485,0,1.195076,'Not Spots'
0,1.222598,0.622281,1,0.428571,0,0.285714,1.668519,0.445921,0.106226,4,1.393939,1,1.558712,'Not Spots'
0,1.512042,1.089816,3,1.142857,1,1.142857,2.078519,0.566477,0.041917,4,1.484848,1,1.507576,'Not Spots'
2,1.820802,1.328344,2,0.857143,1,0.809524,2.448322,0.627519,-0.037473,12,1.878788,1,5.297348,'Not Spots'
1,1.928871,1.723371,4,1.142857,1,2.142857,2.678004,0.749133,-0.084725,16,1.909091,1,8.085227,'Not Spots'
0,1.795864,1.858568,2,0.857143,1,0.809524,2.698315,0.902451,-0.069867,10,1.727273,1,4.642045,'Not Spots'
2,1.552472,1.262258,6,1.428571,1,4.619048,2.506212,0.95374,-0.004643,6,1.242424,1,2.751894,'Not Spots'
0,1.191039,1.187572,3,1,0,1.666667,2.160788,0.969748,0.070029,6,1,0,2.375,'Not Spots'
0,0.856802,1.308892,2,0.428571,0,0.619048,1.749949,0.893147,0.119475,5,0.787879,0,1.359848,'Not Spots'
0,0.680654,0.999879,1,0.285714,0,0.238095,1.353163,0.67251,0.13565,4,0.575758,0,0.751894,'Not Spots'
1,0.60884,0.421855,1,0.428571,0,0.285714,1.0222,0.413359,0.126321,1,0.424242,0,0.251894,'Not Spots'
0,0.549243,0.165091,1,0.571429,1,0.285714,0.779354,0.230111,0.098773,2,0.575758,1,0.314394,'Not Spots'
0,0.514579,0.095879,2,0.428571,0,0.619048,0.6209,0.106321,0.060689,2,0.545455,0,0.380682,'Not Spots'
0,0.49529,0.092215,1,0.428571,0,0.285714,0.523677,0.028387,0.026133,3,0.484848,0,0.507576,'Not Spots'
1,0.479126,-0.041887,1,0.428571,0,0.285714,0.461009,-0.018117,0.008657,3,0.454545,0,0.443182,'Not Spots'
0,0.409013,-0.045491,3,0.714286,0,1.238095,0.416144,0.00713,0.009452,3,0.333333,0,0.416667,'Not Spots'
0,0.290866,0.27661,0,0,0,0,0.385198,0.094332,0.016619,3,0.363636,0,0.488636,'Not Spots'
0,0.303137,0.134225,2,0.285714,0,0.571429,0.36915,0.066013,0.018083,2,0.333333,0,0.354167,'Not Spots'
2,0.401179,-0.372157,2,0.857143,1,0.47619,0.36509,-0.036089,0.012304,2,0.242424,0,0.251894,'Not Spots'
1,0.367471,-0.1312,2,0.571429,0,0.619048,0.365168,-0.002303,0.005598,2,0.242424,0,0.251894,'Not Spots'
0,0.301407,0.222906,1,0.142857,0,0.142857,0.361729,0.060322,0.003882,2,0.30303,0,0.280303,'Not Spots'
0,0.285978,0.158224,1,0.285714,0,0.238095,0.352005,0.066027,0.009332,3,0.333333,0,0.416667,'Not Spots'
0,0.235994,0.193203,1,0.142857,0,0.142857,0.339386,0.103393,0.01771,1,0.212121,0,0.172348,'Not Spots'
0,0.22974,0.198996,1,0.142857,0,0.142857,0.330633,0.100893,0.019923,1,0.212121,0,0.172348,'Not Spots'
1,0.329484,-0.083012,1,0.285714,0,0.238095,0.328932,-0.000552,0.013118,2,0.333333,0,0.354167,'Not Spots'
1,0.386416,-0.198533,2,0.571429,0,0.619048,0.332175,-0.054241,0.004758,2,0.333333,0,0.354167,'Not Spots'
0,0.33736,0.066975,1,0.285714,0,0.238095,0.337716,0.000355,0.000654,2,0.424242,0,0.439394,'Not Spots'
0,0.317237,0.154214,1,0.142857,0,0.142857,0.345715,0.028477,-0.002097,2,0.333333,0,0.291667,'Not Spots'
0,0.348781,0.111567,2,0.285714,0,0.571429,0.355722,0.006941,-0.00643,2,0.333333,0,0.291667,'Not Spots'
0,0.374933,0.109566,1,0.142857,0,0.142857,0.366269,-0.008664,-0.009054,2,0.454545,0,0.380682,'Not Spots'
0,0.375912,0.05743,1,0.428571,0,0.285714,0.375173,-0.000739,-0.006943,2,0.363636,0,0.301136,'Not Spots'
0,0.341018,0.141274,1,0.142857,0,0.142857,0.383952,0.042934,-0.00378,2,0.333333,0,0.354167,'Not Spots'
0,0.347534,0.103314,2,0.428571,0,0.619048,0.394356,0.046823,-0.004714,2,0.333333,0,0.354167,'Not Spots'
2,0.411328,-0.116329,2,0.428571,0,0.619048,0.405139,-0.006188,-0.009499,2,0.272727,0,0.267045,'Not Spots'
0,0.457797,-0.064701,2,0.428571,0,0.619048,0.413593,-0.044204,-0.014306,3,0.484848,0,0.632576,'Not Spots'
0,0.234334,0.117626,0,0,0,0,0.307938,0.073604,0.029184,2,0.242424,0,0.251894,'Not Spots'
0,0.276514,0.094927,1,0.285714,0,0.238095,0.348637,0.072123,0.026326,2,0.30303,0,0.342803,'Not Spots'
1,0.336538,0.034003,2,0.428571,0,0.619048,0.402134,0.065596,0.020118,2,0.212121,0,0.234848,'Not Spots'
0,0.366783,0.323314,1,0.142857,0,0.142857,0.468067,0.101284,0.012267,2,0.424242,0,0.439394,'Not Spots'
0,0.494492,0.28611,1,0.285714,0,0.238095,0.547029,0.052537,0.006819,3,0.515152,0,0.570076,'Not Spots'
1,0.719007,-0.165673,1,0.571429,1,0.285714,0.64089,-0.078117,0.015181,3,0.727273,0,0.829545,'Not Spots'
0,0.799263,-0.198024,3,1.142857,1,1.47619,0.758802,-0.040461,0.048623,3,0.757576,0,0.939394,'Not Spots'
0,0.711256,0.360692,1,0.142857,0,0.142857,0.922117,0.210861,0.099505,4,0.848485,1,1.132576,'Not Spots'
0,0.756045,0.564094,1,0.285714,0,0.238095,1.157698,0.401652,0.138243,4,0.727273,0,1.017045,'Not Spots'
0,0.996014,0.568473,2,0.857143,1,0.809524,1.473945,0.477931,0.135855,4,0.878788,1,1.047348,'Not Spots'
1,1.306442,0.708788,3,0.857143,1,1.142857,1.837718,0.531276,0.088894,5,1.121212,1,1.359848,'Not Spots'
0,1.551011,1.11684,3,1.285714,1,1.238095,2.172221,0.62121,0.026326,10,1.454545,1,3.630682,'Not Spots'
0,1.606709,1.502324,4,1,1,2,2.385,0.778291,-0.008836,10,1.424242,1,3.751894,'Not Spots'
0,1.422915,1.727102,3,1,1,1.333333,2.411833,0.988918,0.007983,10,1.121212,0,3.859848,'Not Spots'
1,1.12209,1.758905,2,0.428571,0,0.619048,2.24876,1.12667,0.063174,6,0.909091,0,1.772727,'Not Spots'
0,0.86092,1.573621,1,0.285714,0,0.238095,1.947535,1.086615,0.120747,3,0.484848,0,0.570076,'Not Spots'
0,0.688171,1.254386,1,0.142857,0,0.142857,1.586437,0.898265,0.153303,3,0.69697,0,0.842803,'Not Spots'
