@relation segment

@attribute original numeric
@attribute Gaussian_blur_1.0 numeric
@attribute Hessian_largest_1.0_true numeric
@attribute Hessian_middle_1.0_true numeric
@attribute Hessian_smallest_1.0_true numeric
@attribute Laplacian_1.0 numeric
@attribute Edges_1.0 numeric
@attribute Structure_largest_1.0_1.0 numeric
@attribute Structure_smallest_1.0_1.0 numeric
@attribute Structure_largest_1.0_3.0 numeric
@attribute Structure_smallest_1.0_3.0 numeric
@attribute Maximum_1.0 numeric
@attribute Mean_1.0 numeric
@attribute Median_1.0 numeric
@attribute Variance_1.0 numeric
@attribute Gaussian_blur_2.0 numeric
@attribute Difference_of_Gaussian_1.0_2.0 numeric
@attribute Hessian_largest_2.0_true numeric
@attribute Hessian_middle_2.0_true numeric
@attribute Hessian_smallest_2.0_true numeric
@attribute Laplacian_2.0 numeric
@attribute Edges_2.0 numeric
@attribute Structure_largest_2.0_1.0 numeric
@attribute Structure_smallest_2.0_1.0 numeric
@attribute Structure_largest_2.0_3.0 numeric
@attribute Structure_smallest_2.0_3.0 numeric
@attribute Maximum_2.0 numeric
@attribute Mean_2.0 numeric
@attribute Median_2.0 numeric
@attribute Variance_2.0 numeric
@attribute Gaussian_blur_4.0 numeric
@attribute Difference_of_Gaussian_1.0_4.0 numeric
@attribute Difference_of_Gaussian_2.0_4.0 numeric
@attribute Hessian_largest_4.0_true numeric
@attribute Hessian_middle_4.0_true numeric
@attribute Hessian_smallest_4.0_true numeric
@attribute Laplacian_4.0 numeric
@attribute Edges_4.0 numeric
@attribute Structure_largest_4.0_1.0 numeric
@attribute Structure_smallest_4.0_1.0 numeric
@attribute Structure_largest_4.0_3.0 numeric
@attribute Structure_smallest_4.0_3.0 numeric
@attribute Maximum_4.0 numeric
@attribute Mean_4.0 numeric
@attribute Median_4.0 numeric
@attribute Variance_4.0 numeric
@attribute class {Spots,'Not Spots'}

@data
5,4.502304,0.595955,0.133316,0.085845,-0.815117,0.793963,0.4079,0.150753,0.297348,0.121628,7,4.857143,5,1.809524,3.779976,-0.722328,0.236825,0.091169,0.000386,-0.327608,0.484283,0.204361,0.038421,0.145086,0.064796,8,4.636364,5,2.988636,2.754657,-1.747647,-1.025319,0.062006,0.035805,0.020262,-0.118072,0.223357,0.045532,0.003006,0.027314,0.011436,12,3.828794,4,3.376824,'Not Spots'
4,3.705979,0.564092,0.293939,0.166469,-0.103684,0.756502,0.355308,0.122823,0.255325,0.117124,6,3.714286,4,2.571429,3.334821,-0.371159,0.206264,0.068121,0.039493,-0.234892,0.463915,0.194682,0.028875,0.129987,0.062767,7,3.818182,4,2.590909,2.534428,-1.171551,-0.800393,0.055995,0.031058,0.012168,-0.09922,0.238307,0.051893,0.002514,0.030347,0.009973,9,3.361868,3,2.825572,'Not Spots'
3,3.143468,0.537051,0.39936,0.206734,0.069042,0.395748,0.241818,0.091787,0.215874,0.107473,4,2.714286,3,1.238095,2.926152,-0.217316,0.178397,0.053157,0.050624,-0.175864,0.420743,0.17029,0.020894,0.116158,0.057185,7,3.272727,3,1.892045,2.298984,-0.844485,-0.627168,0.049825,0.026895,0.004305,-0.081025,0.245521,0.055333,0.002036,0.032432,0.008422,8,2.992218,3,2.320252,'Not Spots'
3,2.860994,0.492842,0.10753,0.013004,-0.398316,0.292043,0.182204,0.052263,0.180838,0.095468,4,3.428571,3,0.285714,2.56787,-0.293124,0.154696,0.041024,0.04021,-0.15551,0.381864,0.146252,0.015133,0.103478,0.049514,5,2.818182,3,1.278409,2.057412,-0.803582,-0.510458,0.043721,0.023185,0.002842,-0.064064,0.24549,0.055643,0.001598,0.033248,0.006903,8,2.653697,3,2.188199,'Not Spots'
4,2.600638,0.431999,0.128511,0.107075,-0.410563,0.370228,0.173441,0.032094,0.150945,0.083318,4,2.428571,2,0.952381,2.248177,-0.352461,0.134987,0.037217,0.0129,-0.159304,0.362079,0.130245,0.011737,0.09155,0.041235,4,2.787879,3,0.859848,1.817423,-0.783214,-0.430754,0.037843,0.019866,0.009183,-0.048525,0.238995,0.053064,0.001217,0.032687,0.005499,7,2.256809,2,1.590041,'Not Spots'
3,4.836476,0.448283,0.316981,0.29236,-0.161059,0.739554,0.405752,0.061149,0.336556,0.187364,8,4.857143,5,6.809524,4.227955,-0.608521,0.208553,0.129535,0.083061,-0.421149,0.484414,0.215612,0.038552,0.144868,0.105335,8,5,5,2.6875,2.865892,-1.970584,-1.362063,0.068713,0.043913,0.027346,-0.139972,0.225302,0.046482,0.003916,0.029674,0.012739,10,4.385214,4,3.315874,'Not Spots'
7,5.267119,0.429551,0.327848,0.21424,-0.315943,0.805692,0.325853,0.075841,0.376369,0.160617,7,5.428571,6,3.285714,4.607838,-0.659282,0.24175,0.127968,0.085683,-0.4554,0.406912,0.167304,0.040497,0.167547,0.091634,10,5.272727,5,3.704545,3.068283,-2.198836,-1.539554,0.074449,0.046929,0.03867,-0.160047,0.193458,0.034997,0.004624,0.025911,0.014325,10,4.805448,5,3.094814,'Not Spots'
6,5.691418,0.479795,0.15234,0.03142,-0.600715,0.77079,0.258985,0.112977,0.409138,0.136262,8,5.285714,5,3.571429,4.891031,-0.800386,0.271351,0.120184,0.090911,-0.482446,0.335967,0.134754,0.03763,0.186198,0.077425,10,5.727273,6,3.454545,3.227057,-2.46436,-1.663974,0.078632,0.050358,0.046111,-0.175101,0.154708,0.023391,0.00519,0.022247,0.015419,12,5.089494,5,2.988053,'Not Spots'
5,5.954675,0.566464,0.282824,0.176131,-0.673157,0.558243,0.210721,0.137705,0.431827,0.118884,9,6.714286,7,2.238095,5.080689,-0.873986,0.294725,0.12145,0.094901,-0.511076,0.274348,0.119104,0.031189,0.199107,0.065274,10,5.939394,6,2.871212,3.333207,-2.621467,-1.747482,0.081032,0.055259,0.047825,-0.184116,0.116132,0.01446,0.005378,0.019881,0.015347,12,5.198443,5,2.972185,'Not Spots'
5,6.11791,0.583187,0.270942,0.263799,-0.576044,0.350987,0.225939,0.11634,0.441993,0.108236,8,5.857143,6,1.142857,5.172179,-0.945731,0.31037,0.135336,0.098445,-0.544151,0.228371,0.114308,0.024539,0.205224,0.056235,12,6.454545,6,2.818182,3.381208,-2.736703,-1.790972,0.081595,0.057596,0.047445,-0.186636,0.091837,0.010654,0.004514,0.019381,0.013867,12,5.350194,5,2.853447,'Not Spots'
6,6.342387,0.810484,0.556611,0.043781,-1.410876,0.247455,0.263364,0.10696,0.438142,0.102766,12,7.428571,7,5.285714,5.150121,-1.192266,0.316238,0.153715,0.102073,-0.572027,0.22764,0.115649,0.023095,0.204303,0.050764,12,6.333333,6,3.041667,3.369235,-2.973152,-1.780886,0.080446,0.056485,0.045844,-0.182776,0.098316,0.011901,0.003351,0.019523,0.012369,12,5.303502,5,2.727839,'Not Spots'
12,6.38763,1.033203,0.765046,0.489708,-2.287958,0.286218,0.287591,0.133742,0.420196,0.104724,12,7.428571,7,5.285714,4.995578,-1.392051,0.310846,0.15832,0.101363,-0.570529,0.296218,0.126979,0.041475,0.19694,0.051293,12,6.393939,6,3.246212,3.29936,-3.08827,-1.696218,0.077799,0.05236,0.043018,-0.173177,0.128368,0.017174,0.003642,0.020001,0.012258,12,5.210117,5,2.908803,'Not Spots'
8,5.950714,0.963936,0.611486,0.284175,-1.859597,0.686927,0.302238,0.217038,0.389857,0.11239,12,7,7,7.333333,4.704755,-1.245958,0.293964,0.135922,0.090094,-0.51998,0.393665,0.157874,0.051303,0.184479,0.056047,12,5.878788,6,3.859848,3.177297,-2.773417,-1.527459,0.073888,0.046656,0.038448,-0.158991,0.164036,0.025706,0.003724,0.021429,0.012943,12,4.863813,5,3.422787,'Not Spots'
7,5.216594,0.726303,0.329314,0.044608,-1.011009,0.793804,0.37715,0.195285,0.350494,0.118835,8,5.714286,6,3.238095,4.304489,-0.912105,0.26709,0.106432,0.05196,-0.425482,0.465908,0.192784,0.047317,0.168776,0.06057,12,5.393939,5,4.121212,3.011285,-2.205309,-1.293204,0.068958,0.041409,0.031312,-0.141679,0.19605,0.03553,0.003474,0.024157,0.012713,12,4.381323,4,3.814962,'Not Spots'
3,4.489761,0.526548,0.283484,0.17612,-0.633912,0.693288,0.386787,0.152153,0.306476,0.119972,7,5,5,2.333333,3.849273,-0.640488,0.23475,0.085614,0.005429,-0.314934,0.485873,0.205693,0.037993,0.151807,0.062504,8,4.484848,4,2.757576,2.810738,-1.679024,-1.038535,0.063299,0.037006,0.022511,-0.122816,0.220767,0.044612,0.003061,0.027488,0.011702,12,3.88716,4,3.389561,'Not Spots'
6,3.857255,0.573432,0.334785,0.171542,-0.736675,0.614981,0.316069,0.120305,0.262109,0.114946,7,4.285714,4,2.904762,3.39782,-0.459435,0.202601,0.067562,0.048328,-0.221834,0.457662,0.191421,0.028364,0.135194,0.060932,7,3.787879,4,2.359848,2.585788,-1.271467,-0.812032,0.057218,0.032955,0.013616,-0.103789,0.237092,0.051458,0.002587,0.030552,0.010303,12,3.486381,3,3.15704,'Not Spots'
4,3.325358,0.60355,0.238574,0.18288,-0.547856,0.47782,0.214028,0.091714,0.220669,0.105554,6,3.714286,3,1.238095,2.991932,-0.333426,0.17508,0.059493,0.053332,-0.168919,0.407598,0.163605,0.020473,0.11984,0.056209,7,3.151515,3,1.820076,2.346142,-0.979216,-0.645791,0.051007,0.029101,0.005477,-0.085586,0.245241,0.05529,0.002113,0.032728,0.00876,8,3.062257,3,2.441422,'Not Spots'
3,2.964581,0.48926,0.149634,0.06766,-0.407287,0.341374,0.156785,0.053594,0.184066,0.094506,5,3.285714,3,1.238095,2.641357,-0.323224,0.153147,0.044711,0.040044,-0.157815,0.366157,0.138771,0.014947,0.105929,0.049492,6,3.060606,3,1.308712,2.100667,-0.863914,-0.54069,0.04489,0.025449,0.001659,-0.06868,0.246025,0.055954,0.001675,0.033654,0.007223,8,2.700389,3,1.937226,'Not Spots'
3,4.880561,0.495782,0.428947,0.147549,-0.214384,0.775468,0.426943,0.083031,0.344232,0.181841,7,4.571429,5,1.952381,4.270205,-0.610357,0.209962,0.108859,0.085147,-0.403968,0.487793,0.212167,0.040156,0.147427,0.100542,8,5.060606,5,3.183712,2.91532,-1.965241,-1.354884,0.070252,0.046332,0.027009,-0.143593,0.214072,0.041979,0.004067,0.027641,0.012899,10,4.389105,4,3.230818,'Not Spots'
7,5.5912,0.748507,0.257822,0.198452,-1.204781,0.750987,0.324079,0.101289,0.384296,0.15372,8,6.428571,7,2.952381,4.668205,-0.922995,0.241962,0.122065,0.096313,-0.46034,0.402466,0.161105,0.042283,0.170735,0.086102,10,5.484848,6,3.695076,3.114978,-2.476222,-1.553226,0.075967,0.049891,0.037853,-0.163711,0.179871,0.030348,0.004809,0.024009,0.014379,10,4.797666,5,3.232338,'Not Spots'
8,6.10659,0.940172,0.465236,0.34892,-1.754328,0.47513,0.236099,0.121356,0.417085,0.12791,10,7.142857,7,4.142857,4.962852,-1.143737,0.271711,0.1241,0.105124,-0.500935,0.31861,0.12906,0.034835,0.189937,0.071628,10,6.151515,6,2.695076,3.270173,-2.836417,-1.692679,0.08001,0.053258,0.045357,-0.178624,0.138391,0.018992,0.005375,0.020949,0.015073,10,5.136187,5,3.032162,'Not Spots'
9,6.274594,0.793463,0.56022,0.185447,-1.539129,0.328076,0.229628,0.104821,0.439382,0.110783,9,7,7,1.666667,5.151712,-1.122881,0.294667,0.128974,0.106103,-0.529744,0.249834,0.11869,0.021627,0.203268,0.060219,10,6.272727,6,2.267045,3.372047,-2.902547,-1.779666,0.08217,0.056438,0.0487,-0.187308,0.09701,0.011046,0.005225,0.019772,0.014291,12,5.299611,5,3.054414,'Not Spots'
6,6.255409,0.621643,0.356685,0.035911,-0.942417,0.271154,0.251811,0.068752,0.448674,0.103821,9,6.714286,7,2.238095,5.230379,-1.025031,0.308396,0.138356,0.105838,-0.55259,0.214369,0.119259,0.016051,0.209634,0.053364,10,6.606061,7,1.871212,3.415395,-2.840014,-1.814984,0.082462,0.057572,0.049319,-0.189353,0.073119,0.009262,0.00345,0.019865,0.013021,12,5.431907,5,2.933822,'Not Spots'
7,6.209702,0.781406,0.336791,0.207707,-0.910491,0.307847,0.277798,0.072215,0.443535,0.103561,8,6.428571,6,0.952381,5.187075,-1.022627,0.311392,0.149894,0.10306,-0.564345,0.240796,0.125183,0.022586,0.208772,0.050773,12,6.333333,6,2.979167,3.398771,-2.810931,-1.788303,0.081086,0.055473,0.048394,-0.184953,0.087356,0.011248,0.002852,0.020183,0.012327,12,5.377432,5,3.024957,'Not Spots'
8,6.01721,0.908153,0.302059,0.227669,-0.982543,0.554524,0.290507,0.141019,0.424074,0.107865,12,6.285714,5,8.904762,5.008651,-1.008559,0.303456,0.145299,0.097075,-0.54583,0.325155,0.14112,0.03943,0.201287,0.051896,12,5.969697,6,3.655303,3.324628,-2.692582,-1.684023,0.078294,0.050443,0.046125,-0.174862,0.123848,0.016722,0.00339,0.02072,0.012444,12,5.210117,5,3.088491,'Not Spots'
4,5.568985,0.787223,0.242324,0.205999,-0.750897,0.696684,0.324903,0.195145,0.392233,0.1141,8,6.285714,6,3.238095,4.697913,-0.871072,0.284861,0.11071,0.08684,-0.482411,0.420007,0.172659,0.047894,0.188544,0.055369,12,5.545455,5,3.568182,3.199036,-2.369949,-1.498877,0.074309,0.045282,0.040746,-0.160338,0.162327,0.025431,0.003599,0.022048,0.012906,12,4.828794,5,3.486199,'Not Spots'
6,4.926371,0.565523,0.17103,0.050032,-0.444525,0.754851,0.390208,0.161942,0.351594,0.118348,7,4.857143,5,1.809524,4.287112,-0.639258,0.256678,0.083596,0.042454,-0.382728,0.480287,0.20198,0.044063,0.172397,0.058777,8,5.030303,5,2.717803,3.030453,-1.895918,-1.25666,0.06936,0.041697,0.031857,-0.142913,0.195236,0.035334,0.003421,0.024556,0.012727,12,4.431907,4,3.801009,'Not Spots'
3,4.271683,0.463766,0.218841,0.074806,-0.170118,0.624949,0.364377,0.126098,0.306633,0.117717,6,3.857143,4,1.809524,3.833432,-0.438251,0.223751,0.071911,0.019232,-0.27643,0.485895,0.20666,0.035209,0.154797,0.060145,7,4.393939,5,1.808712,2.828325,-1.443359,-1.005107,0.063722,0.038145,0.022318,-0.124184,0.220013,0.044373,0.00305,0.027712,0.011807,12,3.914397,4,3.539519,'Not Spots'
4,3.785144,0.590099,0.105429,0.070959,-0.555628,0.479125,0.269055,0.105777,0.261647,0.111789,6,4,4,1.333333,3.394378,-0.390766,0.1923,0.061634,0.05801,-0.195924,0.446396,0.185732,0.026184,0.137363,0.058632,7,4,4,1.625,2.602651,-1.182493,-0.791727,0.057693,0.034483,0.013316,-0.105491,0.236144,0.051125,0.002602,0.030672,0.010465,9,3.463035,3,3.01523,'Not Spots'
3,3.370925,0.58713,0.207935,0.191371,-0.603694,0.387131,0.179317,0.082495,0.219848,0.102492,5,3.714286,4,0.571429,3.00629,-0.364635,0.166659,0.060987,0.052855,-0.158527,0.391908,0.155228,0.018949,0.121102,0.054512,7,3.484848,3,1.445076,2.362821,-1.008104,-0.64347,0.05156,0.030789,0.005377,-0.087726,0.24418,0.054901,0.002146,0.032796,0.00895,8,3.035019,3,2.0808,'Not Spots'
5,3.034889,0.464545,0.113198,0.032738,-0.545006,0.332889,0.136283,0.051353,0.183087,0.092371,5,3.142857,3,1.47619,2.671959,-0.36293,0.147083,0.045942,0.034396,-0.158629,0.352502,0.131172,0.014078,0.106422,0.048674,5,3.030303,3,0.967803,2.117359,-0.91753,-0.5546,0.045536,0.027146,0.001438,-0.071243,0.245086,0.05561,0.001718,0.033707,0.007419,7,2.677043,3,1.696072,'Not Spots'
4,5.755971,0.311224,0.191324,0.098477,-0.601026,0.737558,0.252791,0.090532,0.412054,0.125584,8,6.142857,6,1.47619,4.912851,-0.84312,0.263456,0.113615,0.102075,-0.479146,0.336347,0.131588,0.038304,0.187722,0.068742,10,5.969697,6,2.655303,3.260347,-2.495625,-1.652505,0.079923,0.053812,0.042758,-0.176492,0.137504,0.018357,0.005366,0.020121,0.014262,10,4.996109,5,2.917953,'Not Spots'
7,5.964592,0.527989,0.301014,0.109558,-0.719445,0.636034,0.246219,0.085407,0.433341,0.106314,9,6.285714,6,3.571429,5.09738,-0.867212,0.285815,0.119865,0.102162,-0.507842,0.27839,0.123603,0.023218,0.201178,0.057006,10,5.969697,6,2.405303,3.357023,-2.60757,-1.740357,0.081875,0.056003,0.04697,-0.184849,0.10167,0.011481,0.005017,0.019558,0.013094,12,5.241245,5,3.129073,'Not Spots'
8,6.085676,0.702068,0.356107,0.121439,-0.936737,0.382463,0.25584,0.057145,0.44152,0.100438,8,6.285714,6,1.238095,5.164637,-0.921039,0.297686,0.130565,0.099467,-0.527718,0.261023,0.128073,0.015978,0.207741,0.050862,9,5.878788,6,2.547348,3.395923,-2.689752,-1.768714,0.081957,0.05612,0.048497,-0.186574,0.085274,0.010408,0.003152,0.01991,0.012397,12,5.377432,5,3.009332,'Not Spots'
7,6.042541,0.731632,0.297533,0.048588,-0.980578,0.368027,0.272693,0.059875,0.435314,0.103344,8,7,7,1.333333,5.105297,-0.937243,0.298122,0.140337,0.09417,-0.532629,0.298062,0.139354,0.026073,0.207124,0.050062,8,5.848485,6,1.757576,3.375905,-2.666636,-1.729392,0.080431,0.053225,0.048273,-0.181929,0.100973,0.013007,0.003079,0.020407,0.012505,12,5.303502,5,3.157527,'Not Spots'
5,5.737814,0.639236,0.207464,0.082963,-0.514735,0.494711,0.28526,0.120809,0.415076,0.108996,8,6.285714,6,0.904762,4.911066,-0.826748,0.287984,0.129631,0.08656,-0.504174,0.375977,0.161225,0.038821,0.199921,0.05199,12,6.060606,6,3.371212,3.29968,-2.438134,-1.611386,0.077575,0.047467,0.046711,-0.171753,0.134387,0.018894,0.003449,0.021153,0.012856,12,5.085603,5,3.492644,'Not Spots'
6,5.302316,0.502864,0.150179,0.108417,-0.461103,0.52169,0.342299,0.140695,0.382973,0.114368,6,5,5,1.333333,4.591435,-0.710881,0.268046,0.088238,0.076167,-0.432451,0.454274,0.191949,0.043313,0.18747,0.054955,8,5.333333,5,2.354167,3.173481,-2.128835,-1.417954,0.073607,0.0447,0.039069,-0.157376,0.169536,0.027447,0.003538,0.022649,0.013102,12,4.821012,5,3.678776,'Not Spots'
5,4.713319,0.389056,0.101206,0.07688,-0.413382,0.70917,0.410493,0.111529,0.342686,0.116717,6,4.857143,5,2.142857,4.183754,-0.529565,0.239586,0.067781,0.023486,-0.330852,0.495039,0.212378,0.038855,0.171572,0.057383,8,4.909091,5,2.460227,3.005788,-1.707531,-1.177966,0.06874,0.041888,0.029738,-0.140365,0.199534,0.036809,0.003345,0.02513,0.012756,12,4.338521,4,3.607612,'Not Spots'
2,4.029856,0.422731,0.282406,0.195053,0.054728,0.690609,0.381449,0.089272,0.298617,0.114305,5,3.714286,4,1.904762,3.746229,-0.283627,0.207767,0.057954,0.03452,-0.2312,0.483929,0.206759,0.030768,0.154093,0.057961,8,4.212121,4,2.359848,2.805876,-1.22398,-0.940353,0.063234,0.038698,0.020354,-0.122286,0.221912,0.045145,0.00299,0.028105,0.011802,12,3.848249,4,3.3636,'Not Spots'
4,3.538577,0.514193,0.238697,0.153918,-0.121579,0.558883,0.274076,0.079055,0.254846,0.107435,5,3.571429,4,0.952381,3.332659,-0.205918,0.178787,0.064711,0.050731,-0.164807,0.434785,0.179484,0.022846,0.136589,0.056186,7,3.545455,3,2.005682,2.583422,-0.955155,-0.749237,0.057374,0.035277,0.011743,-0.104394,0.236215,0.051218,0.002567,0.030842,0.010477,8,3.400778,3,2.436406,'Not Spots'
5,5.819715,0.616187,0.305468,0.082105,-0.83955,0.412116,0.263171,0.057405,0.42164,0.096421,9,6.857143,7,2.476191,4.993783,-0.825932,0.281614,0.128369,0.079949,-0.489932,0.324936,0.142108,0.022385,0.199842,0.047656,9,5.878788,6,2.359848,3.324152,-2.495563,-1.669631,0.080118,0.053526,0.045183,-0.178827,0.117157,0.014697,0.004148,0.019517,0.013384,12,5.171206,5,3.337761,'Not Spots'
8,5.912265,0.736466,0.363771,0.101081,-1.201318,0.350212,0.284852,0.065863,0.414765,0.10224,8,5.857143,5,1.47619,4.923769,-0.988496,0.28056,0.133915,0.080676,-0.495151,0.361929,0.158639,0.029756,0.199663,0.049251,9,6.121212,6,1.859848,3.301964,-2.610301,-1.621805,0.078531,0.050617,0.045067,-0.174215,0.129869,0.017667,0.003729,0.020355,0.013599,12,5.155642,5,3.483493,'Not Spots'
6,5.627133,0.574698,0.232934,0.092405,-0.900037,0.548333,0.327902,0.105523,0.394657,0.108639,8,6,6,3,4.722652,-0.904481,0.269013,0.117727,0.075659,-0.462399,0.425934,0.183842,0.037171,0.193148,0.05223,8,5.757576,6,1.876894,3.225763,-2.40137,-1.496889,0.075693,0.04679,0.041863,-0.164346,0.155549,0.023666,0.003662,0.021569,0.013723,12,4.879377,5,3.661175,'Not Spots'
6,5.14929,0.455457,0.330362,0.04355,-0.829369,0.621336,0.404417,0.100926,0.363634,0.113008,7,5.428571,6,1.285714,4.406031,-0.743259,0.248174,0.084748,0.053374,-0.386297,0.483122,0.209573,0.037941,0.181567,0.054931,8,5.181818,5,2.465909,3.101741,-2.047549,-1.30429,0.071825,0.04405,0.034699,-0.150574,0.183675,0.031587,0.003528,0.023467,0.0135,12,4.490273,4,3.547757,'Not Spots'
4,4.518532,0.440959,0.206774,0.041999,-0.605734,0.803725,0.452878,0.07462,0.32533,0.113542,8,5,5,3.666667,4.014853,-0.503679,0.220159,0.065097,0.000347,-0.285603,0.502828,0.218964,0.032952,0.166601,0.056445,8,4.545455,5,3.005682,2.938192,-1.58034,-1.076661,0.067131,0.041348,0.02597,-0.134449,0.208114,0.039831,0.003259,0.026014,0.012803,12,4.128405,4,3.463917,'Not Spots'
1,2.643954,0.363744,0.08657,0.061022,0.389293,0.188212,0.051786,0.015305,0.174398,0.023344,4,2.571429,3,2.285714,2.708922,0.064968,0.107753,0.013699,0.005796,-0.088257,0.139924,0.022802,0.006581,0.064376,0.009364,5,2.484848,3,1.757576,2.321783,-0.322171,-0.387139,0.046347,0.008034,0.00535,-0.059731,0.096917,0.009801,0.001393,0.011348,0.003854,9,2.766537,3,1.679657,'Not Spots'
4,2.869801,0.208104,0.156161,0.011232,0.063175,0.314289,0.055574,0.020267,0.175822,0.022307,5,2.714286,2,1.904762,2.78188,-0.087921,0.116255,0.004876,0.004696,-0.116435,0.138916,0.021924,0.007735,0.064711,0.008683,5,2.848485,3,1.257576,2.364566,-0.505234,-0.417314,0.047114,0.008444,0.005572,-0.06113,0.091809,0.008899,0.001446,0.011106,0.003876,9,2.81323,3,1.754043,'Not Spots'
2,3.04126,0.264784,0.209084,0.030021,-0.025679,0.271974,0.044627,0.032001,0.178962,0.021264,4,2.857143,3,0.47619,2.850753,-0.190507,0.124479,0.016209,0.001454,-0.139234,0.134147,0.021885,0.007893,0.065238,0.00805,6,3.060606,3,1.621212,2.400404,-0.640856,-0.450349,0.047765,0.00892,0.006126,-0.062811,0.087243,0.008145,0.001479,0.010924,0.003846,9,2.883269,3,1.791008,'Not Spots'
3,3.179942,0.418225,0.070105,0.002978,-0.485353,0.30772,0.061967,0.020266,0.183214,0.020319,6,3.714286,4,2.238095,2.904246,-0.275696,0.127427,0.017266,0.002861,-0.147555,0.1314,0.022519,0.006984,0.065814,0.007448,6,3.090909,3,1.522727,2.428926,-0.751016,-0.47532,0.0483,0.009468,0.006887,-0.064656,0.083277,0.007535,0.001488,0.010797,0.003778,9,3.003891,3,1.871078,'Not Spots'
0,2.784487,0.421785,0.22466,0.040235,0.606211,0.452975,0.077764,0.022338,0.184263,0.02313,5,2.285714,2,2.571429,2.808337,0.02385,0.112886,0.012337,0.007402,-0.107951,0.137772,0.022084,0.007072,0.068129,0.008343,5,3,3,1.9375,2.400796,-0.383691,-0.407541,0.048328,0.008371,0.004673,-0.061372,0.090951,0.008837,0.001454,0.011428,0.00374,9,2.828794,3,1.704949,'Not Spots'
5,3.16734,0.397271,0.175229,0.101544,-0.470956,0.445401,0.074065,0.029818,0.184896,0.022111,5,3.571429,4,2.952381,2.880522,-0.286818,0.119097,0.016183,0.005006,-0.140285,0.132319,0.020536,0.007981,0.067976,0.007615,9,3.181818,3,2.465909,2.441696,-0.725643,-0.438825,0.048948,0.008588,0.004808,-0.062344,0.085144,0.007866,0.0015,0.011156,0.003679,9,2.894942,3,1.828763,'Not Spots'
3,3.276459,0.402881,0.129918,0.099301,-0.372264,0.24198,0.045095,0.043827,0.187401,0.02103,5,3.285714,3,0.904762,2.946378,-0.330082,0.124695,0.024469,0.011904,-0.161069,0.122833,0.020069,0.007663,0.068055,0.00694,6,3.424242,3,1.376894,2.475643,-0.800816,-0.470735,0.049452,0.008944,0.005307,-0.063703,0.079974,0.007072,0.00152,0.010968,0.003569,9,2.92607,3,1.881232,'Not Spots'
4,3.284367,0.338201,0.118573,0.083702,-0.30333,0.2608,0.063375,0.022471,0.191109,0.020014,4,3.285714,3,0.571429,2.995949,-0.288418,0.126055,0.026688,0.0129,-0.165643,0.11672,0.020426,0.00634,0.068239,0.006304,6,3.30303,3,2.030303,2.502403,-0.781964,-0.493546,0.049855,0.009422,0.006036,-0.065313,0.075466,0.006442,0.001513,0.010844,0.003431,9,3.050584,3,1.868525,'Not Spots'
5,2.863297,0.422295,0.359042,0.044163,-0.01909,0.392089,0.070622,0.027963,0.196649,0.023674,5,3.142857,3,1.142857,2.845487,-0.01781,0.117797,0.027232,0.012169,-0.102734,0.136422,0.024624,0.00577,0.07295,0.008297,5,2.606061,3,2.246212,2.427157,-0.43614,-0.41833,0.049644,0.008825,0.004664,-0.063133,0.092574,0.009258,0.001434,0.012046,0.003624,9,2.894942,3,1.758451,'Not Spots'
3,3.129002,0.44014,0.165684,0.004056,-0.278512,0.554822,0.084663,0.043924,0.194496,0.022704,5,3.285714,4,3.238095,2.900826,-0.228175,0.119133,0.023099,0.015157,-0.127075,0.125607,0.021135,0.006534,0.07203,0.007431,9,3.030303,3,3.530303,2.473088,-0.655914,-0.427738,0.050271,0.008622,0.00422,-0.063113,0.085408,0.008035,0.001491,0.011661,0.003535,9,2.933852,3,1.851076,'Not Spots'
4,3.485923,0.657781,0.395322,0.075125,-1.128228,0.339445,0.06647,0.054998,0.194434,0.021699,9,4.571429,4,4.619048,2.965616,-0.520306,0.121738,0.034064,0.002507,-0.158309,0.113785,0.019176,0.00674,0.07137,0.006672,9,3.575758,4,2.939394,2.511723,-0.9742,-0.453893,0.050737,0.008673,0.00417,-0.063579,0.079084,0.007041,0.001524,0.011387,0.003392,9,3.003891,3,1.910141,'Not Spots'
3,3.435398,0.420334,0.127828,0.044266,-0.503897,0.292525,0.057802,0.032703,0.196342,0.020646,4,3.428571,4,0.619048,3.023072,-0.412325,0.12249,0.039596,0.01153,-0.173616,0.099924,0.018397,0.005838,0.070981,0.005976,9,3.484848,4,2.007576,2.54339,-0.892008,-0.479682,0.051088,0.008905,0.004533,-0.064526,0.073479,0.006245,0.001527,0.011204,0.003213,9,3.050584,3,1.891963,'Not Spots'
2,3.305764,0.290461,0.179041,0.077133,0.034287,0.290508,0.060562,0.017612,0.199489,0.019678,4,3.285714,4,0.904762,3.065018,-0.240746,0.120161,0.040123,0.012345,-0.172629,0.09241,0.018358,0.004399,0.070758,0.005334,6,3.212121,3,1.047348,2.568009,-0.737756,-0.497009,0.051351,0.009294,0.005176,-0.065821,0.068586,0.005628,0.001497,0.011086,0.00302,9,3.081712,3,1.856578,'Not Spots'
