@relation segment

@attribute original numeric
@attribute Gaussian_blur_1.0 numeric
@attribute Hessian_largest_1.0_true numeric
@attribute Hessian_middle_1.0_true numeric
@attribute Hessian_smallest_1.0_true numeric
@attribute Derivatives_1_1_1_1.0 numeric
@attribute Derivatives_2_2_2_1.0 numeric
@attribute Derivatives_3_3_3_1.0 numeric
@attribute Derivatives_4_4_4_1.0 numeric
@attribute Derivatives_5_5_5_1.0 numeric
@attribute Laplacian_1.0 numeric
@attribute Edges_1.0 numeric
@attribute Structure_largest_1.0_1.0 numeric
@attribute Structure_smallest_1.0_1.0 numeric
@attribute Structure_largest_1.0_3.0 numeric
@attribute Structure_smallest_1.0_3.0 numeric
@attribute Minimum_1.0 numeric
@attribute Maximum_1.0 numeric
@attribute Mean_1.0 numeric
@attribute Median_1.0 numeric
@attribute Variance_1.0 numeric
@attribute Gaussian_blur_2.0 numeric
@attribute Difference_of_Gaussian_1.0_2.0 numeric
@attribute Hessian_largest_2.0_true numeric
@attribute Hessian_middle_2.0_true numeric
@attribute Hessian_smallest_2.0_true numeric
@attribute Derivatives_1_1_1_2.0 numeric
@attribute Derivatives_2_2_2_2.0 numeric
@attribute Derivatives_3_3_3_2.0 numeric
@attribute Derivatives_4_4_4_2.0 numeric
@attribute Derivatives_5_5_5_2.0 numeric
@attribute Laplacian_2.0 numeric
@attribute Edges_2.0 numeric
@attribute Structure_largest_2.0_1.0 numeric
@attribute Structure_smallest_2.0_1.0 numeric
@attribute Structure_largest_2.0_3.0 numeric
@attribute Structure_smallest_2.0_3.0 numeric
@attribute Minimum_2.0 numeric
@attribute Maximum_2.0 numeric
@attribute Mean_2.0 numeric
@attribute Median_2.0 numeric
@attribute Variance_2.0 numeric
@attribute Gaussian_blur_4.0 numeric
@attribute Difference_of_Gaussian_1.0_4.0 numeric
@attribute Difference_of_Gaussian_2.0_4.0 numeric
@attribute Hessian_largest_4.0_true numeric
@attribute Hessian_middle_4.0_true numeric
@attribute Hessian_smallest_4.0_true numeric
@attribute Derivatives_1_1_1_4.0 numeric
@attribute Derivatives_2_2_2_4.0 numeric
@attribute Derivatives_3_3_3_4.0 numeric
@attribute Derivatives_4_4_4_4.0 numeric
@attribute Derivatives_5_5_5_4.0 numeric
@attribute Laplacian_4.0 numeric
@attribute Edges_4.0 numeric
@attribute Structure_largest_4.0_1.0 numeric
@attribute Structure_smallest_4.0_1.0 numeric
@attribute Structure_largest_4.0_3.0 numeric
@attribute Structure_smallest_4.0_3.0 numeric
@attribute Minimum_4.0 numeric
@attribute Maximum_4.0 numeric
@attribute Mean_4.0 numeric
@attribute Median_4.0 numeric
@attribute Variance_4.0 numeric
@attribute class {Spot,NotSpot}

@data
2,0.675598,0.218651,0.198729,0.082769,-0.024935,-0.075707,0.134453,5.639531,8.818892,0.062847,0.245579,0.083014,0.023175,0.117599,0.063399,0,2,0.285714,0,0.571429,0.833163,0.157565,0.102722,0.052379,0.007644,-0.010432,0.000919,-0.000001,-0.000293,-0.000319,0.042698,0.237721,0.060554,0.002125,0.05179,0.011658,0,2,0.69697,0,0.655303,1.095732,0.420134,0.262569,0.027183,0.007911,0.003307,-0.000551,0.000003,0.000001,-0,-0,0.02258,0.15272,0.02268,0.000083,0.018462,0.001077,0,6,0.765957,0,1.205674,NotSpot
0,0.633863,0.237317,0.145094,0.017296,0.008318,0.055121,-0.02242,-2.709309,-2.826841,-0.074927,0.18309,0.042764,0.020834,0.091327,0.051222,0,2,0.857143,1,0.809524,0.700019,0.066156,0.087761,0.04379,0.014082,-0.008406,0.000599,-0.000141,-0.000255,-0.000143,0.029888,0.170708,0.035135,0.001532,0.041629,0.008798,0,2,0.606061,0,0.558712,0.961668,0.327805,0.261648,0.028692,0.005583,0.003127,-0.000477,0.000003,0.000001,-0,-0,0.026236,0.133714,0.017821,0.000053,0.016033,0.00091,0,4,0.651064,0,0.903364,NotSpot
1,0.624547,0.265891,0.157991,0.026108,0.031692,0.019491,0.109239,-0.070731,-7.225337,-0.134008,0.130738,0.02635,0.016734,0.068639,0.0402,0,1,0.428571,0,0.285714,0.608876,-0.015671,0.066814,0.040537,0.018711,-0.005745,0.000091,-0.000223,-0.000066,0.000169,0.007567,0.113799,0.017793,0.001284,0.031815,0.00647,0,3,0.787879,1,0.672348,0.842489,0.217942,0.233612,0.028771,0.003463,0.003006,-0.000382,0.000003,0.000001,0,-0,0.028313,0.112718,0.013059,0.000045,0.013373,0.000786,0,3,0.523404,0,0.609493,NotSpot
4,2.940174,0.645999,0.314795,0.229542,-0.038759,-0.148133,-0.136601,-0.432455,16.84343,-1.190336,0.674931,0.524436,0.059295,0.327061,0.08698,1,9,3.857143,3,6.809524,2.401662,-0.538512,0.125886,0.059213,0.047262,0.008955,-0.000535,0.000265,0.000333,-0.000464,-0.232361,0.50392,0.200072,0.010064,0.094323,0.025104,0,9,2.818182,3,2.590909,2.071486,-0.868688,-0.330175,0.020881,0.011917,0.009672,-0.000079,0.000002,-0.000001,0,0,-0.018636,0.192329,0.034385,0.00041,0.023645,0.002851,0,9,2.387234,2,4.101546,NotSpot
3,2.558684,0.597284,0.256562,0.070469,0.086628,-0.079458,-0.228245,-0.853863,1.315934,-0.783376,0.61199,0.458502,0.084472,0.303849,0.09484,1,4,2.857143,3,1.142857,2.228612,-0.330071,0.131626,0.030653,0.018755,0.008775,0.000241,0.000072,0.000102,-0.000118,-0.181034,0.505985,0.200755,0.011178,0.091332,0.02627,0,9,2.606061,3,3.683712,1.964078,-0.594605,-0.264534,0.020638,0.011523,0.006784,-0.000152,0.000004,-0.000001,-0,0,-0.015899,0.195843,0.03563,0.000396,0.024319,0.002638,0,9,2.195745,2,3.918785,NotSpot
3,2.10103,0.426967,0.06461,0.045714,0.068552,0.043968,-0.035178,-0.175066,-15.017285,-0.445863,0.546644,0.386322,0.079542,0.275567,0.100383,1,4,2.285714,3,1.571429,2.004348,-0.096682,0.129399,0.016701,0.004868,0.006391,0.000993,-0.000137,-0.000111,0.000087,-0.117566,0.49551,0.194952,0.010998,0.087589,0.026238,0,5,2.090909,2,2.460227,1.835431,-0.265599,-0.168917,0.019433,0.011673,0.003646,-0.000239,0.000005,-0.000001,-0,0,-0.011406,0.198172,0.036484,0.000354,0.024802,0.002341,0,9,2.07234,2,3.716967,NotSpot
3,1.679818,0.280269,0.207871,0.015758,-0.062934,-0.037575,0.460882,3.375439,8.727991,-0.05664,0.477848,0.329457,0.063351,0.243738,0.101775,0,3,1.571429,1,1.952381,1.755911,0.076093,0.119116,0.046542,0.006557,0.001378,0.00139,-0.000044,-0.000216,0.00001,-0.066016,0.470849,0.180278,0.009566,0.082828,0.024749,0,5,1.666667,1,2.041667,1.689455,0.009637,-0.066456,0.017517,0.012897,0.000787,-0.000321,0.000006,-0,-0,0,-0.005408,0.197814,0.036431,0.000294,0.024868,0.001995,0,9,1.808511,1,3.454628,NotSpot
0,1.381348,0.247709,0.172012,0.0155,-0.034284,0.064636,-0.06823,-4.138221,-6.940441,0.091198,0.469054,0.291006,0.051177,0.21006,0.098149,0,3,1.571429,2,1.619048,1.502557,0.121208,0.103712,0.073249,0.00162,-0.00476,0.001329,0.000214,-0.000211,0.000002,-0.032082,0.43262,0.156727,0.007446,0.076665,0.021994,0,4,1.333333,1,1.354167,1.531468,0.15012,0.028911,0.01571,0.015214,0.001083,-0.000378,0.000006,-0,-0,-0,0.001579,0.19349,0.035029,0.000228,0.024329,0.001638,0,7,1.480851,1,2.618222,NotSpot
2,1.147906,0.205232,0.178413,0.009225,-0.022475,0.011925,-0.382344,2.458423,16.595558,0.036044,0.479883,0.23932,0.043341,0.176133,0.089647,0,2,0.714286,1,0.571429,1.255604,0.107698,0.094878,0.08606,0.01743,-0.009405,0.000926,0.000335,-0.00016,0.000025,-0.008612,0.378474,0.125536,0.00527,0.068856,0.01846,0,4,1.242424,1,1.251894,1.368008,0.220101,0.112404,0.019717,0.012759,0.00189,-0.000396,0.000006,0,-0,-0,0.008847,0.184308,0.032081,0.000165,0.023084,0.001302,0,7,1.238298,1,2.276305,NotSpot
0,0.944325,0.223411,0.220328,0.02307,-0.04766,0.061064,0.543903,-0.926386,-18.310688,0.019987,0.350303,0.15621,0.03594,0.143344,0.077448,0,2,1.142857,1,0.809524,1.027196,0.082871,0.105949,0.069118,0.028854,-0.010752,0.000366,0.000141,-0.00003,0.000014,0.007976,0.308131,0.090179,0.003506,0.059517,0.014703,0,3,0.909091,1,0.772727,1.20601,0.261685,0.178814,0.02378,0.010261,0.002119,-0.000369,0.000005,0.000001,-0,-0,0.015638,0.170129,0.027738,0.00011,0.021137,0.001014,0,6,0.93617,0,1.581378,NotSpot
1,0.852855,0.215296,0.124071,0.053179,0.042278,0.024736,-0.086464,-0.125493,0.435176,-0.286188,0.222987,0.077068,0.027358,0.112813,0.063495,0,2,0.857143,1,0.47619,0.832743,-0.020112,0.102105,0.05597,0.032077,-0.009066,-0.000152,-0.000193,0.000181,0.000095,0.014058,0.229868,0.056681,0.002352,0.049167,0.011185,0,3,0.909091,1,0.710227,1.052794,0.199939,0.220051,0.026884,0.007756,0.00216,-0.000304,0.000005,0.000001,-0,-0,0.021288,0.151613,0.02248,0.000066,0.01861,0.000791,0,6,0.787234,0,1.313511,NotSpot
1,0.765253,0.305595,0.126443,0.031335,0.071876,-0.057881,-0.492653,-0.818129,18.697723,-0.400703,0.187622,0.039523,0.019362,0.085591,0.04986,1,2,1.142857,1,0.142857,0.684396,-0.080857,0.08523,0.048395,0.028651,-0.006276,-0.000417,-0.000284,0.000204,0.000131,0.008183,0.157083,0.030752,0.001754,0.038603,0.008206,0,3,0.727273,1,0.642045,0.914723,0.14947,0.230327,0.028444,0.00527,0.00221,-0.000219,0.000004,0.000001,0,-0,0.025385,0.129995,0.016972,0.000034,0.015709,0.000639,0,6,0.6,0,0.890598,NotSpot
1,0.619786,0.233532,0.209983,0.076099,0.022977,0.010357,0.142618,2.297329,-14.591876,-0.099648,0.175421,0.031814,0.011958,0.062786,0.037939,0,1,0.428571,0,0.285714,0.583265,-0.036522,0.062425,0.045475,0.022526,-0.004276,-0.000441,-0.000061,-0.000036,-0.000015,-0.005576,0.101354,0.014513,0.00149,0.028687,0.005906,0,3,0.636364,0,0.613636,0.796105,0.176318,0.21284,0.028291,0.002866,0.002396,-0.000137,0.000004,0.000001,0,-0,0.027821,0.10687,0.011862,0.000029,0.012693,0.000562,0,3,0.510638,0,0.609929,NotSpot
1,2.936444,0.587424,0.262773,0.041195,-0.104053,0.247792,0.753975,-2.917398,-34.190041,-0.283455,0.703987,0.576566,0.047054,0.365535,0.080955,1,4,2.571429,3,1.619048,2.601775,-0.334669,0.122766,0.07335,0.03966,0.006211,-0.000443,0.000485,-0.000125,-0.000498,-0.235776,0.497854,0.194375,0.00885,0.095803,0.024994,0,9,3.242424,3,3.939394,2.243439,-0.693005,-0.358336,0.022465,0.013982,0.011125,-0.000007,0.000004,-0.000001,0,0,-0.025322,0.185096,0.032145,0.000447,0.023214,0.003077,0,9,2.561702,2,3.990835,NotSpot
4,2.630893,0.554152,0.248628,0.130224,0.098122,-0.267079,-0.970489,4.664591,34.376537,-0.435748,0.511309,0.493234,0.059927,0.343106,0.091124,1,4,3,3,1.333333,2.455031,-0.175863,0.130761,0.052216,0.00985,0.008015,0.000414,-0.000075,0.000056,0.000322,-0.192827,0.501859,0.196274,0.011013,0.093023,0.027446,0,9,2.424242,2,3.126894,2.134169,-0.496725,-0.320862,0.022239,0.012002,0.010419,-0.000047,0.000005,-0.000001,0,0,-0.023822,0.191652,0.034416,0.000438,0.024433,0.002857,0,9,2.459574,2,3.950282,NotSpot
4,2.305397,0.450341,0.345484,0.085686,0.070075,-0.217056,-0.702323,3.841545,12.164585,-0.190543,0.582841,0.429485,0.070184,0.314639,0.100116,0,4,2.142857,3,3.142857,2.266979,-0.038418,0.13769,0.028292,0.011754,0.008162,0.001134,-0.000407,0.000073,0.000389,-0.154228,0.496967,0.193881,0.012392,0.089698,0.028691,0,4,2.272727,2,1.704545,2.001052,-0.304344,-0.265927,0.021085,0.009998,0.009219,-0.000101,0.000006,-0.000001,-0,0,-0.020307,0.197623,0.03652,0.000401,0.025481,0.002544,0,9,2.365957,2,4.010802,NotSpot
0,2.00974,0.46568,0.301122,0.134619,-0.030847,0.179398,0.516196,-9.360641,-23.908518,0.299177,0.606597,0.413378,0.078853,0.281425,0.105818,0,4,2,2,2,2.050641,0.040901,0.137735,0.011014,0.006188,0.005041,0.001467,-0.000107,-0.000246,-0.000247,-0.132908,0.48581,0.186819,0.012325,0.085728,0.028167,0,5,2.151515,2,2.445076,1.847432,-0.162308,-0.203209,0.019284,0.010194,0.005721,-0.000152,0.000007,-0.000001,-0,0,-0.01481,0.201241,0.037831,0.000345,0.026085,0.002174,0,9,2.046808,2,3.702928,NotSpot
3,1.864548,0.288619,0.247574,0.053373,-0.102231,-0.07399,0.551181,9.261201,11.309516,-0.012328,0.675816,0.406694,0.084988,0.24514,0.10659,0,3,1.142857,1,1.809524,1.806687,-0.05786,0.128784,0.031156,0.01928,-0.000482,0.001236,0.000386,-0.000441,-0.000534,-0.116908,0.466935,0.173772,0.010743,0.080711,0.025861,0,5,2,2,2.125,1.678493,-0.186055,-0.128195,0.017149,0.011716,0.002261,-0.000185,0.000007,-0,-0,0,-0.007694,0.200849,0.037724,0.000278,0.026008,0.001785,0,8,1.740426,1,3.116094,NotSpot
1,1.644641,0.336041,0.221738,0.123702,-0.081859,0.045616,0.161412,-2.821138,-20.11508,-0.238005,0.698991,0.360776,0.085032,0.207608,0.101504,1,4,2,2,1.333333,1.534636,-0.110005,0.111806,0.064699,0.040059,-0.005784,0.000569,0.000515,-0.000211,-0.000113,-0.087165,0.431533,0.151739,0.008214,0.074142,0.022254,0,5,1.636364,1,2.113636,1.500904,-0.143736,-0.033732,0.015221,0.014812,0.000009,-0.000186,0.000006,0,-0,-0,0.0004,0.195144,0.035786,0.00021,0.025102,0.001415,0,8,1.47234,1,2.686198,NotSpot
1,1.283693,0.402808,0.371356,0.111716,0.007592,0.192907,-0.47073,-3.59078,19.856018,-0.080264,0.510104,0.261464,0.068631,0.170614,0.090832,0,2,1,1,0.666667,1.249922,-0.033771,0.094655,0.090601,0.046892,-0.008594,-0.000146,0.000203,0.000235,0.000399,-0.042838,0.372201,0.119743,0.005594,0.065767,0.018045,0,6,1.575758,1,1.876894,1.322229,0.038535,0.072306,0.019948,0.01227,0.000969,-0.000151,0.000006,0,-0,-0,0.008647,0.183601,0.031996,0.000145,0.023339,0.001096,0,8,1.195745,1,2.311948,NotSpot
1,1.007281,0.258184,0.256124,0.232622,0.028288,-0.088117,-0.111243,1.931013,2.315943,-0.281685,0.230456,0.142762,0.044402,0.135635,0.07625,1,3,1.285714,1,0.571429,0.98469,-0.022591,0.107784,0.07084,0.039921,-0.008462,-0.000558,-0.000152,0.000518,0.000376,-0.002977,0.292959,0.082483,0.003568,0.05582,0.013882,0,3,0.909091,1,0.710227,1.150861,0.14358,0.166171,0.024334,0.009524,0.001376,-0.000085,0.000006,0.000001,-0,-0,0.016186,0.166602,0.026763,0.000089,0.02083,0.000853,0,6,0.87234,0,1.436625,NotSpot
1,0.799136,0.275883,0.136722,0.052601,0.007394,-0.133441,0.293603,1.641004,-19.057478,-0.360004,0.242718,0.06884,0.024524,0.103857,0.060408,0,2,0.857143,1,0.47619,0.769291,-0.029846,0.099627,0.056797,0.026001,-0.006596,-0.000502,-0.00019,0.000333,-0.00001,0.016828,0.209504,0.048614,0.002366,0.045004,0.010228,0,3,0.878788,1,0.734848,0.994409,0.195273,0.225119,0.027298,0.006629,0.001671,-0.000003,0.000005,0.000001,0,-0,0.022339,0.145305,0.020814,0.000045,0.017795,0.00071,0,6,0.72766,0,1.087907,NotSpot
0,0.56767,0.154318,0.11121,0.011186,0.034587,0.046814,-0.398385,-1.365032,20.445465,0.054294,0.272207,0.039818,0.013576,0.076435,0.045731,0,2,0.571429,0,0.619048,0.616033,0.048363,0.078198,0.048523,0.013219,-0.004545,-0.000158,0.000015,-0.000176,-0.000239,0.016455,0.139112,0.024572,0.00177,0.034282,0.007331,0,2,0.575758,0,0.439394,0.858406,0.290736,0.242373,0.028356,0.003727,0.002098,0.000075,0.000005,0.000001,0,-0,0.026727,0.121417,0.014965,0.000024,0.014523,0.000693,0,6,0.540426,0,0.72806,NotSpot
1,3.040224,0.661367,0.325708,0.009129,0.006166,0.233365,-0.306477,-0.451959,6.914225,-0.32653,0.786587,0.60778,0.043563,0.400876,0.072131,0,8,2.714286,2,7.238095,2.723954,-0.31627,0.119608,0.077276,0.019112,0.003252,-0.000197,0.000187,-0.000375,0.000046,-0.215996,0.490366,0.188718,0.005999,0.0966,0.023268,0,8,3.393939,3,4.058712,2.399353,-0.640871,-0.324602,0.024308,0.015498,0.010536,0.000035,0.000006,-0.000001,0,0,-0.029271,0.174326,0.028724,0.000484,0.021978,0.003287,0,9,2.66383,3,4.181378,NotSpot
3,2.778043,0.480296,0.175009,0.002623,0.075547,0.027447,0.052698,-0.95084,-18.294006,-0.302664,0.538325,0.518756,0.044457,0.380423,0.08347,1,4,3,3,1.333333,2.615834,-0.16221,0.121438,0.074838,0.006762,0.006278,0.000262,-0.00032,-0.00003,0.000462,-0.189514,0.490241,0.188291,0.008602,0.093678,0.027048,0,8,2.69697,3,2.780303,2.290713,-0.48733,-0.32512,0.024197,0.014777,0.009662,0.000032,0.000007,-0.000001,0,0,-0.029311,0.183238,0.031732,0.00048,0.023718,0.003064,0,9,2.608511,2,4.068303,NotSpot
3,2.660564,0.407169,0.257195,0.230147,-0.020368,-0.182336,0.919758,1.698843,0.107182,-0.434216,0.629171,0.47064,0.067299,0.353041,0.094985,2,4,2.857143,3,0.809524,2.479544,-0.18102,0.134645,0.063652,0.014421,0.008298,0.000472,-0.000471,0.000186,0.000305,-0.183877,0.48342,0.184616,0.011514,0.090306,0.029855,0,5,2.606061,3,2.308712,2.155813,-0.504751,-0.323731,0.022969,0.013157,0.008957,0.000019,0.000007,-0.000001,-0,0,-0.027169,0.192387,0.034888,0.000447,0.025331,0.002743,0,9,2.485106,2,3.883324,NotSpot
2,2.590857,0.363499,0.185999,0.144358,0.027148,0.098381,-0.49218,-0.124166,8.369441,-0.321858,0.765138,0.468741,0.100843,0.319565,0.104576,0,5,2.428571,3,3.619048,2.312376,-0.27848,0.14803,0.047564,0.004531,0.007596,0.000473,-0.00016,-0.000071,-0.000174,-0.200126,0.476475,0.180129,0.013718,0.086678,0.030756,0,5,2.69697,3,2.342803,1.997308,-0.593549,-0.315068,0.021018,0.010225,0.008619,0.000009,0.000007,-0.000001,-0,0,-0.022625,0.199799,0.037505,0.000393,0.0265,0.00236,0,9,2.276596,2,3.739407,NotSpot
0,2.55923,0.436017,0.208821,0.06869,-0.00637,0.21231,-0.172201,-4.805834,-9.678492,-0.713528,0.783701,0.458809,0.135883,0.281415,0.110041,0,5,3.142857,4,2.809524,2.093898,-0.465333,0.151374,0.041119,0.014579,0.004132,0.000271,0.000216,-0.000321,-0.000465,-0.207072,0.471423,0.17544,0.013902,0.082587,0.029338,0,5,2.636364,3,2.426136,1.820104,-0.739126,-0.273794,0.018834,0.009139,0.00614,0.000011,0.000006,-0.000001,-0,0,-0.015835,0.203446,0.038798,0.000326,0.026938,0.001956,0,8,2.025532,2,3.195926,NotSpot
4,2.289503,0.599048,0.365361,0.059053,-0.008876,-0.127879,-0.202975,5.793938,22.649403,-1.023462,0.796605,0.439596,0.151996,0.240497,0.109392,0,4,2.285714,2,2.238095,1.809324,-0.480179,0.138716,0.056041,0.022757,-0.000583,-0.000043,0.000285,-0.000081,-0.000189,-0.172001,0.459264,0.165895,0.011677,0.077364,0.025949,0,6,2.363636,2,2.488636,1.6309,-0.658603,-0.178424,0.01649,0.011506,0.002345,0.000037,0.000005,-0,-0,-0,-0.007329,0.201574,0.03812,0.000252,0.026445,0.00157,0,8,1.719149,1,3.014803,NotSpot
2,1.687792,0.581834,0.3108,0.297504,0.05602,-0.0865,-0.255924,-2.328262,-15.35867,-0.568538,0.798011,0.390357,0.11784,0.199056,0.101735,0,6,2.285714,2,4.238095,1.476537,-0.211255,0.113473,0.068617,0.052485,-0.004606,-0.000256,0.000121,0.000346,0.000333,-0.097341,0.422527,0.144061,0.008218,0.070314,0.021438,0,6,1.606061,1,2.433712,1.437796,-0.249996,-0.038741,0.016118,0.013841,0.000233,0.00009,0.000005,0,-0,-0,0.002044,0.193207,0.035217,0.000179,0.024957,0.001239,0,8,1.417021,1,2.594581,NotSpot
1,1.078396,0.519014,0.448639,0.0635,-0.034125,0.030602,0.374676,-1.119074,-2.67877,0.006875,0.495221,0.255735,0.069231,0.159227,0.087973,0,2,1,1,0.666667,1.14509,0.066694,0.101399,0.086859,0.034836,-0.006637,-0.000238,0.000041,0.000411,0.000331,-0.020297,0.352739,0.108804,0.005136,0.061237,0.016698,0,6,1.060606,1,1.933712,1.250198,0.171802,0.105108,0.021385,0.01084,0.00071,0.000165,0.000005,0,-0,-0,0.011255,0.178355,0.030356,0.000111,0.022563,0.000999,0,8,1.131915,1,1.995345,NotSpot
2,0.722053,0.240245,0.16822,0.105174,-0.098231,-0.066824,0.246671,3.38867,5.08394,0.033149,0.276966,0.119308,0.033359,0.12266,0.070884,0,2,0.714286,1,0.571429,0.865518,0.143465,0.106521,0.066029,0.014567,-0.006442,-0.000028,0.000119,0.00009,-0.000142,0.025925,0.263957,0.069422,0.003151,0.050619,0.012403,0,3,0.666667,0,0.666667,1.076983,0.35493,0.211465,0.025604,0.007579,0.001337,0.00025,0.000005,0.000001,0,-0,0.019361,0.158013,0.024261,0.000059,0.01949,0.000884,0,6,0.791489,0,1.199927,NotSpot
0,0.528965,0.233141,0.14384,0.022689,-0.038648,0.020874,0.063442,-1.773729,-7.20353,0.111991,0.21403,0.050007,0.015767,0.090662,0.053805,0,2,0.571429,0,0.619048,0.661935,0.132971,0.089268,0.051915,0.000316,-0.004749,0.000233,0.000178,-0.000239,-0.000358,0.037037,0.180549,0.037476,0.002071,0.039452,0.008935,0,2,0.454545,0,0.443182,0.924969,0.396004,0.263034,0.027883,0.004295,0.002112,0.000327,0.000004,0.000001,0,-0,0.025699,0.13394,0.017883,0.00003,0.016056,0.000935,0,6,0.6,0,0.890598,NotSpot
4,3.132924,0.803302,0.446853,0.188844,0.116718,-0.19183,-0.868056,3.147887,33.028351,-1.061311,0.641017,0.581731,0.035852,0.43377,0.062789,1,8,3.857143,4,5.809524,2.787455,-0.345469,0.124487,0.051397,0.00226,0.001591,0.000214,-0.000232,-0.00017,0.000389,-0.173624,0.479859,0.182695,0.002996,0.097084,0.020582,0,8,3,3,4.1875,2.537024,-0.5959,-0.250431,0.025629,0.015628,0.009983,0.000062,0.000008,-0,0,0,-0.031274,0.162151,0.02494,0.000522,0.020192,0.003479,0,9,2.719149,3,4.185743,NotSpot
4,2.932971,0.522948,0.331366,0.205113,0.039329,0.13469,-0.088926,-4.377504,0.903247,-0.649201,0.514283,0.509733,0.034722,0.415976,0.074186,2,5,3.285714,3,1.238095,2.719039,-0.213932,0.120835,0.062188,0.017314,0.004585,0.000143,-0.000316,-0.000028,0.000086,-0.165709,0.475477,0.179871,0.005064,0.093885,0.02545,0,8,3.060606,3,2.683712,2.430514,-0.502456,-0.288524,0.026048,0.01585,0.008994,0.000098,0.000008,-0.000001,-0,0,-0.032904,0.172682,0.028375,0.000523,0.022392,0.003253,0,9,2.668085,3,4.077396,NotSpot
2,2.924642,0.431638,0.410646,0.172388,0.019599,0.241788,0.673225,-3.01744,-27.778393,-0.669895,0.547177,0.477878,0.056899,0.390449,0.087095,2,5,3.285714,3,1.238095,2.633836,-0.290806,0.127357,0.073296,0.011801,0.007048,-0.000215,-0.000241,0.000068,0.000003,-0.188852,0.464717,0.173728,0.008489,0.09017,0.029799,0,8,3.121212,3,2.297348,2.295589,-0.629053,-0.338247,0.025012,0.015358,0.008112,0.00013,0.000007,-0.000001,-0,0,-0.032258,0.184398,0.032301,0.000491,0.024523,0.002931,0,9,2.655319,3,4.337952,NotSpot
5,3.052838,0.598514,0.429388,0.012189,0.090409,-0.128997,-0.520002,6.747438,15.405036,-1.040091,0.587131,0.479098,0.091523,0.35746,0.099645,2,5,3.285714,3,1.904762,2.516684,-0.536155,0.147309,0.073442,0.016444,0.008087,-0.000671,-0.000211,0.000066,0.000132,-0.237195,0.455116,0.168112,0.012894,0.086439,0.032372,0,8,3.121212,3,2.734848,2.134207,-0.918632,-0.382477,0.022817,0.013527,0.007478,0.000163,0.000006,-0.000001,-0,0,-0.028865,0.195165,0.036019,0.000438,0.026232,0.002547,0,9,2.4,2,3.488889,NotSpot
4,3.105581,0.712048,0.412604,0.342654,0.04719,0.137884,-0.224408,-3.451872,8.507159,-1.467306,0.583386,0.463884,0.147488,0.318033,0.10929,0,5,3.428571,4,2.619048,2.33024,-0.775342,0.165036,0.057497,0.044502,0.006975,-0.000899,-0.000231,0.000055,0.000059,-0.267035,0.455878,0.167288,0.015895,0.082874,0.032199,0,8,3.424242,3,2.751894,1.950952,-1.154629,-0.379288,0.0203,0.009781,0.007424,0.000205,0.000004,-0.000001,-0,0,-0.022657,0.202597,0.038616,0.000369,0.027181,0.002142,0,9,2.123404,2,3.373595,NotSpot
3,2.779647,0.842903,0.419842,0.258923,0.004121,-0.006964,0.491148,-3.983932,-14.232986,-1.521668,0.697809,0.470383,0.200102,0.274033,0.113147,3,6,3.857143,4,1.142857,2.047205,-0.732442,0.160079,0.055579,0.019412,0.003752,-0.000686,-0.000211,0.000195,-0.000093,-0.23507,0.464324,0.168714,0.014873,0.07885,0.029298,0,8,2.848485,3,3.320076,1.752496,-1.027151,-0.294709,0.017793,0.008764,0.004998,0.000263,0.000003,-0.000001,-0,0,-0.014027,0.204485,0.03923,0.00029,0.027122,0.001756,0,9,1.910638,2,3.389416,NotSpot
6,2.069402,0.841608,0.189001,0.127643,0.010155,-0.385914,-0.06702,8.703994,6.641296,-1.158252,0.915729,0.486803,0.157852,0.228086,0.1092,0,6,2.571429,2,3.952381,1.68541,-0.383991,0.133554,0.045088,0.034413,-0.000477,-0.000126,-0.000018,0.000255,-0.00008,-0.144229,0.453273,0.159485,0.010934,0.073232,0.024642,0,6,1.878788,2,2.547348,1.547423,-0.521979,-0.137987,0.015009,0.012698,0.001505,0.00034,0.000003,-0,-0,-0,-0.003816,0.199377,0.037354,0.000208,0.025949,0.001429,0,9,1.634043,1,2.985161,NotSpot
1,1.240508,0.558127,0.431519,0.059084,-0.045058,0.0534,-0.129125,-3.216048,-7.36132,-0.067524,0.779236,0.366517,0.088332,0.183071,0.097398,0,6,1.571429,1,4.952381,1.30619,0.065683,0.102501,0.084173,0.024848,-0.003901,0.000415,0.000289,-0.000036,-0.000039,-0.043176,0.398903,0.130508,0.006916,0.065285,0.019431,0,6,1.151515,1,1.882576,1.346042,0.105534,0.039852,0.018446,0.011817,0.000184,0.000429,0.000002,0,-0,-0,0.006813,0.186877,0.033066,0.000133,0.02373,0.001204,0,8,1.353191,1,2.400364,NotSpot
0,0.732779,0.421406,0.239283,0.191218,-0.095971,0.234355,-0.172999,-5.194544,14.816352,0.373342,0.346302,0.182846,0.039947,0.141396,0.080225,0,2,0.714286,1,0.571429,0.976259,0.24348,0.104308,0.076415,0.006457,-0.005038,0.000571,0.000408,-0.000311,-0.000102,0.021436,0.311117,0.089171,0.00413,0.055183,0.014586,0,6,0.818182,0,1.528409,1.15845,0.42567,0.18219,0.023754,0.008333,0.001259,0.000521,0.000002,0,0,-0,0.016679,0.16777,0.02704,0.000074,0.020694,0.001134,0,6,0.965957,1,1.494563,NotSpot
