@relation segment

@attribute original numeric
@attribute Gaussian_blur_1.0 numeric
@attribute Hessian_largest_1.0_true numeric
@attribute Hessian_middle_1.0_true numeric
@attribute Hessian_smallest_1.0_true numeric
@attribute Derivatives_1_1_1_1.0 numeric
@attribute Derivatives_2_2_2_1.0 numeric
@attribute Derivatives_3_3_3_1.0 numeric
@attribute Derivatives_4_4_4_1.0 numeric
@attribute Derivatives_5_5_5_1.0 numeric
@attribute Laplacian_1.0 numeric
@attribute Edges_1.0 numeric
@attribute Structure_largest_1.0_1.0 numeric
@attribute Structure_smallest_1.0_1.0 numeric
@attribute Structure_largest_1.0_3.0 numeric
@attribute Structure_smallest_1.0_3.0 numeric
@attribute Variance_1.0 numeric
@attribute Gaussian_blur_2.0 numeric
@attribute Difference_of_Gaussian_1.0_2.0 numeric
@attribute Hessian_largest_2.0_true numeric
@attribute Hessian_middle_2.0_true numeric
@attribute Hessian_smallest_2.0_true numeric
@attribute Derivatives_1_1_1_2.0 numeric
@attribute Derivatives_2_2_2_2.0 numeric
@attribute Derivatives_3_3_3_2.0 numeric
@attribute Derivatives_4_4_4_2.0 numeric
@attribute Derivatives_5_5_5_2.0 numeric
@attribute Laplacian_2.0 numeric
@attribute Edges_2.0 numeric
@attribute Structure_largest_2.0_1.0 numeric
@attribute Structure_smallest_2.0_1.0 numeric
@attribute Structure_largest_2.0_3.0 numeric
@attribute Structure_smallest_2.0_3.0 numeric
@attribute Variance_2.0 numeric
@attribute Gaussian_blur_4.0 numeric
@attribute Difference_of_Gaussian_1.0_4.0 numeric
@attribute Difference_of_Gaussian_2.0_4.0 numeric
@attribute Hessian_largest_4.0_true numeric
@attribute Hessian_middle_4.0_true numeric
@attribute Hessian_smallest_4.0_true numeric
@attribute Derivatives_1_1_1_4.0 numeric
@attribute Derivatives_2_2_2_4.0 numeric
@attribute Derivatives_3_3_3_4.0 numeric
@attribute Derivatives_4_4_4_4.0 numeric
@attribute Derivatives_5_5_5_4.0 numeric
@attribute Laplacian_4.0 numeric
@attribute Edges_4.0 numeric
@attribute Structure_largest_4.0_1.0 numeric
@attribute Structure_smallest_4.0_1.0 numeric
@attribute Structure_largest_4.0_3.0 numeric
@attribute Structure_smallest_4.0_3.0 numeric
@attribute Variance_4.0 numeric
@attribute class {Spot,NotSpot}

@data
70,29.952986,13.040263,6.315712,2.727359,0.103717,-2.255157,-0.83747,33.79018,102.111092,-22.083334,11.970812,51.812691,40.036549,11.683299,7.650325,494.285706,16.870834,-13.082151,1.825106,1.161752,0.871271,0.004189,-0.027831,-0.000929,0.003254,0.000457,-3.858129,2.437878,3.688041,1.737616,1.223688,0.994037,455.335236,9.79467,-20.158316,-7.076164,0.140983,0.125019,0.104337,0.00032,-0.000282,-0,0.000001,-0,-0.37034,0.206868,0.049645,0.013422,0.074397,0.031342,201.237961,Spot
39,27.4298,9.028708,3.611016,0.574669,-0.718459,0.472736,3.484002,1.101425,-47.532543,-12.065054,13.14239,64.890221,26.771019,11.942099,7.535385,470.333344,16.955856,-10.473944,1.732017,1.09544,0.942492,-0.010627,-0.016052,0.001713,-0.002487,-0.002466,-3.769949,2.501009,3.928927,1.525528,1.248524,0.973812,465.683716,9.849018,-17.580782,-7.106838,0.135994,0.130875,0.109892,0.000179,-0.000277,0,0.000001,-0,-0.37676,0.171882,0.03788,0.014456,0.070593,0.032451,201.616547,Spot
8,18.078466,7.160415,3.071126,0.195311,-0.650976,1.752897,1.363117,-26.53499,-60.66011,3.893978,11.123318,65.274498,11.007013,11.263313,6.763889,131.904755,15.397629,-2.680838,1.282146,0.826969,0.32209,-0.017592,0.00404,0.002296,-0.005345,-0.001725,-2.431206,2.992042,5.061551,0.995263,1.217451,0.887194,243.501892,9.771458,-8.307009,-5.626171,0.129746,0.118835,0.101007,0.000053,-0.000225,0,0.000001,-0,-0.349588,0.218607,0.050402,0.012744,0.069899,0.031123,205.635818,Spot
51,35.41959,14.285705,7.237854,5.326825,0.633744,-0.636734,-1.418051,-37.975178,-48.724037,-26.850384,10.251112,59.155231,40.057842,12.606744,7.973081,555.333313,18.105122,-17.314468,2.033663,1.494425,1.301655,-0.007868,-0.046944,-0.001255,0.007292,0.001659,-4.829743,1.791433,2.852746,1.870176,1.306932,1.002148,383.517059,9.891213,-25.528378,-8.213908,0.146835,0.125728,0.122274,0.000098,-0.000325,0,0.000002,-0,-0.394837,0.149147,0.037871,0.013632,0.075261,0.032356,199.400391,Spot
48,34.590977,12.696716,5.351367,3.234766,1.118305,0.218453,-4.007205,12.541472,52.872131,-21.28285,11.095034,65.933762,31.536884,12.818743,7.929748,242.285721,18.34441,-16.246567,2.028657,1.612588,1.274755,0.00668,-0.040884,-0.003445,0.003023,0.004413,-4.915999,1.608482,2.788718,1.648995,1.312964,1.002405,425.257568,9.949607,-24.641369,-8.394803,0.142824,0.135689,0.124207,0.000269,-0.000325,-0,0.000001,-0,-0.40272,0.077774,0.023381,0.015199,0.071073,0.033562,197.930145,Spot
19,23.72641,3.868226,3.757413,1.999943,0.317989,1.156061,0.443891,16.058285,-20.632811,-2.110756,13.670746,74.336609,14.843114,12.03251,7.185501,222.571426,16.679691,-7.046719,1.402107,1.230756,0.796705,0.019502,-0.013531,-0.003018,-0.003049,0.002643,-3.429568,2.707295,4.415646,1.128891,1.261594,0.932619,314.280304,9.870975,-13.855435,-6.808717,0.135698,0.121387,0.117997,0.000435,-0.00027,-0.000001,0.000001,0,-0.375083,0.162804,0.036615,0.014055,0.070065,0.032424,201.743469,Spot
54,34.157234,11.790516,8.069613,4.91522,0.424321,-0.626642,0.225352,4.735213,-62.168972,-24.775349,11.348761,66.620552,31.088594,12.463487,7.690241,172.904755,17.782085,-16.375149,1.83559,1.589478,1.193451,-0.017191,-0.04488,-0.000481,0.006205,0.001195,-4.618519,2.045702,3.326813,1.363876,1.297957,0.961982,423.933716,9.865385,-24.291849,-7.9167,0.146363,0.128521,0.112631,-0.000094,-0.000314,0.000001,0.000001,-0,-0.387515,0.172904,0.04444,0.013345,0.077877,0.031804,199.524536,Spot
58,36.607639,14.970528,9.375304,4.876001,1.542219,-0.739128,-5.108081,-12.522352,62.296772,-29.221832,7.227894,56.33234,32.092976,12.608047,7.713977,163.952377,18.184494,-18.423145,2.093158,1.634258,1.194832,0.01932,-0.049376,-0.005241,0.007698,0.005852,-4.922248,1.5747,2.238006,1.969999,1.28544,0.98042,338.710236,9.925914,-26.681725,-8.25858,0.145658,0.134247,0.116432,0.00035,-0.000318,-0.000001,0.000001,0,-0.396337,0.113349,0.030312,0.014487,0.073743,0.032921,200.655792,Spot
31,27.569891,7.609604,5.586168,0.871056,0.829693,-0.429699,-1.403209,-12.600991,84.835381,-14.066828,12.899136,64.709595,17.413874,11.77927,7.052334,351.476196,16.697422,-10.872469,1.603764,1.320806,0.709436,0.046512,-0.027333,-0.005375,0.002639,0.003411,-3.634006,2.515352,3.89732,1.267313,1.218796,0.929426,371.738647,9.851248,-17.718643,-6.846174,0.138124,0.126122,0.106006,0.000769,-0.000268,-0.000002,0.000001,0,-0.370252,0.175542,0.040313,0.014045,0.072313,0.031974,202.633911,Spot
57,26.723188,8.751657,6.57993,1.20331,-0.055809,-0.718418,-3.346342,25.390331,171.217499,-16.534897,13.466282,65.832695,20.578135,11.299134,6.848155,595.904785,16.022648,-10.700541,1.463786,1.296853,0.56073,-0.024767,-0.022713,0.001378,0.001236,-0.000444,-3.32137,2.724531,4.366739,1.136016,1.205063,0.876606,405.530304,9.72106,-17.002129,-6.301588,0.139553,0.122051,0.088481,-0.000266,-0.000252,0.000001,0.000001,-0,-0.350085,0.249165,0.066391,0.011893,0.081565,0.029673,200.993591,Spot
69,31.025949,11.873297,10.08798,4.920887,0.744329,-2.917883,1.139081,9.617893,-74.846596,-26.882166,10.577746,49.06863,32.182056,11.366047,6.9282,375.285706,16.519787,-14.506163,1.754652,1.342662,0.653785,0.022376,-0.034306,-0.002863,0.00671,0.001515,-3.751099,2.404421,3.500733,1.569321,1.172917,0.915322,336.121216,9.781635,-21.244314,-6.738152,0.140447,0.125791,0.092941,0.000378,-0.000259,-0.000001,0.000001,0,-0.359179,0.215571,0.053482,0.012831,0.077776,0.030637,202.204193,Spot
61,25.627453,10.547713,7.494948,0.705158,0.581965,-2.241501,4.026973,11.146047,-149.45105,-18.747818,11.285176,46.561836,26.349091,10.563841,6.398426,455.285706,15.420922,-10.206531,1.534721,1.123753,0.2409,0.057292,-0.02636,-0.004153,0.005652,0.001081,-2.899374,2.612244,3.948248,1.270143,1.093848,0.887765,351.984863,9.71559,-15.911863,-5.705333,0.134318,0.120229,0.081876,0.000985,-0.000223,-0.000003,0.000001,0,-0.336422,0.240968,0.059616,0.012559,0.075933,0.029852,199.472855,Spot
17,13.182329,6.311487,3.224864,0.684543,0.519212,0.286889,-1.220988,28.946272,13.153043,2.40208,6.779886,28.932602,7.96353,4.959576,3.80172,13.571428,12.167206,-1.015123,0.800088,0.558914,0.217218,0.025021,0.005439,-0.001634,-0.003753,0.000539,-1.141784,2.066872,2.504695,0.420442,0.501686,0.460639,112.791664,9.183888,-3.998441,-2.983317,0.107923,0.084393,0.042575,0.000207,-0.000091,-0.000001,0,0,-0.234891,0.294188,0.082239,0.007022,0.078448,0.017045,122.384941,Spot
16,13.924402,6.236536,3.889071,2.635334,-0.130534,0.104332,-0.645403,-6.927546,79.091072,-0.28787,6.908253,28.870947,7.435212,5.550003,3.58078,58.619049,12.174576,-1.749826,0.768294,0.626329,0.290887,-0.000403,0.000176,0.000275,-0.000797,-0.001647,-1.103736,2.167909,2.837458,0.372507,0.645966,0.466069,135.1875,9.222416,-4.701986,-2.95216,0.107176,0.082041,0.047469,-0.000184,-0.0001,-0,0,0,-0.236685,0.300575,0.086077,0.006458,0.081014,0.016794,126.238663,Spot
29,20.813517,7.131628,5.112726,2.659838,0.147136,-0.738758,1.703793,-2.188343,-88.531265,-9.584516,11.208339,39.230602,17.124603,6.197068,4.188491,418.142853,13.746096,-7.067421,1.084833,0.855892,0.281679,0.00736,-0.012624,-0.001827,0.002161,0.001956,-2.222404,2.129007,2.630789,0.62938,0.667503,0.52575,392.876892,9.370994,-11.442523,-4.375102,0.115055,0.091353,0.066807,-0.000069,-0.000148,-0.000001,0,0,-0.273215,0.265371,0.071467,0.007543,0.079187,0.018551,126.777512,Spot
39,24.965933,10.150933,5.011494,1.600136,1.100146,-0.95888,-3.022091,33.713654,12.389312,-16.762562,11.593732,39.423508,24.470547,6.398949,4.451851,460.666656,14.493841,-10.472092,1.265306,0.954608,0.582465,0.014301,-0.019963,-0.00312,0.003169,0.004399,-2.80238,1.90292,2.195016,0.82454,0.655216,0.550174,425.604156,9.431536,-15.534397,-5.062305,0.11847,0.097261,0.073823,0.000069,-0.000172,-0.000001,0.000001,0,-0.289554,0.243522,0.06321,0.00809,0.077834,0.019626,125.969269,Spot
10,21.205576,7.166209,2.812135,2.798934,0.607022,0.869678,-2.252869,-38.597813,83.344017,-7.153008,11.580786,40.444614,17.902521,6.118458,4.291825,277.142853,14.060676,-7.1449,1.162572,0.87151,0.386788,0.014796,-0.015872,-0.001347,0.001068,0.001468,-2.420869,1.988228,2.278221,0.736463,0.617315,0.533512,410.267059,9.395918,-11.809658,-4.664758,0.117342,0.09688,0.068337,0.000206,-0.000166,-0.000001,0.000001,0,-0.282558,0.250765,0.065329,0.008076,0.077379,0.01973,123.091866,Spot
6,14.408003,6.66774,2.794729,1.115967,-0.754277,1.081781,4.645116,7.008379,-91.655258,2.757043,7.763242,31.479544,8.052157,5.418575,3.754002,6.904762,12.702578,-1.705425,0.881909,0.637698,0.133288,0.008627,-0.004442,0.001799,-0.001298,-0.003386,-1.386318,2.070878,2.47635,0.482042,0.566333,0.480233,171.246216,9.270115,-5.137888,-3.432463,0.112199,0.090685,0.051641,0.000321,-0.000132,-0.000001,0,0,-0.254526,0.278605,0.075591,0.00751,0.077661,0.018834,123.253769,Spot
15,16.484348,5.680338,4.017763,3.800195,-0.317076,0.948663,3.816918,-20.18495,-141.137756,-2.137619,9.146378,36.681236,7.48027,6.279752,3.921222,417.285706,13.220255,-3.264093,0.839478,0.743487,0.055447,-0.010435,-0.000558,0.001255,-0.003024,-0.001464,-1.638413,2.294827,3.057068,0.442786,0.715773,0.520063,244.939392,9.355882,-7.128467,-3.864373,0.113399,0.086528,0.067152,-0.000367,-0.000145,0,0,-0,-0.26708,0.276245,0.076299,0.007138,0.080421,0.018243,146.250885,Spot
65,27.119877,9.824369,7.812759,3.961294,-0.520246,-2.349653,-0.89786,40.191326,57.461746,-21.598423,10.795735,41.723694,18.675095,7.017319,4.553544,511.809509,15.134641,-11.985236,1.23546,1.056222,0.825909,-0.0119,-0.025229,0.002451,0.003999,-0.001574,-3.117591,1.806201,2.270549,0.725061,0.745184,0.587296,413.693176,9.514319,-17.605556,-5.620321,0.121847,0.097017,0.088595,-0.000232,-0.000207,0,0.000001,-0,-0.307458,0.221735,0.057243,0.008369,0.078298,0.020348,143.491516,Spot
73,33.40704,14.86254,12.470797,7.99086,0.041606,-2.887695,-2.861859,-7.994222,104.244774,-35.324196,3.621145,36.525047,27.474863,7.249312,4.812249,244.619049,15.995543,-17.411497,1.568198,1.232973,1.043135,-0.005857,-0.039469,0.001274,0.008478,-0.000107,-3.844307,1.045071,1.337124,1.058134,0.74122,0.614868,372.121216,9.576677,-23.830362,-6.418865,0.125334,0.106563,0.092762,-0.000057,-0.000234,-0,0.000001,-0,-0.324659,0.187918,0.047273,0.008981,0.076866,0.021614,146.077454,Spot
47,28.114918,10.100239,7.380865,3.777666,0.418803,-0.708917,1.410461,3.404024,-127.034805,-21.25877,10.75156,41.591904,21.090698,6.9269,4.624515,643.952393,15.391467,-12.723451,1.343517,1.125766,0.837137,0.00353,-0.031636,-0.000539,0.005576,0.000957,-3.30642,1.558069,1.786484,0.853969,0.709077,0.595741,430.666656,9.534516,-18.580402,-5.856951,0.123808,0.105462,0.086135,0.000132,-0.000221,-0.000001,0.000001,-0,-0.315405,0.204721,0.051165,0.008973,0.076598,0.021742,137.203918,Spot
11,18.028227,5.053472,4.884391,2.62963,0.309621,1.434535,-0.702841,-19.6458,46.558273,-2.798712,9.828542,36.9002,10.904536,6.121033,4.043252,232.952377,13.670791,-4.357436,0.968946,0.798107,0.167069,0.009947,-0.009152,-0.001122,-0.001205,0.000826,-1.934122,2.113076,2.551597,0.542065,0.654865,0.534325,280.320068,9.394903,-8.633324,-4.275887,0.117956,0.097098,0.067514,0.000306,-0.000171,-0.000001,0.000001,-0,-0.282568,0.252689,0.065999,0.008347,0.077287,0.020744,135.516693,Spot
14,15.955601,5.45551,2.99193,0.770682,-0.179337,-0.041532,-0.67418,18.064306,-12.024307,1.692899,8.616037,36.766281,6.985441,6.543466,4.028261,65.476189,13.663595,-2.292006,0.890077,0.632834,0.266437,-0.0205,-0.001279,0.001792,-0.00182,-0.000196,-1.789348,2.293361,3.05969,0.488243,0.745054,0.545075,148.14772,9.408579,-6.547022,-4.255016,0.116151,0.08876,0.075596,-0.000517,-0.00017,0.000001,0.000001,-0,-0.280507,0.263001,0.0716,0.007512,0.080164,0.019054,152.348526,Spot
30,25.671066,6.906663,5.487774,0.436492,-1.117036,0.253231,0.264461,-10.022959,71.470711,-11.957945,10.260695,39.962566,15.29372,7.307488,4.661203,356.476196,15.656418,-10.014648,1.279871,1.187023,0.858563,-0.02802,-0.024712,0.005162,0.001549,-0.004174,-3.325457,1.531873,2.044777,0.759498,0.779352,0.616018,401.251892,9.568752,-16.102314,-6.087666,0.124722,0.102516,0.094657,-0.000392,-0.000235,0.000001,0.000001,-0,-0.321895,0.198574,0.051185,0.008907,0.078056,0.02133,148.48735,Spot
35,31.20676,12.553748,7.987427,2.467335,-1.225756,0.575794,4.300142,-28.458715,-90.645073,-23.008511,6.215606,35.245502,20.403429,7.546911,4.911084,326.238098,16.473944,-14.732817,1.678672,1.339788,0.990142,-0.021955,-0.037807,0.004417,0.004579,-0.004281,-4.008602,0.101457,1.339074,0.879728,0.782929,0.644685,369.022736,9.628813,-21.577948,-6.845131,0.128166,0.111863,0.098424,-0.000212,-0.000263,0,0.000001,-0,-0.338453,0.160096,0.04154,0.009731,0.076752,0.022654,144.20726,Spot
39,26.509005,9.436842,3.468009,2.12589,0.116294,-1.278885,0.102475,18.394344,-5.53446,-15.030741,10.287474,39.625175,18.012852,7.209026,4.708846,146.952377,15.727568,-10.781437,1.236643,1.211442,0.912079,-0.005036,-0.029871,0.000064,0.004063,0.000443,-3.360164,1.464411,1.894732,0.767302,0.758768,0.622794,403.689392,9.580611,-16.928394,-6.146956,0.126378,0.106303,0.094381,-0,-0.000243,-0,0.000001,-0,-0.327061,0.187204,0.047297,0.009705,0.076711,0.02275,145.57785,Spot
20,17.468801,5.119298,4.704085,2.094236,1.041532,-1.010929,-3.808297,20.474276,53.696091,-2.509449,8.993046,35.680416,9.652931,6.366379,4.110706,116.952377,13.837915,-3.630886,0.915262,0.727326,0.251583,0.011861,-0.008362,-0.003498,0.000356,0.004399,-1.894171,2.193326,2.777696,0.509451,0.70782,0.555995,188.683716,9.432109,-8.036693,-4.405807,0.120048,0.094987,0.076059,0.000212,-0.000184,-0.000001,0.000001,-0,-0.291094,0.247483,0.064764,0.008861,0.077672,0.02168,146.010818,Spot
10,15.145811,3.496017,1.640039,1.409132,0.071431,-0.79827,-4.213891,17.845581,143.416702,3.26511,6.934474,29.57966,5.269163,6.285021,3.843143,14.571428,13.485585,-1.660226,0.845438,0.693953,0.141821,-0.022866,-0.003293,0.000993,0.000616,0.000789,-1.681213,2.18575,2.853332,0.452841,0.725079,0.536181,90.496216,9.373584,-5.772227,-4.112001,0.115095,0.091927,0.067404,-0.000599,-0.000168,0.000001,0,-0,-0.274426,0.270156,0.074273,0.007395,0.080351,0.018997,151.423904,Spot
10,22.543633,6.111062,4.649608,2.754205,-0.906821,1.390821,3.846104,-32.576946,-143.14032,-4.215658,6.81937,30.472843,11.598356,7.009526,4.43684,102.904762,15.297438,-7.246195,1.338217,1.137093,0.537695,-0.032464,-0.017318,0.003677,-0.001146,-0.00261,-3.013004,1.521961,1.862344,0.702167,0.760082,0.60625,275.246216,9.527162,-13.016471,-5.770276,0.123292,0.105771,0.084752,-0.000513,-0.000229,0.000001,0.000001,-0,-0.313814,0.215459,0.055937,0.008849,0.078582,0.021272,149.100281,Spot
21,25.550686,9.32461,6.178989,5.431076,-1.253005,1.96694,3.930821,14.651062,-41.267899,-8.576696,4.276381,26.961977,15.818115,7.236275,4.665561,185.619049,15.931662,-9.619024,1.579927,1.239561,0.670118,-0.028439,-0.022945,0.003753,-0.001834,-0.003431,-3.489606,0.967297,1.313325,0.864891,0.771153,0.633178,309.551147,9.581214,-15.969472,-6.350448,0.12651,0.110332,0.091497,-0.000361,-0.000251,0.000001,0.000001,-0,-0.328339,0.188519,0.048438,0.009699,0.077593,0.022543,146.473404,Spot
16,20.725176,5.469701,4.886528,0.749282,-0.006273,0.353579,-4.082723,-0.621735,176.115921,-1.332454,8.450872,33.39587,12.392167,6.914417,4.465451,110.571426,15.089633,-5.635543,1.13708,1.015077,0.615963,-0.010968,-0.015674,0.000487,-0.000776,0.000126,-2.768119,1.797048,2.24574,0.68512,0.758768,0.608493,260.916656,9.528444,-11.196732,-5.561189,0.124578,0.099578,0.091148,-0.000161,-0.000229,0,0.000001,-0,-0.315304,0.215643,0.055663,0.009569,0.077765,0.022589,148.978363,Spot
6,15.506315,2.604982,1.943882,1.200104,0.319048,0.987778,-0.432385,-13.989827,-34.380901,-0.539003,6.752388,21.845722,3.822173,5.574119,3.397801,134.904755,12.816062,-2.690253,0.781123,0.726895,0.044227,-0.014558,-0.005199,-0.000982,0.001194,0.001339,-1.463792,1.990539,2.470426,0.37012,0.658552,0.496501,101.314392,9.256191,-6.250124,-3.559871,0.110412,0.090296,0.049474,-0.000601,-0.000142,0.000001,0,-0,-0.250183,0.291641,0.082644,0.006748,0.080715,0.018017,133.371292,Spot
38,22.323626,6.93445,3.859869,1.943553,0.233834,-0.232346,-2.069811,29.522959,55.253559,-12.737871,5.63501,21.25462,8.675003,6.206944,3.913373,194.142853,14.280739,-8.042887,1.256983,0.957508,0.262412,-0.025077,-0.0107,-0.000279,-0.000515,0.00187,-2.476902,1.618854,1.755358,0.76824,0.69049,0.561893,193.905304,9.395646,-12.927979,-4.885093,0.117814,0.101512,0.065592,-0.000571,-0.000189,0.000001,0.000001,-0,-0.284918,0.2572,0.069281,0.00812,0.07952,0.020145,145.122879,Spot
43,23.897556,8.587951,5.548243,2.260717,-0.503746,-1.188927,-0.439937,-18.75942,48.127174,-16.396912,3.978233,20.818443,10.782362,6.40765,4.106867,347.666656,14.67276,-9.224796,1.331439,1.022444,0.357433,-0.026818,-0.009297,0.001073,-0.002413,0.000428,-2.711317,1.525291,1.648246,0.827285,0.710319,0.583499,183.609848,9.440733,-14.456823,-5.232027,0.120597,0.103009,0.072752,-0.000475,-0.000203,0.000001,0.000001,-0,-0.296358,0.244744,0.064954,0.00883,0.078938,0.021296,145.715195,Spot
13,18.080494,4.387912,0.766348,0.180622,-0.5653,0.594069,3.024515,5.48131,-132.225708,-3.440942,7.581248,25.917429,7.434879,6.130294,3.922974,143.333328,13.808133,-4.272361,0.927621,0.822076,0.230651,-0.015987,-0.002315,0.00124,-0.002692,-0.001072,-1.980347,2.021842,2.551676,0.506571,0.712876,0.555806,213.814392,9.385456,-8.695038,-4.422677,0.118579,0.092938,0.070916,-0.000319,-0.000181,0.000001,0.000001,-0,-0.282433,0.265552,0.072318,0.008641,0.079239,0.021317,145.732544,Spot
8,14.406146,3.101662,2.878493,1.224155,0.420243,1.085688,1.810207,-25.031303,-67.188797,-1.447325,5.775998,15.078966,4.467031,4.574032,2.790655,56.333332,11.809025,-2.597121,0.753242,0.576627,0.211385,-0.00122,-0.004586,-0.002452,0.000611,0.001278,-1.118483,1.749312,2.003106,0.351233,0.558305,0.436474,124.070076,9.072779,-5.333367,-2.736246,0.10277,0.08339,0.026291,-0.000531,-0.000099,0,0,-0,-0.212451,0.312889,0.091861,0.005672,0.080732,0.016234,78.323349,Spot
27,19.608181,6.509803,4.339089,0.968946,0.950083,-0.385799,-4.184716,-13.321207,72.499504,-11.817839,6.380128,14.536573,10.130612,5.086134,3.203873,246.571426,12.861851,-6.74633,1.039235,0.738054,0.016224,-0.012959,-0.004408,-0.002676,0.0012,0.003901,-1.793512,1.675819,1.798916,0.614785,0.58481,0.495208,202.734848,9.192551,-10.41563,-3.6693,0.109109,0.091802,0.039807,-0.000563,-0.000127,0.000001,0,-0,-0.240717,0.29694,0.084697,0.00686,0.080192,0.018122,95.039734,Spot
54,20.574635,7.344046,5.58244,2.901629,0.09636,-2.082323,-2.106228,45.341255,-0.926658,-15.828115,6.312928,16.925354,9.072645,5.255274,3.352998,228.571426,13.03419,-7.540444,1.011896,0.766851,0.07386,-0.021388,-0.000036,-0.000459,0.000201,0.002257,-1.852607,1.761466,2.006694,0.555544,0.616635,0.505738,198.734848,9.227023,-11.347611,-3.807167,0.111334,0.091734,0.045511,-0.000536,-0.000132,0.000001,0,-0,-0.248579,0.294101,0.083488,0.007397,0.079999,0.019135,98.742889,Spot
22,15.81231,4.385471,3.611759,1.781518,-0.878405,-0.426095,3.46014,-25.383896,-43.451595,-6.215713,6.976657,19.591923,4.327822,5.040806,3.194312,232.571426,12.240968,-3.571342,0.688098,0.634022,0.100363,-0.019132,0.004812,0.001896,-0.001453,-0.001922,-1.221757,1.991594,2.515581,0.315665,0.633882,0.475198,194.479172,9.171751,-6.640559,-3.069217,0.109293,0.083364,0.042026,-0.000443,-0.000113,0.000001,0,-0,-0.234684,0.308211,0.089577,0.007233,0.080309,0.019181,90.779182,Spot
16,11.759621,3.079488,2.448699,1.071321,0.10145,-1.172014,1.656111,22.764174,3.318399,-0.440532,3.671354,9.515572,3.17221,3.481181,2.144383,11.142858,10.655248,-1.104373,0.61161,0.417984,0.373278,0.008626,-0.001526,-0.001981,0.00038,0.000138,-0.656315,1.446826,1.485578,0.253164,0.443229,0.369702,37.460228,8.846885,-2.912736,-1.808363,0.093255,0.072763,0.002003,-0.000416,-0.00005,-0,-0,-0,-0.168021,0.322452,0.096566,0.004767,0.079828,0.013925,58.905735,Spot
15,13.927037,3.235608,3.02452,2.237666,0.460639,-0.049774,0.893046,1.06106,-51.933617,-2.448754,5.690629,12.909144,5.191108,3.867545,2.450063,47.142857,11.308385,-2.618652,0.749045,0.517621,0.253097,-0.002893,0.003693,-0.001886,0.000801,0.001075,-1.013569,1.562409,1.625466,0.360495,0.464676,0.420144,104.945076,8.943931,-4.983107,-2.364454,0.098404,0.078702,0.011925,-0.000499,-0.000058,0,-0,-0,-0.189031,0.319309,0.094822,0.005486,0.079881,0.01554,59.048668,Spot
16,14.09403,3.372286,2.885823,2.767589,0.134029,0.676499,-1.765006,-16.847227,0.737186,-3.254052,6.308918,14.606331,4.90889,4.005777,2.552016,286.619049,11.320961,-2.773069,0.690142,0.518404,0.229298,-0.014376,0.008082,-0.000174,0.000339,0.000771,-0.979248,1.684137,1.872761,0.307167,0.512231,0.411507,117.558716,8.967504,-5.126527,-2.353457,0.100037,0.077864,0.015473,-0.000537,-0.000054,0.000001,-0,-0,-0.193374,0.321583,0.095803,0.005845,0.07998,0.016432,61.824081,Spot
7,10.309548,4.558679,1.183388,0.629596,0.128326,-0.236755,0.842827,7.657054,-103.968704,4.004887,4.206609,23.613247,3.119988,6.316626,4.660851,14.809524,11.650819,1.34127,0.653066,0.630349,0.405938,-0.008014,0.0111,0.000824,-0.001099,-0.000742,-0.38322,2.313745,3.497981,0.337893,0.739152,0.526806,23.314394,9.38257,-0.926978,-2.268249,0.113145,0.078904,0.037019,-0.000381,-0.000093,0.000001,-0,0,-0.229068,0.357509,0.120113,0.006984,0.106029,0.018112,130.829895,Spot
21,21.186153,6.563527,4.107032,2.244493,0.522767,1.479824,-0.871955,-1.9159,-20.627373,-4.700988,11.308886,50.858913,17.480867,8.350664,6.37199,185.238098,15.055625,-6.130528,1.283092,0.958819,0.394058,0.000264,-0.004293,-0.002026,-0.004411,0.002525,-2.635968,2.529477,3.595845,0.92665,0.839267,0.702584,333.257568,9.713105,-11.473048,-5.34252,0.131155,0.096564,0.075961,0.000591,-0.000217,0,0.000001,0,-0.30368,0.300521,0.094297,0.009245,0.108324,0.021874,175.258057,Spot
6,14.87228,7.074776,2.274941,0.297571,0.921196,0.797739,-3.215645,-0.826074,129.257141,4.502263,8.756252,45.517834,8.383108,7.809613,5.72187,37.619049,13.695822,-1.176458,1.01458,0.701914,0.118264,0.005073,0.00302,-0.003039,-0.003526,0.002307,-1.59823,2.657811,3.986339,0.660514,0.821207,0.639509,148.416672,9.621025,-5.251255,-4.074797,0.123859,0.092968,0.062693,0.000116,-0.000174,-0,0.000001,0,-0.27952,0.319341,0.101397,0.008407,0.105611,0.020371,177.766602,Spot
41,33.107807,12.700274,8.691152,2.646428,-0.054089,-0.205042,-1.608387,-18.349899,68.213058,-24.037853,10.406713,44.900291,38.52438,9.560238,7.191112,296.476196,17.18675,-15.921057,1.783269,1.401039,1.217585,-0.008857,-0.040838,0.000213,0.005249,0.000398,-4.401894,1.617196,2.140148,1.532057,0.912443,0.778939,393.041656,9.889324,-23.218483,-7.297426,0.142121,0.10263,0.08948,0.002091,-0.000294,0.000001,0.000001,0,-0.334231,0.252236,0.077736,0.010168,0.112936,0.02496,172.153793,Spot
