@relation segment

@attribute original numeric
@attribute Gaussian_blur_1.0 numeric
@attribute Hessian_largest_1.0_true numeric
@attribute Hessian_middle_1.0_true numeric
@attribute Hessian_smallest_1.0_true numeric
@attribute Laplacian_1.0 numeric
@attribute Edges_1.0 numeric
@attribute Gaussian_blur_2.0 numeric
@attribute Difference_of_Gaussian_1.0_2.0 numeric
@attribute Hessian_largest_2.0_true numeric
@attribute Hessian_middle_2.0_true numeric
@attribute Hessian_smallest_2.0_true numeric
@attribute Laplacian_2.0 numeric
@attribute Edges_2.0 numeric
@attribute Gaussian_blur_4.0 numeric
@attribute Difference_of_Gaussian_1.0_4.0 numeric
@attribute Difference_of_Gaussian_2.0_4.0 numeric
@attribute Hessian_largest_4.0_true numeric
@attribute Hessian_middle_4.0_true numeric
@attribute Hessian_smallest_4.0_true numeric
@attribute Laplacian_4.0 numeric
@attribute Edges_4.0 numeric
@attribute Gaussian_blur_8.0 numeric
@attribute Difference_of_Gaussian_1.0_8.0 numeric
@attribute Difference_of_Gaussian_2.0_8.0 numeric
@attribute Difference_of_Gaussian_4.0_8.0 numeric
@attribute Hessian_largest_8.0_true numeric
@attribute Hessian_middle_8.0_true numeric
@attribute Hessian_smallest_8.0_true numeric
@attribute Laplacian_8.0 numeric
@attribute Edges_8.0 numeric
@attribute class {Spot,NotSpot}

@data
38,37.719833,15.35769,11.693484,5.779022,-21.272152,23.128353,19.821613,-17.89822,2.427573,2.011308,1.286371,-5.725253,3.514758,9.891258,-27.828575,-9.930355,0.177814,0.156237,0.132335,-0.466386,0.223316,7.369116,-30.350718,-12.452497,-2.522142,0.020386,0.006888,0.006331,-0.033605,0.035558,Spot
13,20.118299,12.152941,6.609037,3.561659,1.982244,13.950672,16.290836,-3.827463,1.740465,1.378583,0.259526,-2.859521,4.013865,9.639486,-10.478813,-6.65135,0.166182,0.14272,0.09216,-0.401062,0.324022,7.349988,-12.768311,-8.940847,-2.289498,0.020273,0.006556,0.005941,-0.032771,0.038789,Spot
17,21.129227,11.591587,6.215582,4.814652,0.561352,14.970342,16.343353,-4.785873,1.734195,1.453004,0.147826,-3.039372,4.022086,9.658105,-11.471122,-6.685248,0.165837,0.13895,0.091266,-0.396052,0.316438,7.373446,-13.755781,-8.969908,-2.284659,0.020238,0.007081,0.005484,-0.032804,0.033287,Spot
54,33.316017,14.777542,10.555275,8.799347,-16.53347,20.405212,18.831026,-14.484991,2.284024,1.90617,0.822434,-5.012628,3.775248,9.822988,-23.493031,-9.008039,0.175866,0.145601,0.122144,-0.443611,0.260549,7.375599,-25.940418,-11.455427,-2.447388,0.020337,0.007062,0.005897,-0.033296,0.033454,Spot
55,36.11866,15.014133,11.610293,6.598035,-20.02639,22.292253,19.410681,-16.707979,2.366043,1.98432,1.124195,-5.474558,3.660592,9.851864,-26.266796,-9.558817,0.178559,0.144325,0.131891,-0.454775,0.24911,7.370625,-28.748035,-12.040056,-2.481239,0.020365,0.006896,0.006087,-0.033349,0.03476,Spot
23,26.198133,12.008116,8.521194,6.253098,-2.766176,19.3305,17.780678,-8.417456,1.989863,1.66708,0.414171,-4.071114,4.043945,9.738681,-16.459454,-8.041997,0.17372,0.142163,0.111033,-0.426915,0.296816,7.358534,-18.8396,-10.422144,-2.380147,0.020323,0.006678,0.005965,-0.032966,0.037033,Spot
7,15.203286,10.711305,3.488827,1.373228,5.84925,10.318259,14.812236,-0.39105,1.403882,1.167895,0.705166,-1.866611,3.908942,9.501184,-5.702103,-5.311052,0.162323,0.131655,0.072764,-0.366741,0.359398,7.339715,-7.863571,-7.472521,-2.161469,0.020214,0.006495,0.005459,-0.032168,0.039893,Spot
18,18.938089,11.546972,6.271925,3.568297,1.70675,13.198739,15.663237,-3.274853,1.64756,1.34344,0.399046,-2.591954,4.032357,9.559986,-9.378103,-6.103251,0.16609,0.127668,0.084309,-0.378066,0.352124,7.353843,-11.584247,-8.309394,-2.206143,0.020242,0.006528,0.005532,-0.032302,0.037055,Spot
7,14.573769,10.962413,2.863686,1.408331,6.690397,10.042508,14.525867,-0.047902,1.36799,1.147455,0.751241,-1.764204,3.902183,9.458214,-5.115555,-5.067653,0.161924,0.123422,0.069175,-0.354521,0.372759,7.341851,-7.231917,-7.184015,-2.116363,0.020203,0.00637,0.005369,-0.031942,0.039021,Spot
21,26.805111,10.689709,6.745967,6.493264,-10.437006,15.713978,17.811529,-8.993582,1.819394,1.533188,0.137579,-3.490162,3.921972,10.314824,-16.490288,-7.496705,0.174848,0.152105,0.126997,-0.45395,0.349913,7.571605,-19.233505,-10.239923,-2.743219,0.020971,0.009654,0.007976,-0.038601,0.038689,Spot
20,19.059626,8.469625,6.041884,3.41491,-0.987169,11.76028,15.753424,-3.306202,1.427711,1.150686,0.472124,-2.106273,3.789121,10.131758,-8.927868,-5.621666,0.169045,0.140815,0.095431,-0.405291,0.396348,7.566753,-11.492872,-8.18667,-2.565005,0.020907,0.009569,0.007558,-0.038034,0.038839,Spot
7,11.813049,6.065094,0.999698,0.493341,4.572055,5.924114,13.134401,1.321352,0.984843,0.898453,0.701905,-0.615515,3.196877,9.832479,-1.980571,-3.301923,0.155905,0.124489,0.051967,-0.332361,0.440556,7.553082,-4.259967,-5.581319,-2.279396,0.020782,0.00934,0.006809,-0.036931,0.040398,Spot
40,37.784851,10.855713,10.095254,1.415526,-19.53544,18.406921,20.839739,-16.945112,2.304576,2.178965,1.202309,-5.68585,3.192894,10.557387,-27.227463,-10.282351,0.186595,0.166652,0.165756,-0.519003,0.228681,7.581386,-30.203465,-13.258352,-2.976001,0.021162,0.009981,0.008263,-0.039405,0.036832,Spot
79,36.604408,16.178453,10.809922,1.089713,-25.898663,15.675706,20.052254,-16.552155,2.26465,1.985842,0.838736,-5.089228,3.364694,10.517227,-26.087181,-9.535027,0.186898,0.163825,0.153215,-0.503938,0.251371,7.585015,-29.019394,-12.467238,-2.932212,0.021153,0.010045,0.008204,-0.039402,0.035413,Spot
23,25.120758,9.005436,6.271182,5.657168,-8.391422,14.313901,17.531906,-7.588852,1.767784,1.466576,0.022875,-3.211484,3.709575,10.322444,-14.798314,-7.209462,0.180106,0.153215,0.1176,-0.45092,0.333638,7.579162,-17.541595,-9.952744,-2.743282,0.021081,0.009883,0.007838,-0.038802,0.03607,Spot
9,14.746983,7.380742,2.741322,1.57907,3.060351,7.501366,14.394409,-0.352573,1.156459,0.8974,0.807837,-1.246022,3.351354,10.004659,-4.742324,-4.38975,0.165082,0.136445,0.069925,-0.371452,0.407471,7.564373,-7.18261,-6.830037,-2.440286,0.020947,0.009603,0.007106,-0.037657,0.038294,Spot
33,31.90453,9.856721,4.987735,4.455803,-9.324789,15.982719,19.893032,-12.011497,2.295264,1.842025,0.770575,-4.907864,3.396698,10.471621,-21.432909,-9.421412,0.192881,0.164282,0.143694,-0.500857,0.268081,7.573853,-24.330677,-12.31918,-2.897768,0.02124,0.010028,0.00782,-0.039088,0.037917,Spot
49,38.744839,15.191271,7.704912,2.358324,-20.537857,15.164925,21.138866,-17.605972,2.557888,2.157427,1.147653,-5.862968,2.835893,10.595418,-28.149422,-10.543448,0.197861,0.166927,0.162705,-0.527493,0.186533,7.58631,-31.158529,-13.552557,-3.009108,0.021292,0.01027,0.008104,-0.039666,0.034845,Spot
69,36.683411,16.460287,10.78581,2.17579,-25.070309,13.145149,20.2693,-16.41411,2.352536,2.026088,0.782249,-5.160873,3.13915,10.554918,-26.128492,-9.714382,0.195611,0.165912,0.150827,-0.512349,0.215271,7.588896,-29.094515,-12.680405,-2.966022,0.021276,0.010202,0.00815,-0.039629,0.033884,Spot
43,25.736399,9.74398,6.713863,5.82731,-10.630533,12.728786,17.719511,-8.016888,1.841472,1.495314,0.069199,-3.267587,3.551503,10.359324,-15.377074,-7.360187,0.185474,0.156564,0.11712,-0.459158,0.310686,7.581994,-18.154404,-10.137517,-2.77733,0.021196,0.009918,0.007883,-0.038996,0.03512,Spot
39,26.704483,10.646396,5.084415,3.392452,-8.954433,11.956995,18.22434,-8.480143,2.01036,1.521676,0.146185,-3.678221,3.596754,10.344014,-16.36047,-7.880326,0.189217,0.156245,0.12075,-0.466212,0.318852,7.570727,-19.133757,-10.653614,-2.773287,0.021311,0.010226,0.007303,-0.03884,0.037211,Spot
56,30.387636,13.146391,5.028144,4.197653,-13.976883,12.541544,19.184193,-11.203444,2.111143,1.752722,0.430202,-4.294068,3.472416,10.461443,-19.926193,-8.72275,0.194684,0.158285,0.138098,-0.491067,0.267504,7.581858,-22.805779,-11.602335,-2.879585,0.021358,0.010324,0.007677,-0.039359,0.034791,Spot
55,28.007036,11.343543,6.870288,4.12832,-14.08551,12.357323,18.400639,-9.606398,1.88216,1.672363,0.127764,-3.682288,3.551342,10.423059,-17.583977,-7.97758,0.191882,0.156317,0.129053,-0.477251,0.284016,7.583219,-20.423817,-10.817419,-2.839839,0.021335,0.010101,0.00784,-0.039276,0.034509,Spot
22,20.588575,7.026033,6.140999,4.068719,-4.953754,10.178925,16.270832,-4.317743,1.516511,1.246261,0.502552,-2.26022,3.47736,10.237445,-10.35113,-6.033387,0.181299,0.148579,0.098379,-0.428257,0.347259,7.575215,-13.013361,-8.695618,-2.66223,0.021245,0.009655,0.007711,-0.038611,0.036275,Spot
25,19.273855,5.890175,4.69648,2.100035,-3.293729,10.146374,15.937198,-3.336658,1.378797,1.167542,0.483502,-2.062837,3.647987,10.175961,-9.097894,-5.761236,0.17936,0.141989,0.096324,-0.417673,0.371747,7.568209,-11.705647,-8.368989,-2.607753,0.02135,0.010161,0.007,-0.038511,0.036526,Spot
19,17.829691,5.67248,5.246017,3.097747,-2.671283,9.22394,15.371016,-2.458675,1.206209,1.143156,0.669491,-1.679874,3.520521,10.141899,-7.687792,-5.229116,0.176996,0.139576,0.090005,-0.406578,0.378251,7.56817,-10.26152,-7.802845,-2.573729,0.021319,0.00978,0.007269,-0.038369,0.036989,Spot
13,24.642073,15.852278,9.656178,4.800856,1.395243,21.22027,18.460325,-6.181747,2.300414,1.457373,0.014805,-3.742982,4.964419,10.196521,-14.445552,-8.263804,0.188404,0.172248,0.120544,-0.481196,0.370921,7.456228,-17.185844,-11.004097,-2.740293,0.02092,0.008088,0.006571,-0.035579,0.021168,Spot
42,40.465401,19.522886,7.105032,3.964452,-22.663467,28.357637,21.591364,-18.874037,2.905168,1.905011,1.407572,-6.217752,4.551347,10.404965,-30.060436,-11.186399,0.197587,0.184304,0.161648,-0.543538,0.286581,7.450288,-33.015114,-14.141076,-2.954678,0.020963,0.008006,0.006975,-0.035944,0.022263,Spot
68,44.31263,22.065952,6.841407,0.090576,-28.816786,28.324322,22.325485,-21.987144,2.98756,2.102304,1.729409,-6.819273,4.308278,10.437929,-33.874702,-11.887556,0.197525,0.188153,0.172984,-0.558662,0.270422,7.436807,-36.875824,-14.888679,-3.001122,0.020928,0.007721,0.007103,-0.035752,0.025459,Spot
13,31.441013,13.001668,11.773424,4.325782,-5.554026,25.208828,20.262087,-11.178926,2.58836,1.740126,0.739107,-5.067594,4.860548,10.285746,-21.155268,-9.976341,0.194128,0.182083,0.146944,-0.523155,0.347463,7.415785,-24.025229,-12.846302,-2.869961,0.020813,0.007383,0.006805,-0.035001,0.029908,Spot
9,32.05896,13.903183,12.456417,4.628094,-6.07486,25.605251,20.23048,-11.82848,2.658787,1.711143,0.742287,-5.112217,4.848422,10.320292,-21.738667,-9.910188,0.19586,0.179448,0.140187,-0.515495,0.322801,7.458116,-24.600845,-12.772365,-2.862177,0.020936,0.008139,0.006822,-0.035897,0.020468,Spot
85,56.50375,26.996902,16.300777,9.198102,-52.495781,25.664165,23.981804,-32.521946,3.417246,2.768846,2.156755,-8.342848,3.257762,10.540508,-45.963242,-13.441296,0.207194,0.192678,0.182595,-0.582466,0.18504,7.452773,-49.050976,-16.529032,-3.087736,0.02098,0.008186,0.007123,-0.03629,0.021207,Spot
137,64.844193,33.135532,28.069843,12.365686,-73.57106,15.003939,24.940609,-39.903584,3.531894,3.442399,2.264131,-9.238424,2.139003,10.576417,-54.267776,-14.364192,0.206222,0.19726,0.195383,-0.598865,0.147682,7.439722,-57.404472,-17.500887,-3.136695,0.020944,0.008022,0.007146,-0.036112,0.024363,Spot
94,46.634712,21.579975,11.556571,2.370814,-35.507362,27.188349,22.573923,-24.060789,3.067264,2.370194,1.657919,-7.095377,4.084979,10.417702,-36.21701,-12.156221,0.202101,0.188093,0.170736,-0.56093,0.281423,7.418961,-39.215752,-15.154963,-2.998741,0.020827,0.007671,0.006865,-0.035362,0.028983,Spot
13,28.876717,13.970606,12.993105,2.805026,-1.827525,23.181684,19.59116,-9.285557,2.474673,1.657048,0.498211,-4.629932,4.972277,10.264377,-18.612339,-9.326783,0.191857,0.176017,0.13393,-0.501803,0.347946,7.45191,-21.424807,-12.13925,-2.812466,0.020874,0.007898,0.006884,-0.035657,0.022578,Spot
68,51.884937,25.134275,12.642601,5.176405,-42.953281,26.210503,23.290207,-28.59473,3.190615,2.736579,1.85788,-7.785075,3.695637,10.483137,-41.401802,-12.80707,0.20503,0.190585,0.172674,-0.568288,0.232673,7.447126,-44.437813,-15.843081,-3.036011,0.020918,0.008087,0.007062,-0.036067,0.022906,Spot
153,61.378437,30.931202,25.275249,12.068142,-68.274597,17.334276,24.307272,-37.071167,3.4739,3.244609,2.035054,-8.753563,2.726205,10.519317,-50.859119,-13.787955,0.207569,0.195342,0.181973,-0.584885,0.204693,7.434614,-53.943825,-16.872658,-3.084702,0.020881,0.008061,0.006964,-0.035906,0.025541,Spot
69,44.784824,19.226271,11.947182,1.824597,-32.998051,27.037781,22.075459,-22.709366,2.990596,2.347592,1.436086,-6.774275,4.209583,10.362452,-34.422371,-11.713007,0.200207,0.18523,0.162303,-0.54774,0.311051,7.414364,-37.370461,-14.661095,-2.948087,0.020764,0.007799,0.006611,-0.035173,0.029728,Spot
11,19.024294,14.368002,7.120512,1.788929,5.45856,15.617504,16.87841,-2.145884,1.914784,1.296868,0.530596,-2.681056,4.969235,10.036999,-8.987295,-6.841412,0.178237,0.163366,0.101822,-0.443426,0.421078,7.438009,-11.586285,-9.440401,-2.598989,0.020736,0.007397,0.00674,-0.034874,0.026622,Spot
25,32.545597,13.884421,9.846559,7.204468,-11.242331,23.903912,19.884588,-12.661009,2.535247,1.900165,0.554377,-4.989789,4.835091,10.24133,-22.304268,-9.643258,0.190763,0.178061,0.135503,-0.504326,0.359669,7.433737,-25.11186,-12.450851,-2.807593,0.020778,0.007774,0.006738,-0.035291,0.026638,Spot
74,38.705887,18.782299,10.763412,4.676148,-24.869564,24.709318,20.7623,-17.943586,2.77431,2.117186,0.87256,-5.764055,4.572537,10.275061,-28.430826,-10.48724,0.194199,0.182623,0.143081,-0.519902,0.347617,7.421854,-31.284033,-13.340446,-2.853207,0.020741,0.0079,0.006509,-0.035149,0.028544,Spot
24,28.830441,11.655183,11.096292,6.141572,-6.700462,22.789669,19.025488,-9.804953,2.420009,1.693207,0.270801,-4.384017,4.845505,10.128117,-18.702324,-8.897371,0.187597,0.174282,0.124617,-0.486497,0.402696,7.402353,-21.428087,-11.623135,-2.725764,0.020624,0.007753,0.00607,-0.034448,0.031893,Spot
10,16.130123,12.306442,5.015217,2.607129,4.684097,12.771361,15.406694,-0.723429,1.681149,1.140742,0.977314,-1.844577,4.636288,9.853977,-6.276146,-5.552717,0.169573,0.156904,0.078748,-0.405225,0.46157,7.412811,-8.717312,-7.993884,-2.441166,0.020564,0.007363,0.006078,-0.034005,0.03118,Spot
9,18.513174,12.46774,7.370359,3.143589,1.953793,14.643373,16.024216,-2.488958,1.835652,1.238894,0.779143,-2.295403,4.692032,9.88291,-8.630264,-6.141306,0.172856,0.161208,0.084615,-0.418679,0.458084,7.401654,-11.11152,-8.622561,-2.481256,0.020526,0.007598,0.005762,-0.033886,0.032406,Spot
8,10.824094,6.838367,1.825111,0.764389,5.777645,5.468248,11.920122,1.096028,0.855695,0.444856,0.407821,-0.892731,2.366625,9.067855,-1.756239,-2.852267,0.119831,0.078033,0.023282,-0.221146,0.272832,7.624835,-3.199258,-4.295287,-1.443019,0.020672,0.004554,0.003354,-0.02858,0.045442,Spot
8,19.305075,7.81246,6.550573,0.601492,0.660395,13.240983,14.187533,-5.117541,1.283776,0.769316,0.556429,-2.60952,2.332186,9.320096,-9.984979,-4.867437,0.133388,0.090109,0.041587,-0.265084,0.241225,7.662796,-11.642279,-6.524737,-1.6573,0.021,0.005357,0.003845,-0.030202,0.041003,Spot
38,31.118057,13.433733,7.279527,2.164737,-22.877998,14.577106,15.795534,-15.322523,1.549381,1.449292,1.01896,-4.017634,1.509338,9.529305,-21.588753,-6.26623,0.144745,0.09986,0.051809,-0.296414,0.198433,7.695274,-23.422783,-8.10026,-1.83403,0.021277,0.006127,0.00422,-0.031624,0.036026,Spot
41,33.104069,17.254442,9.977118,2.232637,-29.464197,12.224286,15.983047,-17.121021,1.670808,1.309618,1.071466,-4.051891,1.233292,9.686137,-23.417931,-6.29691,0.153612,0.106931,0.052594,-0.313136,0.15487,7.72158,-25.382488,-8.261467,-1.964557,0.0215,0.006788,0.004509,-0.032797,0.030829,Spot
11,22.550074,9.930574,4.484323,1.31217,-6.758422,13.619563,14.831613,-7.718461,1.420164,0.923376,0.297817,-2.641357,1.76292,9.791067,-12.759007,-5.040545,0.159915,0.111511,0.046714,-0.31814,0.120362,7.740778,-14.809296,-7.090835,-2.050289,0.021662,0.007295,0.004714,-0.033671,0.025936,Spot
9,11.685548,7.679584,2.77563,0.500713,5.404667,6.609466,11.969296,0.283748,0.905124,0.466887,0.330162,-1.041849,2.381462,9.0549,-2.630648,-2.914395,0.11999,0.074538,0.023338,-0.217865,0.277087,7.616611,-4.068937,-4.352684,-1.438289,0.020604,0.004338,0.003886,-0.028829,0.047097,Spot
14,22.514097,9.982252,4.921308,2.876106,-7.93705,14.65519,14.280868,-8.23323,1.388902,0.887443,0.559558,-2.835902,2.244004,9.30898,-13.205117,-4.971888,0.134364,0.085895,0.041953,-0.262211,0.245152,7.65503,-14.859068,-6.625838,-1.65395,0.020936,0.005261,0.004285,-0.030482,0.042746,Spot
106,36.382774,20.016403,15.39261,7.865566,-43.274578,9.533188,15.881599,-20.501175,1.749068,1.505935,0.988786,-4.243789,1.267922,9.519965,-26.862808,-6.361634,0.146496,0.095009,0.052363,-0.293868,0.201461,7.687916,-28.694859,-8.193684,-1.832049,0.021217,0.006112,0.004601,-0.03193,0.037883,Spot
119,36.49799,19.694084,15.497719,8.000895,-43.192696,9.740579,16.016722,-20.481268,1.728475,1.445157,1.018284,-4.191916,1.079223,9.678369,-26.819622,-6.338353,0.155881,0.101741,0.053186,-0.310807,0.156394,7.71455,-28.78344,-8.302172,-1.963819,0.021443,0.006827,0.004855,-0.033125,0.032847,Spot
16,23.021929,10.299522,5.082805,3.114381,-8.331099,14.541265,14.804725,-8.217204,1.462688,0.924537,0.29031,-2.677535,1.761158,9.784487,-13.237442,-5.020238,0.162426,0.106227,0.047276,-0.315929,0.119912,7.734,-15.28793,-7.070725,-2.050487,0.021608,0.007368,0.00504,-0.034015,0.028173,Spot
12,10.730035,6.816653,2.554317,0.244346,4.017991,5.526597,11.270915,0.54088,0.784248,0.508876,0.413199,-0.688572,2.223291,8.966867,-1.763167,-2.304048,0.115942,0.066401,0.015011,-0.197353,0.287092,7.604368,-3.125667,-3.666547,-1.362499,0.020485,0.004368,0.003896,-0.028749,0.048757,Spot
6,18.95706,8.260587,6.821036,3.917334,-5.356884,12.857829,13.233156,-5.723904,1.205941,0.786748,0.107599,-2.100289,2.335988,9.210752,-9.746308,-4.022405,0.130087,0.07483,0.033479,-0.238396,0.265723,7.642882,-11.314178,-5.590274,-1.56787,0.020816,0.005265,0.004325,-0.030406,0.044632,Spot
74,28.637486,15.327288,10.143453,3.128236,-28.598976,14.389493,14.566666,-14.07082,1.458361,1.158186,0.557311,-3.173857,2.00968,9.413701,-19.223785,-5.152965,0.142103,0.079857,0.045694,-0.267653,0.23593,7.675861,-20.961624,-6.890805,-1.73784,0.021096,0.00612,0.004642,-0.031858,0.040048,Spot
40,27.316456,12.406994,9.116672,1.262493,-22.786158,15.58054,14.653092,-12.663363,1.275144,1.235744,0.555354,-3.066241,1.974278,9.566527,-17.749928,-5.086565,0.151381,0.082602,0.049228,-0.283211,0.207383,7.702569,-19.613888,-6.950524,-1.863959,0.021322,0.00684,0.004893,-0.033056,0.035357,Spot
12,17.547199,9.557593,6.422874,3.812204,-0.677485,11.77134,13.621723,-3.925476,1.105486,0.749246,0.026476,-1.828256,2.092324,9.66922,-7.877979,-3.952503,0.157805,0.084829,0.04515,-0.287783,0.187326,7.722084,-9.825115,-5.899639,-1.947136,0.021487,0.007387,0.005075,-0.033949,0.031084,Spot
8,12.316937,10.977049,3.277127,0.359755,7.340167,7.530566,14.321298,2.00436,1.35933,1.214362,0.819204,-0.964172,4.082386,9.86894,-2.447997,-4.452357,0.164773,0.14116,0.075871,-0.381804,0.459257,7.451726,-4.865211,-6.869571,-2.417214,0.021485,0.007434,0.005736,-0.034655,0.037079,Spot
7,13.70083,11.814147,4.203936,0.215581,7.825791,8.90008,15.153703,1.452873,1.543967,1.014174,0.87207,-1.401863,4.230392,9.953016,-3.747813,-5.200686,0.171047,0.14654,0.087509,-0.405097,0.44332,7.450737,-6.250093,-7.702966,-2.50228,0.021497,0.007132,0.006232,-0.034862,0.036807,Spot
4,12.347431,9.562878,2.648799,1.363699,8.277777,7.557107,14.633693,2.286262,1.430152,1.100522,0.766048,-1.095677,4.041001,9.884814,-2.462617,-4.748878,0.167734,0.14615,0.077213,-0.391098,0.454201,7.44244,-4.904992,-7.191253,-2.442375,0.021428,0.006862,0.006221,-0.034511,0.037544,Spot
5,14.028976,13.261919,3.265823,2.01125,7.984845,11.117202,15.271557,1.24258,1.49722,1.014045,1.011958,-1.499307,4.389538,9.981862,-4.047114,-5.289695,0.167048,0.149302,0.088753,-0.405104,0.438031,7.464353,-6.564624,-7.807204,-2.517509,0.021585,0.007799,0.005964,-0.035348,0.035976,Spot
10,22.563509,15.302156,8.393701,4.038912,2.869545,19.061045,18.044193,-4.519316,2.078504,1.356291,0.100806,-3.33399,4.670232,10.232739,-12.33077,-7.811454,0.182951,0.160131,0.128009,-0.471091,0.372174,7.471632,-15.091877,-10.572561,-2.761107,0.021683,0.007808,0.006635,-0.036126,0.034182,Spot
14,27.527218,13.792947,12.472502,3.238854,-1.918409,21.208797,19.345264,-8.181953,2.388789,1.54048,0.344259,-4.273528,4.480274,10.329058,-17.19816,-9.016207,0.190856,0.167067,0.141162,-0.499085,0.333034,7.471158,-20.056061,-11.874107,-2.8579,0.021699,0.00757,0.007066,-0.036335,0.033694,Spot
22,24.09824,13.219966,10.267805,1.70052,1.25164,17.668772,18.553385,-5.544855,2.236459,1.450975,0.011714,-3.67572,4.39548,10.252896,-13.845344,-8.300488,0.187318,0.168211,0.126856,-0.482384,0.359484,7.462949,-16.63529,-11.090435,-2.789947,0.021632,0.007345,0.006983,-0.035959,0.034613,Spot
48,36.740932,15.452662,9.111498,6.969295,-17.594866,26.549467,20.970469,-15.770464,2.619388,1.859227,1.154729,-5.633344,4.303356,10.454866,-26.286066,-10.515602,0.191202,0.173092,0.162866,-0.527159,0.275496,7.484434,-29.256498,-13.486034,-2.970433,0.021801,0.007997,0.007248,-0.037045,0.032124,Spot
70,47.196217,22.775501,12.529589,1.309847,-36.614937,24.905159,22.65814,-24.538076,3.032024,2.546122,1.465584,-7.04373,3.330276,10.558748,-36.637466,-12.099392,0.201768,0.184131,0.172476,-0.558375,0.195867,7.484318,-39.711899,-15.173822,-3.07443,0.021819,0.007866,0.007562,-0.037246,0.031488,Spot
68,41.446857,21.416843,11.596422,5.384549,-27.628717,21.599089,21.675419,-19.771439,2.879108,2.414194,0.924844,-6.218146,3.550457,10.477903,-30.968954,-11.197515,0.199424,0.184285,0.156534,-0.540243,0.250879,7.476182,-33.970676,-14.199238,-3.001722,0.021752,0.007664,0.00743,-0.036846,0.032586,Spot
16,26.869034,10.650393,10.22432,5.409185,-5.835258,16.999302,18.573906,-8.295128,2.175861,1.715147,0.030011,-3.860997,4.171143,10.223191,-16.645844,-8.350715,0.183752,0.171546,0.121442,-0.47674,0.36791,7.460285,-19.408749,-11.113621,-2.762906,0.021603,0.00758,0.006683,-0.035866,0.035017,Spot
68,41.472935,17.559767,11.215165,2.781507,-25.993423,26.18424,21.686476,-19.786459,2.785982,2.069057,1.425377,-6.280416,4.012,10.501999,-30.970936,-11.184477,0.185262,0.183846,0.168268,-0.537376,0.24783,7.48972,-33.983215,-14.196756,-3.012279,0.021836,0.007988,0.007542,-0.037366,0.031502,Spot
105,54.726742,25.203815,22.651751,6.834177,-54.689743,19.379993,23.501431,-31.225311,3.170803,3.051374,1.63427,-7.856448,2.535618,10.607215,-44.119526,-12.894216,0.200824,0.190464,0.178355,-0.569643,0.14803,7.489826,-47.236916,-16.011604,-3.117389,0.021853,0.00799,0.007704,-0.037547,0.030833,Spot
125,49.579132,26.74041,21.745434,0.521068,-49.006912,16.091806,22.51889,-27.060242,3.026502,2.897535,1.112913,-7.03695,2.90723,10.525431,-39.053703,-11.99346,0.201752,0.185724,0.164163,-0.55164,0.218706,7.481761,-42.09737,-15.037128,-3.043669,0.021786,0.007699,0.007641,-0.037126,0.032047,Spot
46,32.265316,12.986442,11.726139,7.189299,-17.523283,17.809126,19.288965,-12.976351,2.243074,2.100042,0.170858,-4.513973,3.976551,10.267502,-21.997814,-9.021463,0.187241,0.171289,0.128818,-0.487349,0.35281,7.465777,-24.79954,-11.823189,-2.801725,0.021637,0.007533,0.006952,-0.036122,0.0347,Spot
38,31.816685,13.946581,9.958012,7.735685,-11.724255,21.978018,19.802614,-12.014071,2.478835,1.677089,0.630984,-4.786909,4.471951,10.368109,-21.448576,-9.434505,0.182245,0.171072,0.146095,-0.499412,0.321319,7.487296,-24.32939,-12.315319,-2.880813,0.02179,0.007927,0.007354,-0.037071,0.032498,Spot
