@relation segment

@attribute original numeric
@attribute Gaussian_blur_1.0 numeric
@attribute Hessian_largest_1.0_true numeric
@attribute Hessian_middle_1.0_true numeric
@attribute Hessian_smallest_1.0_true numeric
@attribute Laplacian_1.0 numeric
@attribute Edges_1.0 numeric
@attribute Gaussian_blur_2.0 numeric
@attribute Difference_of_Gaussian_1.0_2.0 numeric
@attribute Hessian_largest_2.0_true numeric
@attribute Hessian_middle_2.0_true numeric
@attribute Hessian_smallest_2.0_true numeric
@attribute Laplacian_2.0 numeric
@attribute Edges_2.0 numeric
@attribute Gaussian_blur_4.0 numeric
@attribute Difference_of_Gaussian_1.0_4.0 numeric
@attribute Difference_of_Gaussian_2.0_4.0 numeric
@attribute Hessian_largest_4.0_true numeric
@attribute Hessian_middle_4.0_true numeric
@attribute Hessian_smallest_4.0_true numeric
@attribute Laplacian_4.0 numeric
@attribute Edges_4.0 numeric
@attribute Gaussian_blur_8.0 numeric
@attribute Difference_of_Gaussian_1.0_8.0 numeric
@attribute Difference_of_Gaussian_2.0_8.0 numeric
@attribute Difference_of_Gaussian_4.0_8.0 numeric
@attribute Hessian_largest_8.0_true numeric
@attribute Hessian_middle_8.0_true numeric
@attribute Hessian_smallest_8.0_true numeric
@attribute Laplacian_8.0 numeric
@attribute Edges_8.0 numeric
@attribute class {Spot,NotSpot}

@data
7,6.799282,0.329512,0.068473,0.058654,-0.319693,0.172741,6.774937,-0.024345,0.039773,0.028637,0.013277,-0.00214,0.110802,6.676518,-0.122764,-0.098419,0.02993,0.007134,0.006068,-0.030996,0.134633,6.602152,-0.19713,-0.172785,-0.074366,0.011687,0.001961,0.000081,-0.009645,0.071894,NotSpot
4,6.621967,0.479066,0.248622,0.246514,0.974201,0.126671,6.874458,0.252491,0.038515,0.031285,0.030694,-0.037924,0.137675,6.696726,0.074759,-0.177732,0.031527,0.007249,0.004789,-0.033988,0.136561,6.609521,-0.012446,-0.264937,-0.087205,0.011695,0.001933,0.000008,-0.00977,0.071995,NotSpot
4,6.75513,0.74279,0.41043,0.028913,1.182133,0.461837,6.999564,0.244433,0.068667,0.037163,0.008667,-0.097163,0.161263,6.718734,-0.036397,-0.28083,0.03308,0.007158,0.003204,-0.037034,0.138259,6.617867,-0.137263,-0.381697,-0.100867,0.01171,0.001871,0.000084,-0.009922,0.072021,NotSpot
10,7.390018,0.472471,0.179526,0.028673,-0.321618,0.874392,7.12334,-0.266678,0.090062,0.051062,0.029707,-0.170831,0.160787,6.742167,-0.647851,-0.381173,0.034496,0.006847,0.001575,-0.039768,0.139277,6.627061,-0.762957,-0.496278,-0.115105,0.011728,0.001777,0.000144,-0.010095,0.071956,NotSpot
11,7.904541,0.85776,0.327019,0.101197,-1.285976,0.656716,7.206258,-0.698283,0.10066,0.076573,0.045864,-0.223097,0.138643,6.764921,-1.13962,-0.441337,0.035624,0.006291,0.000337,-0.041579,0.139494,6.637064,-1.267477,-0.569194,-0.127857,0.011753,0.001654,0.000185,-0.010284,0.071789,NotSpot
8,7.745801,0.548418,0.311075,0.083048,-0.154296,0.750635,7.217369,-0.528432,0.109638,0.072621,0.039137,-0.221397,0.131296,6.785552,-0.960249,-0.431817,0.036366,0.005491,0.00021,-0.042067,0.138851,6.64769,-1.098111,-0.569679,-0.137862,0.011781,0.001506,0.000203,-0.010478,0.071525,NotSpot
2,7.357152,0.784911,0.334201,0.27416,0.724869,0.645271,7.156316,-0.200836,0.102834,0.042484,0.021825,-0.167143,0.149989,6.80383,-0.553322,-0.352486,0.036689,0.004359,0.000124,-0.041172,0.137441,6.658803,-0.69835,-0.497514,-0.145028,0.011812,0.00134,0.000195,-0.010667,0.071179,NotSpot
6,7.141361,0.473689,0.168627,0.134687,0.439749,0.51046,7.054577,-0.086783,0.086293,0.01007,0.007084,-0.08928,0.156665,6.819261,-0.3221,-0.235316,0.036556,0.002938,0.000266,-0.039228,0.135471,6.670498,-0.470862,-0.384079,-0.148763,0.011847,0.001158,0.000164,-0.010852,0.070739,NotSpot
9,6.910814,0.603192,0.365526,0.152783,-1.121501,0.148112,6.646628,-0.264185,0.02725,0.024629,0.014837,-0.012217,0.094216,6.640439,-0.270375,-0.00619,0.024648,0.009333,0.006213,-0.021529,0.129246,6.590769,-0.320045,-0.055859,-0.049669,0.011668,0.00152,0.000429,-0.009719,0.071458,NotSpot
8,6.554166,0.384754,0.193541,0.074233,-0.265447,0.517165,6.64777,0.093605,0.027784,0.012839,0.005268,0.020213,0.097932,6.640742,0.086576,-0.007028,0.025357,0.009356,0.006788,-0.022789,0.129696,6.59261,0.038444,-0.055161,-0.048132,0.011657,0.001663,0.000339,-0.009654,0.071709,NotSpot
2,6.23944,0.716573,0.284174,0.138133,1.13888,0.430406,6.652824,0.413384,0.028179,0.020752,0.01232,0.036611,0.094651,6.643867,0.404427,-0.008957,0.026288,0.009094,0.006903,-0.024097,0.130828,6.595668,0.356227,-0.057157,-0.0482,0.011648,0.001779,0.000245,-0.009624,0.071925,NotSpot
7,6.457448,0.481432,0.181188,0.105549,0.557071,0.548649,6.677595,0.220146,0.038034,0.021149,0.006386,0.023272,0.093064,6.650566,0.193117,-0.027029,0.027466,0.008551,0.006627,-0.025542,0.132468,6.599915,0.142467,-0.07768,-0.050651,0.011645,0.001866,0.000152,-0.009627,0.072069,NotSpot
8,6.794238,0.641337,0.442392,0.085291,-0.284235,0.214724,6.729934,-0.064304,0.038099,0.033944,0.010138,-0.005983,0.108528,6.661035,-0.133204,-0.0689,0.028852,0.007611,0.006112,-0.027353,0.134268,6.605414,-0.188824,-0.12452,-0.055621,0.011647,0.001918,0.000063,-0.009665,0.072168,NotSpot
7,6.82461,0.471048,0.280972,0.159895,0.030181,0.302663,6.810443,-0.014167,0.05063,0.033191,0.022603,-0.040042,0.140305,6.675471,-0.149139,-0.134972,0.030386,0.006196,0.00548,-0.029671,0.135914,6.611758,-0.212852,-0.198685,-0.063714,0.011652,0.001937,0.000017,-0.009732,0.0722,NotSpot
4,6.720474,1.010656,0.318073,0.13063,1.198098,0.106137,6.914108,0.193634,0.063535,0.03371,0.013902,-0.083343,0.170835,6.692599,-0.027875,-0.221509,0.03191,0.004775,0.004401,-0.032285,0.137176,6.619064,-0.10141,-0.295043,-0.073535,0.011665,0.00192,0.000084,-0.009829,0.072152,NotSpot
4,6.991408,0.693763,0.310946,0.192251,0.812458,0.66174,7.019284,0.027876,0.069301,0.043183,0.021082,-0.133566,0.18034,6.711977,-0.279431,-0.307307,0.033316,0.004082,0.00261,-0.034788,0.137609,6.627229,-0.364179,-0.392056,-0.084748,0.011682,0.001869,0.000136,-0.009949,0.072012,NotSpot
6,7.342596,0.51181,0.43367,0.047691,-0.030449,0.646339,7.092873,-0.249723,0.086649,0.059191,0.02438,-0.170219,0.163644,6.731476,-0.61112,-0.361397,0.034441,0.003528,0.001431,-0.036538,0.137086,6.63623,-0.706366,-0.456643,-0.095246,0.011707,0.001787,0.000168,-0.010088,0.071773,NotSpot
5,7.32868,0.825992,0.435231,0.020529,0.41129,0.247698,7.105283,-0.223397,0.099231,0.062694,0.007421,-0.169346,0.144864,6.749423,-0.579257,-0.355861,0.035159,0.003146,0.001248,-0.037057,0.135612,6.6459,-0.68278,-0.459383,-0.103523,0.011736,0.001677,0.000179,-0.010237,0.071443,NotSpot
11,7.211889,0.460055,0.352507,0.060678,0.168226,0.331549,7.051765,-0.160124,0.087473,0.045919,0.008439,-0.124953,0.146478,6.765621,-0.446269,-0.286145,0.035422,0.002575,0.001765,-0.036233,0.133395,6.656134,-0.555756,-0.395632,-0.109487,0.011768,0.001544,0.000165,-0.010388,0.07104,NotSpot
5,6.99263,0.445421,0.444093,0.131679,0.133006,0.349594,6.958927,-0.033704,0.071051,0.023407,0.007597,-0.05524,0.144564,6.779469,-0.213162,-0.179458,0.035195,0.002488,0.001661,-0.034367,0.130776,6.667046,-0.325584,-0.291881,-0.112422,0.011803,0.00139,0.000128,-0.010541,0.070552,NotSpot
10,6.715679,0.363993,0.304091,0.095106,-0.572977,0.374841,6.64799,-0.067689,0.043323,0.012096,0.007992,0.023235,0.074357,6.65419,-0.06149,0.006199,0.024469,0.00918,0.006828,-0.022117,0.13147,6.59831,-0.117369,-0.04968,-0.055879,0.011653,0.001295,0.000384,-0.009974,0.071897,NotSpot
6,6.354669,0.701816,0.195871,0.094182,0.600127,0.446783,6.639609,0.284941,0.039082,0.002739,0.000884,0.037228,0.079393,6.6464,0.291732,0.006791,0.024897,0.009787,0.006749,-0.02186,0.131518,6.599569,0.244901,-0.04004,-0.046831,0.011636,0.001462,0.000307,-0.009867,0.07214,NotSpot
1,6.055805,0.876133,0.594817,0.493678,1.964628,0.230259,6.634151,0.578346,0.035467,0.013154,0.012489,0.036133,0.079828,6.641422,0.585617,0.007271,0.02558,0.010033,0.006115,-0.021662,0.132211,6.601906,0.546102,-0.032245,-0.039515,0.011622,0.00161,0.000222,-0.00979,0.072329,NotSpot
6,6.276253,0.758664,0.407502,0.024137,1.190302,0.475184,6.638173,0.36192,0.045505,0.029671,0.004307,0.020142,0.084061,6.640482,0.364229,0.002309,0.026554,0.009855,0.005052,-0.021751,0.133407,6.605333,0.32908,-0.03284,-0.035149,0.011615,0.001735,0.000137,-0.009743,0.072428,NotSpot
6,6.720026,0.545769,0.304863,0.121956,-0.362862,0.485961,6.661026,-0.059,0.050756,0.043281,0.007576,-0.000101,0.110384,6.644132,-0.075894,-0.016894,0.02778,0.009118,0.003788,-0.02245,0.134715,6.609913,-0.110113,-0.051112,-0.034218,0.011613,0.001829,0.000055,-0.009729,0.072464,NotSpot
9,6.874113,0.656483,0.374335,0.293251,-0.575399,0.372024,6.710878,-0.163235,0.049457,0.044373,0.016558,-0.021642,0.152382,6.65278,-0.221334,-0.058099,0.029208,0.007768,0.002547,-0.023987,0.135829,6.615263,-0.25885,-0.095615,-0.037516,0.011616,0.001891,0.000019,-0.009744,0.072424,NotSpot
3,6.763732,0.793878,0.34626,0.078005,0.525623,0.09552,6.790442,0.02671,0.046686,0.024611,0.020508,-0.050789,0.187495,6.665288,-0.098444,-0.125154,0.030671,0.006006,0.001521,-0.026185,0.136436,6.621543,-0.142189,-0.168899,-0.043745,0.011627,0.001919,0.00008,-0.009788,0.072295,NotSpot
10,6.811902,0.44019,0.24055,0.000005,0.680745,0.277299,6.882213,0.070311,0.052147,0.019745,0.013554,-0.085446,0.195463,6.681129,-0.130773,-0.201084,0.032044,0.004462,0.001014,-0.028596,0.136116,6.628672,-0.183229,-0.253541,-0.052456,0.011643,0.001912,0.000126,-0.009857,0.07207,NotSpot
8,6.988003,0.411522,0.252851,0.210954,0.369625,0.277197,6.955514,-0.032489,0.078961,0.041678,0.007326,-0.113313,0.170805,6.698107,-0.289896,-0.257407,0.033155,0.003926,0.001306,-0.030534,0.134737,6.636644,-0.351359,-0.31887,-0.061463,0.011668,0.001871,0.000152,-0.009949,0.071747,NotSpot
4,7.225495,0.347368,0.294316,0.20007,-0.147018,0.323777,6.979582,-0.245913,0.092177,0.04954,0.023649,-0.118068,0.135888,6.714224,-0.511271,-0.265358,0.033843,0.00426,0.001813,-0.031396,0.132362,6.645311,-0.580184,-0.334271,-0.068913,0.011697,0.001799,0.000157,-0.010054,0.071338,NotSpot
9,7.405291,0.63938,0.566933,0.168754,-1.375067,0.280796,6.943689,-0.461602,0.074142,0.046102,0.032429,-0.087815,0.124183,6.729202,-0.676089,-0.214487,0.034044,0.00485,0.001775,-0.030969,0.129306,6.654603,-0.750688,-0.289086,-0.074599,0.011729,0.001701,0.000139,-0.010167,0.070863,NotSpot
6,7.097307,0.513369,0.482748,0.171137,-0.82498,0.495734,6.867416,-0.229891,0.060107,0.038038,0.00781,-0.029878,0.121007,6.742244,-0.355063,-0.125172,0.033732,0.005397,0.00114,-0.029475,0.126034,6.664648,-0.432659,-0.202768,-0.077596,0.011766,0.001578,0.000099,-0.010287,0.070314,NotSpot
6,6.61879,0.73435,0.611116,0.06458,0.187813,0.581781,6.655987,0.037197,0.03363,0.017342,0.007128,0.009159,0.072966,6.651962,0.033172,-0.004025,0.024586,0.00972,0.005527,-0.020392,0.134602,6.607624,-0.011166,-0.048363,-0.044338,0.011623,0.001228,0.000284,-0.010111,0.072573,NotSpot
2,6.590324,0.52703,0.086278,0.012187,0.428564,0.835754,6.630056,0.039732,0.038011,0.03396,0.001197,-0.002854,0.077141,6.639072,0.048748,0.009016,0.024986,0.010519,0.004097,-0.018564,0.134749,6.609343,0.019019,-0.020713,-0.029729,0.011604,0.001403,0.000205,-0.009996,0.072738,NotSpot
6,6.515803,0.858672,0.610019,0.175768,0.424421,0.424689,6.59688,0.081078,0.050512,0.050446,0.000203,-0.000269,0.090665,6.630808,0.115005,0.033927,0.025728,0.01081,0.00231,-0.017228,0.135275,6.612036,0.096233,0.015156,-0.018772,0.011593,0.00156,0.000124,-0.009909,0.072794,NotSpot
7,6.454469,0.67684,0.516288,0.100087,0.26064,0.384403,6.572732,0.118263,0.067214,0.045949,0.004415,0.016849,0.121625,6.628089,0.17362,0.055357,0.026773,0.010444,0.000486,-0.016815,0.135808,6.615762,0.161293,0.04303,-0.012327,0.011587,0.001692,0.000046,-0.009849,0.072768,NotSpot
6,6.419441,0.452527,0.152197,0.137567,0.467157,0.589156,6.582321,0.16288,0.06468,0.034995,0.003959,0.025727,0.163359,6.631505,0.212063,0.049183,0.028077,0.009424,0.001013,-0.01764,0.136122,6.620164,0.200723,0.037843,-0.011341,0.011588,0.001794,0.000023,-0.009817,0.072652,NotSpot
8,6.576045,0.688903,0.447161,0.116403,0.125339,0.423871,6.641246,0.065202,0.035905,0.032504,0.003283,0.006684,0.196831,6.640064,0.064019,-0.001183,0.029469,0.008154,0.001756,-0.019559,0.135875,6.625439,0.049394,-0.015808,-0.014625,0.011598,0.001864,0.00008,-0.009813,0.072437,NotSpot
6,6.786922,0.370776,0.184126,0.136553,-0.418349,0.342133,6.733176,-0.053746,0.045477,0.02515,0.011263,-0.031589,0.198061,6.653093,-0.133829,-0.080083,0.030811,0.007473,0.001266,-0.022071,0.134699,6.631529,-0.155393,-0.101647,-0.021564,0.011613,0.001899,0.000122,-0.009836,0.072122,NotSpot
12,6.849957,0.561429,0.423704,0.132935,-0.27066,0.197636,6.820663,-0.029294,0.079747,0.039341,0.026111,-0.066518,0.160425,6.668305,-0.181652,-0.152358,0.031911,0.007527,0.000038,-0.024423,0.132456,6.638445,-0.211512,-0.182218,-0.02986,0.011638,0.0019,0.000144,-0.009882,0.071706,NotSpot
11,7.013247,0.440709,0.131706,0.112716,-0.421719,0.521196,6.865409,-0.147838,0.095303,0.046565,0.030789,-0.079527,0.108291,6.683304,-0.329943,-0.182105,0.032577,0.007801,0.001082,-0.025857,0.129243,6.646064,-0.367183,-0.219345,-0.03724,0.011666,0.001867,0.000145,-0.009944,0.071208,NotSpot
9,7.131157,0.618174,0.330811,0.0415,-0.907485,0.651137,6.850785,-0.280372,0.075146,0.049331,0.033547,-0.059363,0.08997,6.69768,-0.433477,-0.153105,0.032724,0.008012,0.001321,-0.026034,0.125455,6.654349,-0.476808,-0.196436,-0.043331,0.011699,0.001805,0.000124,-0.010018,0.070651,NotSpot
9,6.819487,0.493155,0.231037,0.092216,-0.169901,0.743382,6.791627,-0.02786,0.052537,0.051267,0.010956,-0.012225,0.096766,6.7104,-0.109087,-0.081227,0.032337,0.008086,0.000813,-0.025064,0.121648,6.663439,-0.156048,-0.128188,-0.04696,0.011735,0.001715,0.000084,-0.010104,0.070029,NotSpot
8,7.16034,0.868194,0.451243,0.153645,-1.473083,0.49717,6.684875,-0.475466,0.047775,0.024017,0.01812,-0.041878,0.072536,6.658442,-0.501899,-0.026433,0.024429,0.009126,0.003212,-0.018514,0.138439,6.616482,-0.543858,-0.068392,-0.041959,0.011617,0.000972,0.000266,-0.010379,0.073004,NotSpot
15,7.273807,1.159879,0.607079,0.202252,-1.96921,0.360627,6.628335,-0.645472,0.064318,0.02362,0.010518,-0.051217,0.09382,6.63869,-0.635117,0.010355,0.024548,0.010485,0.001083,-0.015146,0.137937,6.617691,-0.656116,-0.010644,-0.021,0.011594,0.001165,0.000191,-0.010238,0.073147,NotSpot
8,6.848927,0.528324,0.14244,0.038973,-0.631791,0.591726,6.550303,-0.298624,0.058182,0.039874,0.001675,-0.019984,0.124356,6.624208,-0.224719,0.073905,0.025057,0.01132,0.001208,-0.01253,0.137615,6.619749,-0.229179,0.069445,-0.00446,0.011579,0.001348,0.000112,-0.010119,0.073162,NotSpot
8,6.30042,0.492878,0.136774,0.033314,0.322789,0.495685,6.475489,0.175068,0.071498,0.032393,0.003905,0.04301,0.144875,6.616243,0.315823,0.140754,0.025915,0.011511,0.003212,-0.011192,0.137195,6.622711,0.32229,0.147222,0.006468,0.011572,0.001512,0.000035,-0.010025,0.073076,NotSpot
6,5.974098,0.762908,0.14482,0.022681,0.885047,0.303981,6.446855,0.472757,0.085576,0.018669,0.017235,0.087009,0.163874,6.615488,0.64139,0.168633,0.027087,0.011198,0.004377,-0.011511,0.136573,6.626237,0.65214,0.179382,0.01075,0.01157,0.001651,0.000034,-0.009953,0.072885,NotSpot
7,6.180306,0.556079,0.219379,0.138358,0.475059,0.618554,6.494289,0.313982,0.064792,0.028771,0.022369,0.071194,0.190834,6.621044,0.440737,0.126755,0.028401,0.010922,0.004125,-0.013353,0.135424,6.630567,0.45026,0.136278,0.009523,0.011579,0.001759,0.000089,-0.009909,0.072585,NotSpot
9,6.58548,0.524955,0.389805,0.092967,-0.042183,0.507233,6.600681,0.015201,0.057076,0.04533,0.000624,0.011122,0.192274,6.632056,0.046576,0.031374,0.029704,0.010972,0.00258,-0.016152,0.133438,6.635653,0.050173,0.034972,0.003598,0.011593,0.001833,0.000129,-0.009889,0.072176,NotSpot
3,6.687626,0.693434,0.619058,0.406869,0.481245,0.030808,6.714629,0.027003,0.088727,0.05807,0.015179,-0.045836,0.146206,6.646108,-0.041518,-0.068521,0.030793,0.011027,0.000699,-0.019067,0.130463,6.64153,-0.046097,-0.0731,-0.004579,0.011618,0.001873,0.000149,-0.009893,0.071663,NotSpot
5,6.687911,0.895634,0.166293,0.021612,0.707728,0.327276,6.785114,0.097203,0.107478,0.05689,0.017205,-0.067792,0.072918,6.660407,-0.027504,-0.124708,0.031437,0.010912,0.000653,-0.021178,0.1266,6.648094,-0.039817,-0.137021,-0.012313,0.011646,0.00188,0.000149,-0.009915,0.07107,NotSpot
3,6.588299,0.819652,0.467997,0.248465,1.039184,0.523079,6.791068,0.202769,0.088287,0.05545,0.01818,-0.051018,0.04855,6.674409,0.08611,-0.116659,0.031538,0.010593,0.001072,-0.022018,0.122292,6.655349,0.06705,-0.135719,-0.01906,0.011678,0.001854,0.000127,-0.009951,0.070424,NotSpot
3,6.352708,0.897285,0.463606,0.191402,1.552293,0.626103,6.746412,0.393704,0.056516,0.053337,0.009143,-0.012322,0.081834,6.686862,0.334155,-0.059549,0.031088,0.010128,0.000623,-0.021583,0.118145,6.663438,0.31073,-0.082974,-0.023425,0.011713,0.001798,0.000087,-0.010002,0.069721,NotSpot
5,7.039816,0.596769,0.146929,0.078603,-0.665095,0.631737,6.603114,-0.436702,0.064124,0.021339,0.018651,-0.061437,0.125838,6.64286,-0.396955,0.039746,0.024327,0.009894,0.002421,-0.012012,0.141432,6.626657,-0.413158,0.023543,-0.016203,0.011593,0.000903,0.000172,-0.010519,0.07353,NotSpot
7,6.812199,0.741776,0.331406,0.131437,-0.541807,0.398851,6.487223,-0.324975,0.038106,0.03289,0.002672,-0.007888,0.159291,6.623897,-0.188302,0.136673,0.024618,0.011363,0.004811,-0.008444,0.140282,6.62821,-0.183989,0.140986,0.004313,0.011576,0.001105,0.00009,-0.010381,0.073506,NotSpot
7,6.33855,0.370196,0.125898,0.01059,-0.485504,0.622191,6.377122,0.038573,0.070585,0.01784,0.005415,0.08301,0.161602,6.612249,0.273699,0.235126,0.025294,0.012374,0.006415,-0.006505,0.138955,6.630518,0.291969,0.253396,0.01827,0.011566,0.001294,0.000011,-0.010261,0.073362,NotSpot
8,5.75353,0.853965,0.291287,0.134273,0.69695,0.489099,6.32677,0.57324,0.106114,0.039495,0.001856,0.147464,0.1524,6.608601,0.855071,0.281831,0.026326,0.013111,0.006631,-0.006584,0.137471,6.633267,0.879737,0.306497,0.024666,0.011563,0.001463,0.000059,-0.010159,0.073099,NotSpot
1,5.837702,0.964507,0.47747,0.259778,1.182199,0.626581,6.37633,0.538628,0.093794,0.041544,0.009953,0.125385,0.180367,6.612083,0.774381,0.235754,0.027543,0.013639,0.005371,-0.008534,0.135529,6.636722,0.79902,0.260392,0.024639,0.011571,0.001604,0.000115,-0.010081,0.072714,NotSpot
4,6.590669,0.79858,0.704628,0.120471,0.026519,0.800177,6.507872,-0.082798,0.068732,0.044329,0.008665,0.033068,0.196895,6.621652,0.030982,0.11378,0.028783,0.013834,0.003234,-0.011715,0.132874,6.640857,0.050188,0.132985,0.019205,0.011584,0.001714,0.000155,-0.010025,0.072213,NotSpot
5,7.081049,0.821918,0.30888,0.173908,-0.686945,0.713099,6.655194,-0.425856,0.099419,0.055915,0.012867,-0.056371,0.153137,6.634763,-0.446286,-0.020431,0.029831,0.013601,0.001033,-0.015197,0.129335,6.645721,-0.435328,-0.009472,0.010958,0.011608,0.001791,0.000175,-0.009992,0.071602,NotSpot
9,7.025119,0.411906,0.363085,0.350663,-0.424328,0.736781,6.753559,-0.27156,0.123188,0.048777,0.01786,-0.092272,0.066748,6.64831,-0.376809,-0.105249,0.030431,0.013031,0.000523,-0.017923,0.125019,6.651236,-0.373884,-0.102324,0.002925,0.011635,0.001835,0.000175,-0.009975,0.070913,NotSpot
7,6.699837,0.536843,0.263831,0.038895,0.761779,0.647899,6.778413,0.078576,0.106136,0.04504,0.018093,-0.079189,0.02944,6.66167,-0.038167,-0.116743,0.030475,0.012215,0.001061,-0.019321,0.120385,6.657444,-0.042394,-0.12097,-0.004227,0.011666,0.001847,0.000154,-0.009973,0.070173,NotSpot
5,6.542586,0.747069,0.410795,0.068473,1.089391,0.76545,6.744809,0.202223,0.076528,0.040649,0.012659,-0.048538,0.08408,6.673458,0.130872,-0.071351,0.029968,0.011288,0.000613,-0.019293,0.116057,6.664491,0.121905,-0.080318,-0.008967,0.0117,0.001827,0.000116,-0.00999,0.069384,NotSpot
7,6.467536,0.698953,0.368133,0.14398,0.923106,0.480044,6.548949,0.081412,0.036499,0.023532,0.006711,-0.019678,0.153235,6.65421,0.186674,0.105261,0.024327,0.009121,0.005448,-0.009758,0.145001,6.636363,0.168826,0.087414,-0.017848,0.011603,0.000623,0.000138,-0.010842,0.073874,NotSpot
5,6.635833,0.661034,0.530186,0.435935,-0.566784,0.175659,6.413498,-0.222335,0.040193,0.016977,0.013112,0.044059,0.170061,6.633127,-0.002706,0.219629,0.024445,0.011405,0.007301,-0.005739,0.143296,6.637525,0.001692,0.224027,0.004397,0.011583,0.000835,0.000052,-0.010696,0.073814,NotSpot
6,6.374982,0.842189,0.495185,0.219881,-1.117493,0.718497,6.293708,-0.081275,0.082022,0.04149,0.014526,0.138037,0.153992,6.619805,0.244823,0.326097,0.024971,0.013303,0.008031,-0.003637,0.141375,6.639285,0.264303,0.345577,0.01948,0.011572,0.001042,0.000031,-0.010561,0.073618,NotSpot
2,5.531959,1.153006,0.169565,0.028094,1.294477,0.709567,6.243269,0.71131,0.122949,0.059431,0.020752,0.203133,0.133086,6.614774,1.082816,0.371505,0.025878,0.014655,0.007433,-0.003791,0.13931,6.641343,1.109385,0.398074,0.026569,0.011568,0.001234,0.000104,-0.010438,0.073289,NotSpot
5,5.572145,1.295437,0.339323,0.060058,1.694819,0.830504,6.305448,0.733302,0.107434,0.056983,0.00507,0.169488,0.17901,6.617096,1.044951,0.311649,0.026992,0.015329,0.005662,-0.006002,0.13679,6.643992,1.071847,0.338545,0.026896,0.011575,0.001403,0.000163,-0.010334,0.072826,NotSpot
6,6.703647,0.688686,0.239195,0.076004,-0.851876,1.235543,6.463055,-0.240592,0.063721,0.037252,0.021295,0.047764,0.216382,6.625548,-0.078099,0.162493,0.028145,0.015353,0.003229,-0.009563,0.133609,6.647222,-0.056425,0.184167,0.021674,0.011588,0.001545,0.000205,-0.010247,0.072238,NotSpot
14,7.577221,1.143336,0.946539,0.59544,-2.685315,0.451562,6.641177,-0.936045,0.103055,0.040826,0.0124,-0.074629,0.179956,6.637496,-0.939725,-0.003681,0.02911,0.014804,0.000837,-0.013468,0.129603,6.651099,-0.926123,0.009922,0.013603,0.01161,0.001657,0.000226,-0.010179,0.071535,NotSpot
12,7.568365,0.964718,0.779813,0.210057,-1.954588,0.4249,6.765462,-0.802903,0.133386,0.027545,0.025805,-0.131646,0.094314,6.649681,-0.918684,-0.115781,0.029621,0.013883,0.000836,-0.016574,0.124927,6.655566,-0.912799,-0.109896,0.005885,0.011636,0.001738,0.000228,-0.010125,0.070752,NotSpot
9,7.250824,0.730374,0.402336,0.294264,-0.622302,0.547204,6.80751,-0.443314,0.120679,0.029973,0.020306,-0.130345,0.046008,6.661519,-0.589305,-0.145992,0.029575,0.012732,0.001413,-0.018256,0.120054,6.660704,-0.59012,-0.146806,-0.000814,0.011665,0.001786,0.000209,-0.010088,0.06992,NotSpot
8,7.233889,0.897862,0.425559,0.293659,-0.765962,0.676846,6.781956,-0.451932,0.098335,0.02749,0.015674,-0.110151,0.087151,6.67165,-0.562238,-0.110306,0.028997,0.011525,0.000892,-0.018365,0.115611,6.66667,-0.567219,-0.115286,-0.004981,0.011697,0.001804,0.000174,-0.010067,0.069045,NotSpot
5,6.221898,0.835803,0.503863,0.473294,0.866372,0.235976,6.488474,0.266576,0.041794,0.021543,0.015178,0.048159,0.151859,6.674113,0.452215,0.185639,0.024558,0.01017,0.005371,-0.009018,0.148349,6.646556,0.424659,0.158082,-0.027556,0.011623,0.000339,0.000084,-0.0112,0.074186,NotSpot
8,6.53863,0.984922,0.495889,0.092782,-1.388029,0.560711,6.358285,-0.180345,0.078713,0.038906,0.007975,0.109645,0.148119,6.653396,0.114766,0.295111,0.024562,0.012381,0.007084,-0.005097,0.146497,6.647457,0.108828,0.289172,-0.005939,0.011602,0.00055,0.000005,-0.011057,0.074092,NotSpot
14,6.349651,1.229825,0.645206,0.141825,-2.016856,0.863739,6.255027,-0.094624,0.109957,0.057747,0.02066,0.188364,0.130908,6.640403,0.290752,0.385376,0.024984,0.013949,0.00777,-0.003264,0.144388,6.648787,0.299135,0.393759,0.008383,0.01159,0.000766,0.000095,-0.010918,0.073846,NotSpot
3,5.425032,1.175381,0.35101,0.307576,1.131947,0.734212,6.221648,0.796617,0.126195,0.079626,0.034992,0.240813,0.131775,6.635384,1.210352,0.413736,0.025792,0.014953,0.007087,-0.003752,0.142054,6.650262,1.225231,0.428614,0.014878,0.011585,0.000974,0.000173,-0.010784,0.073456,NotSpot
5,5.407001,1.266872,0.619178,0.031136,1.854914,0.721387,6.297512,0.890511,0.101132,0.078164,0.019973,0.199269,0.193493,6.637233,1.230232,0.339722,0.026801,0.01537,0.005153,-0.006279,0.139133,6.652202,1.245201,0.354691,0.014969,0.011591,0.001166,0.000236,-0.010662,0.072921,NotSpot
5,6.501832,0.46758,0.417153,0.283273,-0.232846,1.21574,6.46901,-0.032822,0.055712,0.03333,0.023803,0.065239,0.236961,6.644582,0.14275,0.175572,0.027836,0.015204,0.002547,-0.010085,0.135485,6.654602,0.15277,0.185592,0.01002,0.011603,0.001335,0.000282,-0.010549,0.072253,NotSpot
